tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f12ade81e57f1c24_score,player_e08bb2a1_x,player_e08bb2a1_y,player_e08bb2a1_move_target,player_e08bb2a1_item,player_e08bb2a1_score,player_e08bb2a1_cut_speed,player_e08bb2a1_speed,player_d2afa516_x,player_d2afa516_y,player_d2afa516_move_target,player_d2afa516_item,player_d2afa516_score,player_d2afa516_cut_speed,player_d2afa516_speed
3504,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00037964250066,69.4540849287373,,tomato,1,1.0,12.0,88.0,35.74999999999176,,,1,0.2,30.0
3505,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000305083356736,69.95408492317756,,tomato,1,1.0,12.0,88.0,34.49999999999147,,,1,0.2,30.0
3506,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00023052421281,70.45408491761782,,tomato,1,1.0,12.0,88.0,33.24999999999119,,,1,0.2,30.0
3507,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000155965068885,70.95408491205808,,tomato,1,1.0,12.0,88.0,31.99999999999091,,,1,0.2,30.0
3508,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00008140592496,71.45408490649834,,tomato,1,1.0,12.0,88.0,30.74999999999098,,,1,0.2,30.0
3509,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0000289439511,71.95408490260638,,tomato,1,1.0,12.0,88.0,29.49999999999105,,,1,0.2,30.0
3510,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002804204073,72.45408490260593,,tomato,1,1.0,12.0,88.0,28.24999999999112,,,1,0.2,30.0
3511,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002714013036,72.95408490260547,,tomato,1,1.0,12.0,88.0,26.999999999991193,,,1,0.2,30.0
3512,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000026238219995,73.45408490260502,,tomato,1,1.0,12.0,88.0,25.749999999991264,,,1,0.2,30.0
3513,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000025336309626,73.95408490260456,,tomato,1,1.0,12.0,88.0,24.499999999991335,,,1,0.2,30.0
3514,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002443439926,74.45408490260411,,tomato,1,1.0,12.0,88.0,24.0,,,1,0.2,30.0
3515,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002353248889,74.95408490260365,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3516,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002263057852,75.4540849026032,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3517,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002172866815,75.95408490260274,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3518,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002082675778,76.45408490260229,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3519,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000019924847415,76.95408490260183,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3520,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000019022937046,77.45408490260138,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3521,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001812102668,77.95408490260093,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3522,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001721911631,78.45408490260047,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3523,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001631720594,78.95408490260002,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3524,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001541529557,79.45408490259956,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3525,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0000145133852,79.9540849025991,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3526,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000013611474834,80.45408490259865,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3527,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000012709564466,80.9540849025982,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3528,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0000118076541,81.45408490259774,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3529,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001090574373,81.95408490259729,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3530,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001000383336,82.45408490259683,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3531,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000910192299,82.95408490259638,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3532,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000008200012694,83.45408490259592,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3533,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000729810268,83.95408490259547,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3534,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000639619267,84.45408490259501,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3535,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000005494282654,84.95408490259456,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3536,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000459237264,85.4540849025941,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3537,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000369046263,85.95408490259365,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3538,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000002788552614,86.4540849025932,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3539,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0000018866426,86.95408490259274,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3540,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000098473259,87.45408490259229,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3541,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.89458170820616,87.91079436443303,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3542,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.54318622424144,88.26649257056991,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3543,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.191790740276716,88.62219077670679,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3544,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.84039525631199,88.97788898284367,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3545,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.48899977234727,89.33358718898054,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3546,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.13760428838255,89.68928539511742,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3547,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.786208804417825,90.0449836012543,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3548,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.4348133204531,90.40068180739118,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3549,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.08341783648838,90.75638001352806,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3550,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.732022352524275,91.11207821966494,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3551,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.38062686856026,91.46777642580182,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3552,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.02923138459625,91.8234746319387,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3553,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.67783590063224,92.17917283807557,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3554,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.32644041666823,92.53487104421245,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3555,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.975044932704215,92.89056925034933,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3556,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.6236494487402,93.24626745648621,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3557,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.27225396477619,93.60196566262309,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3558,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.92085848081218,93.95766386875997,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3559,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.569462996848166,94.31336207489684,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3560,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.218067512884154,94.66906028103372,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3561,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.86667202892014,95.0247584871706,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3562,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.51527654495613,95.38045669330758,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3563,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.16388106099212,95.73615489944488,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3564,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.812485577028106,96.09185310558219,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3565,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.461090093064094,96.4475513117195,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3566,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.10969460910008,96.8032495178568,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3567,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.75829912513607,97.1589477239941,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3568,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.40690364117206,97.5146459301314,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3569,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.055508157208045,97.8703441362687,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3570,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.70411267324403,98.226042342406,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3571,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.35271718928002,98.58174054854331,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3572,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.00132170531601,98.93743875468061,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3573,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.649926221352,99.29313696081792,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3574,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.298530737387985,99.64883516695522,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3575,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.94713525342397,100.00453337309251,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3576,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.59573976945996,100.36023157922982,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3577,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.24434428549595,100.71592978536712,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3578,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.89294880153194,101.07162799150443,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3579,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.541553317567924,101.42732619764173,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3580,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.19015783360391,101.78302440377904,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
3581,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.8387623496399,102.13872260991633,,tomato,1,1.0,12.0,88.0,24.0,,tomato,1,0.2,30.0
