tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5520d2bc08acecb9_score,player_e42bfb41_x,player_e42bfb41_y,player_e42bfb41_move_target,player_e42bfb41_item,player_e42bfb41_score,player_e42bfb41_cut_speed,player_e42bfb41_speed,player_9dfb96c6_x,player_9dfb96c6_y,player_9dfb96c6_move_target,player_9dfb96c6_item,player_9dfb96c6_score,player_9dfb96c6_cut_speed,player_9dfb96c6_speed
3741,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.95495128834744,80.04504871165256,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3742,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.8388347648305,79.1611652351695,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3743,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.72271824131354,78.27728175868646,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3744,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.6066017177966,77.3933982822034,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3745,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.49048519427964,76.50951480572036,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3746,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.37436867076269,75.62563132923731,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3747,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.25825214724574,74.74174785275426,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3748,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.14213562372879,73.85786437627121,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3749,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.02601910021184,72.97398089978816,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3750,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,tomato_salad,4,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3751,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3752,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3753,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3754,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3755,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3756,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3757,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3758,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3759,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3760,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3761,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3762,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3763,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3764,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3765,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3766,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3767,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3768,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3769,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3770,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3771,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3772,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3773,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3774,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3775,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3776,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3777,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3778,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3779,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3780,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3781,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3782,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3783,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3784,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3785,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3786,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,70.74999999999972,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3787,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,69.49999999999943,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3788,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,68.24999999999915,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3789,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,66.99999999999886,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3790,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,65.74999999999858,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3791,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,64.4999999999983,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3792,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,63.24999999999801,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3793,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,61.999999999997726,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3794,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,60.74999999999744,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3795,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,59.49999999999716,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3796,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,58.249999999996874,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3797,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.99999999999659,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3798,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,55.749999999996305,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3799,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,54.49999999999602,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3800,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,53.24999999999574,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3801,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,51.99999999999545,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3802,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,50.74999999999517,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3803,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,49.499999999994884,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3804,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,48.2499999999946,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3805,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,46.999999999994316,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3806,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,45.74999999999403,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3807,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,44.49999999999375,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3808,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,43.24999999999346,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3809,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,41.99999999999318,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3810,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.749999999992895,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3811,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,39.49999999999261,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3812,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,38.249999999992326,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3813,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,36.99999999999204,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3814,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,35.74999999999176,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3815,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,34.49999999999147,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
