tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e44a3c6dfba5147b_score,player_74f13ebc_x,player_74f13ebc_y,player_74f13ebc_move_target,player_74f13ebc_item,player_74f13ebc_score,player_74f13ebc_cut_speed,player_74f13ebc_speed,player_98edf79d_x,player_98edf79d_y,player_98edf79d_move_target,player_98edf79d_item,player_98edf79d_score,player_98edf79d_cut_speed,player_98edf79d_speed,aff3964da9519d25_score,4667718b15e551b4_message,473cc3d5b2a9a227_score
6593,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,131.68795834501455,28.26134712882505,,,1,0.2,30.0,,,1.0
6594,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,132.57705268969747,27.382705423546824,,,1,0.2,30.0,,,1.0
6595,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,133.46614703438038,26.504063718268597,,,1,0.2,30.0,,,1.0
6596,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,134.3552413790633,25.62542201299032,,,1,0.2,30.0,,,1.0
6597,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,135.24433572374622,24.746780307711674,,,1,0.2,30.0,,,1.0
6598,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,,1,0.2,30.0,,,1.0
6599,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6600,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6601,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6602,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6603,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6604,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6605,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6606,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6607,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6608,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6609,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6610,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6611,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,1.0
6612,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,135.11611652351553,24.88388347648305,,plate,1,0.2,30.0,,,1.0
6613,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,134.23223304703106,25.767766952966443,,plate,1,0.2,30.0,,,1.0
6614,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,133.3483495705466,26.651650429449848,,plate,1,0.2,30.0,,,1.0
6615,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,132.46446609406294,27.535533905933253,,plate,1,0.2,30.0,,,1.0
6616,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,131.5805826175798,28.419417382416658,,plate,1,0.2,30.0,,,1.0
6617,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,130.69669914109667,29.303300858900062,,plate,1,0.2,30.0,,,1.0
6618,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,129.81281566461354,30.187184335383467,,plate,1,0.2,30.0,,,1.0
6619,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,128.9289321881304,31.07106781186687,,plate,1,0.2,30.0,,,1.0
6620,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,128.04504871164727,31.954951288350276,,plate,1,0.2,30.0,,,1.0
6621,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,127.1611652351642,32.838834764833344,,plate,1,0.2,30.0,,,1.0
6622,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,126.27728175868116,33.72271824131639,,plate,1,0.2,30.0,,,1.0
6623,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,125.3933982821981,34.60660171779944,,plate,1,0.2,30.0,,,1.0
6624,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,124.50951480571506,35.4904851942827,,plate,1,0.2,30.0,,,1.0
6625,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,123.62563132923201,36.37436867076619,,plate,1,0.2,30.0,,,1.0
6626,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,122.74174785274896,37.25825214724968,,plate,1,0.2,30.0,,,1.0
6627,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,121.85786437626591,38.14213562373317,,plate,1,0.2,30.0,,,1.0
6628,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,120.97398089978286,39.02601910021666,,plate,1,0.2,30.0,,,1.0
6629,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,120.04617444130444,39.805653184688964,,plate,1,0.2,30.0,,,1.0
6630,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,118.79626611486002,39.820791727745956,,plate,1,0.2,30.0,,,1.0
6631,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,117.54635778841559,39.83593027080295,,plate,1,0.2,30.0,,,1.0
6632,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,116.29644946197116,39.85106881385981,,plate,1,0.2,30.0,,,1.0
6633,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,115.04654113552674,39.866207356916455,,plate,1,0.2,30.0,,,1.0
6634,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,113.79663280908231,39.8813458999731,,plate,1,0.2,30.0,,,1.0
6635,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,112.54672448263788,39.896484443029735,,plate,1,0.2,30.0,,,1.0
6636,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,111.29681615619346,39.91162298608638,,plate,1,0.2,30.0,,,1.0
6637,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,110.04690782974903,39.92676152914302,,plate,1,0.2,30.0,,,1.0
6638,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,108.7969995033046,39.94190007219966,,plate,1,0.2,30.0,,,1.0
6639,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,107.54709117686018,39.9570386152563,,plate,1,0.2,30.0,,,1.0
6640,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,106.29718285041575,39.972177158312945,,plate,1,0.2,30.0,,,1.0
6641,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,105.04727452397132,39.98731570136958,,plate,1,0.2,30.0,,,1.0
6642,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,103.79733686634414,39.99766893490247,,plate,1,0.2,30.0,,,1.0
6643,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,102.54733687995359,39.997853385697375,,plate,1,0.2,30.0,,,1.0
6644,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,101.29733689356304,39.99803783649228,,plate,1,0.2,30.0,,,1.0
6645,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,100.0473369071725,39.998222287287184,,plate,1,0.2,30.0,,,1.0
6646,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,98.79733692078194,39.99840673808209,,plate,1,0.2,30.0,,,1.0
6647,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,97.5473369343914,39.99859118887699,,plate,1,0.2,30.0,,,1.0
6648,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,96.29733694800085,39.9987756396719,,plate,1,0.2,30.0,,,1.0
6649,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,95.0473369616103,39.9989600904668,,plate,1,0.2,30.0,,,1.0
6650,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,93.79733697521975,39.99914454126161,,plate,1,0.2,30.0,,,1.0
6651,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,92.5473369888292,39.99932899205616,,plate,1,0.2,30.0,,,1.0
6652,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,91.29733700243865,39.999513442850706,,plate,1,0.2,30.0,,,1.0
6653,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,90.0473370160481,39.999697893645255,,plate,1,0.2,30.0,,,1.0
6654,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,88.79733702965756,39.999882344439804,,plate,1,0.2,30.0,,,1.0
6655,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,87.54733703619142,39.99997204937522,,plate,1,0.2,30.0,,,1.0
6656,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,86.29733703619398,39.99997429659456,,plate,1,0.2,30.0,,,1.0
6657,test,False,0,1,,0.0,0,0,2,None_cut,3.166666666666658,3,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,85.04733703619654,39.99997654381421,,plate,1,0.2,30.0,,,1.0
