tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8e3792e6c2a614c0_score,player_214e85f5_x,player_214e85f5_y,player_214e85f5_move_target,player_214e85f5_item,player_214e85f5_score,player_214e85f5_cut_speed,player_214e85f5_speed,player_f29cec2d_x,player_f29cec2d_y,player_f29cec2d_move_target,player_f29cec2d_item,player_f29cec2d_score,player_f29cec2d_cut_speed,player_f29cec2d_speed,9162471cd0840865_score,7dabdc4d1c4860e8_message,7fcfda588319e2f5_score
6475,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.19999999999999998,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6476,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6477,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.21666666666666665,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6478,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.22499999999999998,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6479,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.2333333333333333,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6480,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.24166666666666664,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6481,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6482,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.2583333333333333,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6483,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.26666666666666666,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6484,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.275,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6485,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.2833333333333334,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6486,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.29166666666666674,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6487,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3000000000000001,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6488,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.30833333333333346,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6489,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3166666666666668,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6490,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3250000000000002,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6491,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.33333333333333354,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6492,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3416666666666669,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6493,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.35000000000000026,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6494,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3583333333333336,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6495,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.366666666666667,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6496,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6497,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.3833333333333337,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6498,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.39166666666666705,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6499,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6500,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.40833333333333377,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6501,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.41666666666666713,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6502,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.4250000000000005,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6503,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.43333333333333385,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6504,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.4416666666666672,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6505,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.45000000000000057,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6506,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.4583333333333339,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6507,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.4666666666666673,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6508,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.47500000000000064,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6509,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.483333333333334,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6510,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.49166666666666736,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6511,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5000000000000007,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6512,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.508333333333334,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6513,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5166666666666673,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6514,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5250000000000006,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6515,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5333333333333339,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6516,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5416666666666672,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6517,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6518,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6519,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6520,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,2,0.2,30.0,,,2.0
6521,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,25.24999999999993,24.0,,,2,0.2,30.0,,,2.0
6522,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,26.499999999999858,24.0,,,2,0.2,30.0,,,2.0
6523,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,27.749999999999787,24.0,,,2,0.2,30.0,,,2.0
6524,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,28.999999999999716,24.0,,,2,0.2,30.0,,,2.0
6525,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,30.249999999999645,24.0,,,2,0.2,30.0,,,2.0
6526,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,31.499999999999574,24.0,,,2,0.2,30.0,,,2.0
6527,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,32.749999999999716,24.0,,,2,0.2,30.0,,,2.0
6528,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,34.0,24.0,,,2,0.2,30.0,,,2.0
6529,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,35.250000000000284,24.0,,,2,0.2,30.0,,,2.0
6530,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,36.50000000000057,24.0,,,2,0.2,30.0,,,2.0
6531,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,37.75000000000085,24.0,,,2,0.2,30.0,,,2.0
6532,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,39.00000000000114,24.0,,,2,0.2,30.0,,,2.0
6533,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,40.25000000000142,24.0,,,2,0.2,30.0,,,2.0
6534,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,41.500000000001705,24.0,,,2,0.2,30.0,,,2.0
6535,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,42.75000000000199,24.0,,,2,0.2,30.0,,,2.0
6536,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,44.000000000002274,24.0,,,2,0.2,30.0,,,2.0
6537,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,45.25000000000256,24.0,,,2,0.2,30.0,,,2.0
6538,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,46.50000000000284,24.0,,,2,0.2,30.0,,,2.0
6539,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,47.750000000003126,24.0,,,2,0.2,30.0,,,2.0
6540,test,True,0,1,None_cut,3.3916666666666573,3,0,2,,0.0,0,1,0,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,49.00000000000341,24.0,,,2,0.2,30.0,,,2.0
