tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3b41d4538bf03f7a_score,player_6b141d16_x,player_6b141d16_y,player_6b141d16_move_target,player_6b141d16_item,player_6b141d16_score,player_6b141d16_cut_speed,player_6b141d16_speed,player_11f94956_x,player_11f94956_y,player_11f94956_move_target,player_11f94956_item,player_11f94956_score,player_11f94956_cut_speed,player_11f94956_speed
3754,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,86.00000000000682,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3755,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,87.2500000000071,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3756,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.49189088134284,88.29803951736653,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3757,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,25.37026745516934,89.18739579836529,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3758,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,26.24864402899584,90.07675207936404,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3759,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.12702060282234,90.9661083603628,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3760,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.00539717664884,91.85546464136155,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3761,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.883773750475342,92.7448209223603,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3762,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,29.762150324301842,93.63417720335906,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3763,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,30.640526898128343,94.52353348435781,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3764,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,31.518903471954843,95.41288976535657,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3765,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,32.39728004578134,96.30224604635532,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3766,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,33.275656619607844,97.19160232735408,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3767,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.154033193434344,98.08095860835283,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3768,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.032409767260845,98.97031488935158,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3769,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.910786341087345,99.85967117035034,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3770,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.789162914913845,100.7490274513491,,tomato_salad,2,1.0,30.0,56.0,88.0,,,2,1.0,30.0
3771,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.667539488740346,101.63838373234866,,tomato_salad,2,1.0,30.0,56.88388347648305,87.11611652351695,,,2,1.0,30.0
3772,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.545916062566846,102.52774001334835,,tomato_salad,2,1.0,30.0,57.7677669529661,86.2322330470339,,,2,1.0,30.0
3773,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.424292636393346,103.41709629434803,,tomato_salad,2,1.0,30.0,58.65165042944915,85.34834957055085,,,2,1.0,30.0
3774,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.311608376973936,103.31936371188569,,tomato_salad,2,1.0,30.0,59.5355339059322,84.4644660940678,,,2,1.0,30.0
3775,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.205947748575596,102.44606130813175,,tomato_salad,2,1.0,30.0,60.41941738241525,83.58058261758475,,,2,1.0,30.0
3776,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.100287120177256,101.5727589043778,,tomato_salad,2,1.0,30.0,61.3033008588983,82.6966991411017,,,2,1.0,30.0
3777,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.99462649177892,100.69945650062387,,tomato_salad,2,1.0,30.0,62.187184335381346,81.81281566461865,,,2,1.0,30.0
3778,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.88896586338058,99.82615409686993,,tomato_salad,2,1.0,30.0,63.071067811864395,80.9289321881356,,,2,1.0,30.0
3779,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.78330523498224,98.95285169311599,,tomato_salad,2,1.0,30.0,63.954951288347445,80.04504871165256,,,2,1.0,30.0
3780,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.6776446065839,98.07954928936205,,tomato_salad,2,1.0,30.0,64.8388347648305,79.1611652351695,,,2,1.0,30.0
3781,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.57198397818556,97.20624688560811,,tomato_salad,2,1.0,30.0,65.72271824131354,78.27728175868646,,,2,1.0,30.0
3782,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.46632334978722,96.33294448185417,,tomato_salad,2,1.0,30.0,66.6066017177966,77.3933982822034,,,2,1.0,30.0
3783,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.36066272138888,95.45964207810023,,tomato_salad,2,1.0,30.0,67.49048519427964,76.50951480572036,,,2,1.0,30.0
3784,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.25500209299054,94.58633967434629,,tomato_salad,2,1.0,30.0,68.37436867076269,75.62563132923731,,,2,1.0,30.0
3785,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.1493414645922,93.71303727059235,,tomato_salad,2,1.0,30.0,69.25825214724574,74.74174785275426,,,2,1.0,30.0
3786,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.04368083619386,92.83973486683841,,tomato_salad,2,1.0,30.0,70.14213562372879,73.85786437627121,,,2,1.0,30.0
3787,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.93802020779552,91.96643246308447,,tomato_salad,2,1.0,30.0,71.02601910021184,72.97398089978816,,,2,1.0,30.0
3788,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.83235957939718,91.09313005933035,,tomato_salad,2,1.0,30.0,71.80565318468376,72.04617444130974,,,2,1.0,30.0
3789,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.72669895099884,90.21982765557541,,tomato_salad,2,1.0,30.0,71.82079172774075,70.79626611486532,,,2,1.0,30.0
3790,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.6210383226005,89.3465252518205,,tomato_salad,2,1.0,30.0,71.83593027079775,69.54635778842089,,,2,1.0,30.0
3791,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.51537769420216,88.47322284806557,,tomato_salad,2,1.0,30.0,71.85106881385474,68.29644946197647,,,2,1.0,30.0
3792,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.65150548636595,88.1835990844659,,tomato_salad,2,1.0,30.0,71.86620735691173,67.04654113553204,,,2,1.0,30.0
3793,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.901416064676624,88.16864762211576,,tomato_salad,2,1.0,30.0,71.88134589996872,65.79663280908761,,,2,1.0,30.0
3794,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.1513266429873,88.15369615976631,,tomato_salad,2,1.0,30.0,71.89648444302571,64.54672448264319,,,2,1.0,30.0
3795,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.401237221297976,88.13874469741687,,tomato_salad,2,1.0,30.0,71.9116229860827,63.296816156199164,,,2,1.0,30.0
3796,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.65114779960865,88.12379323506742,,tomato_salad,2,1.0,30.0,71.9267615291397,62.04690782975545,,,2,1.0,30.0
3797,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.90105837791933,88.10884177271798,,tomato_salad,2,1.0,30.0,71.94190007219669,60.79699950331173,,,2,1.0,30.0
3798,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.15096895623,88.09389031036855,,tomato_salad,2,1.0,30.0,71.95703861525368,59.547091176868015,,,2,1.0,30.0
3799,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.40087953454068,88.0789388480191,,tomato_salad,2,1.0,30.0,71.97217715831088,58.2971828504243,,,2,1.0,30.0
3800,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.65079011285135,88.06398738566966,,tomato_salad,2,1.0,30.0,71.98731570136857,57.04727452398058,,,2,1.0,30.0
3801,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.90070069116203,88.04903592332022,,tomato_salad,2,1.0,30.0,72.2787350565803,55.91278695016542,,,2,1.0,30.0
3802,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.1506112694727,88.03408446097079,,tomato_salad,2,1.0,30.0,73.15725113761934,55.02356847568593,,,2,1.0,30.0
3803,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.40052184778338,88.01913299862134,,tomato_salad,2,1.0,30.0,74.03576721865838,54.134350001206435,,,2,1.0,30.0
3804,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.65043242609406,88.0041815362719,,tomato_salad,2,1.0,30.0,74.91428329969742,53.245131526726944,,,2,1.0,30.0
3805,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.58298750109228,87.22934741362964,,tomato_salad,2,1.0,30.0,75.79279938073645,52.35591305224745,,,2,1.0,30.0
3806,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.4722668256388,86.35089292822018,,tomato_salad,2,1.0,30.0,76.67131546177549,51.46669457776796,,,2,1.0,30.0
3807,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.36154615018532,85.47243844281071,,tomato_salad,2,1.0,30.0,77.54983154281453,50.57747610328847,,,2,1.0,30.0
3808,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.25082547473184,84.59398395740125,,tomato_salad,2,1.0,30.0,78.42834762385357,49.68825762880898,,,2,1.0,30.0
3809,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.14010479927836,83.71552947199179,,tomato_salad,2,1.0,30.0,79.3068637048926,48.799039154329485,,,2,1.0,30.0
3810,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.02938412382488,82.83707498658232,,tomato_salad,2,1.0,30.0,80.18537978593164,47.909820679850675,,,2,1.0,30.0
3811,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.9186634483714,81.95862050117286,,tomato_salad,2,1.0,30.0,81.06389586697068,47.020602205371894,,,2,1.0,30.0
3812,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.80794277291793,81.0801660157634,,tomato_salad,2,1.0,30.0,81.94241194800972,46.13138373089311,,,2,1.0,30.0
3813,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.69722209746445,80.20171153035393,,tomato_salad,2,1.0,30.0,82.82092802904876,45.24216525641433,,,2,1.0,30.0
3814,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.58650142201097,79.32325704494447,,tomato_salad,2,1.0,30.0,83.6994441100878,44.35294678193555,,,2,1.0,30.0
3815,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.47578074655749,78.4448025595352,,tomato_salad,2,1.0,30.0,84.57796019112683,43.46372830745677,,,2,1.0,30.0
3816,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.36506007110401,77.56634807412608,,tomato_salad,2,1.0,30.0,85.45647627216587,42.57450983297799,,,2,1.0,30.0
3817,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.25433939565053,76.68789358871696,,tomato_salad,2,1.0,30.0,86.33499235320491,41.68529135849921,,,2,1.0,30.0
3818,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.14361872019705,75.80943910330782,,tomato_salad,2,1.0,30.0,87.21350843424449,40.796072884020425,,,2,1.0,30.0
3819,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.03289804474358,74.9309846178987,,tomato_salad,2,1.0,30.0,88.09372195844266,39.908541486948685,,,2,1.0,30.0
3820,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.9221773692901,74.05253013248958,,tomato_salad,2,1.0,30.0,88.97754254935269,39.02459512936691,,,2,1.0,30.0
3821,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.81145669383662,73.17407564708044,,tomato_salad,2,1.0,30.0,89.86136314026272,38.14064877178513,,,2,1.0,30.0
3822,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.70073601838314,72.29562116167132,,tomato_salad,2,1.0,30.0,90.74518373117276,37.25670241420335,,,2,1.0,30.0
3823,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,tomato_salad,2,1.0,30.0,91.62900432208279,36.372756056621576,,,2,1.0,30.0
3824,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,3,1.0,30.0,92.51282491299283,35.4888096990398,,,2,1.0,30.0
3825,0,1,,0,2,tomato,2.791666666666665,2,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,3,1.0,30.0,93.39664550390286,34.60486334145802,,,2,1.0,30.0
