tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,440b5453697342bb_score,player_0938c932_x,player_0938c932_y,player_0938c932_move_target,player_0938c932_item,player_0938c932_score,player_0938c932_cut_speed,player_0938c932_speed,player_aadf9acf_x,player_aadf9acf_y,player_aadf9acf_move_target,player_aadf9acf_item,player_aadf9acf_score,player_aadf9acf_cut_speed,player_aadf9acf_speed,9322ce5643c5b3af_score,89882485bf7c1c13_message,c010a93b5fc4afc8_score
6440,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.9029903571573,30.02359705374347,,,4,1.0,12.0,24.0,56.500000000005116,,tomato_cut,0,0.2,30.0,,,4.0
6441,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.2586786402565,29.672191525519988,,,4,1.0,12.0,24.0,57.7500000000054,,tomato_cut,0,0.2,30.0,,,4.0
6442,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.6143669233557,29.320785997296507,,,4,1.0,12.0,24.0,59.000000000005684,,tomato_cut,0,0.2,30.0,,,4.0
6443,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.9700552064549,28.969380469073027,,,4,1.0,12.0,24.0,60.25000000000597,,tomato_cut,0,0.2,30.0,,,4.0
6444,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.3257434895541,28.617974940849546,,,4,1.0,12.0,24.0,61.50000000000625,,tomato_cut,0,0.2,30.0,,,4.0
6445,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.6814317726533,28.266569412626065,,,4,1.0,12.0,24.0,62.75000000000654,,tomato_cut,0,0.2,30.0,,,4.0
6446,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.0371200557525,27.915163884402585,,,4,1.0,12.0,24.0,64.00000000000682,,tomato_cut,0,0.2,30.0,,,4.0
6447,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.3928083388517,27.563758356179104,,,4,1.0,12.0,24.0,65.2500000000071,,tomato_cut,0,0.2,30.0,,,4.0
6448,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.7484966219509,27.212352827955623,,,4,1.0,12.0,24.0,66.50000000000739,,tomato_cut,0,0.2,30.0,,,4.0
6449,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.1041849050501,26.860947299732143,,,4,1.0,12.0,24.0,67.75000000000767,,tomato_cut,0,0.2,30.0,,,4.0
6450,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.4598731881493,26.509541771508662,,,4,1.0,12.0,24.0,69.00000000000796,,tomato_cut,0,0.2,30.0,,,4.0
6451,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.8155614712485,26.15813624328518,,,4,1.0,12.0,24.0,70.25000000000824,,tomato_cut,0,0.2,30.0,,,4.0
6452,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.17124975434768,25.8067307150617,,,4,1.0,12.0,24.0,71.50000000000853,,tomato_cut,0,0.2,30.0,,,4.0
6453,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.52693803744688,25.45532518683822,,,4,1.0,12.0,24.0,72.0,,tomato_cut,0,0.2,30.0,,,4.0
6454,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.88262632054608,25.103919658614533,,,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6455,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.23831460364528,24.752514130390697,,,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6456,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.59400288674448,24.40110860216686,,,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6457,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6458,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6459,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6460,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6461,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6462,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6463,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6464,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6465,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6466,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6467,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6468,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6469,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,4.0
6470,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,70.74999999999972,,,0,0.2,30.0,,,4.0
6471,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,69.49999999999943,,,0,0.2,30.0,,,4.0
6472,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,68.24999999999915,,,0,0.2,30.0,,,4.0
6473,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,66.99999999999886,,,0,0.2,30.0,,,4.0
6474,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,65.74999999999858,,,0,0.2,30.0,,,4.0
6475,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,64.4999999999983,,,0,0.2,30.0,,,4.0
6476,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,63.24999999999801,,,0,0.2,30.0,,,4.0
6477,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,61.999999999997726,,,0,0.2,30.0,,,4.0
6478,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,60.74999999999744,,,0,0.2,30.0,,,4.0
6479,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,59.49999999999716,,,0,0.2,30.0,,,4.0
6480,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,58.249999999996874,,,0,0.2,30.0,,,4.0
6481,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,56.99999999999659,,,0,0.2,30.0,,,4.0
6482,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.50000000000045,24.0,,plate,4,1.0,12.0,24.0,55.749999999996305,,,0,0.2,30.0,,,4.0
6483,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.0000000000009,24.0,,plate,4,1.0,12.0,24.0,54.49999999999602,,,0,0.2,30.0,,,4.0
6484,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.50000000000136,24.0,,plate,4,1.0,12.0,24.0,53.24999999999574,,,0,0.2,30.0,,,4.0
6485,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.00000000000182,24.0,,plate,4,1.0,12.0,24.0,51.99999999999545,,,0,0.2,30.0,,,4.0
6486,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,4,1.0,12.0,24.0,50.74999999999517,,,0,0.2,30.0,,,4.0
6487,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.00000000000273,24.0,,plate,4,1.0,12.0,24.0,49.499999999994884,,,0,0.2,30.0,,,4.0
6488,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.50000000000318,24.0,,plate,4,1.0,12.0,24.0,48.2499999999946,,,0,0.2,30.0,,,4.0
6489,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.00000000000364,24.0,,plate,4,1.0,12.0,24.0,46.999999999994316,,,0,0.2,30.0,,,4.0
6490,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5000000000041,24.0,,plate,4,1.0,12.0,24.0,45.74999999999403,,,0,0.2,30.0,,,4.0
6491,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,4,1.0,12.0,24.0,44.49999999999375,,,0,0.2,30.0,,,4.0
6492,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.500000000005,24.0,,plate,4,1.0,12.0,24.0,43.24999999999346,,,0,0.2,30.0,,,4.0
6493,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.00000000000546,24.0,,plate,4,1.0,12.0,24.0,41.99999999999318,,,0,0.2,30.0,,,4.0
6494,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.5000000000059,24.0,,plate,4,1.0,12.0,24.0,40.749999999992895,,,0,0.2,30.0,,,4.0
6495,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.00000000000637,24.0,,plate,4,1.0,12.0,24.49189088134284,39.70196048263347,,,0,0.2,30.0,,,4.0
6496,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,4,1.0,12.0,25.37026745516934,38.81260420163471,,,0,0.2,30.0,,,4.0
6497,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.00000000000728,24.0,,plate,4,1.0,12.0,26.24864402899584,37.92324792063596,,,0,0.2,30.0,,,4.0
6498,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.50000000000773,24.0,,plate,4,1.0,12.0,27.12702060282234,37.033891639637005,,,0,0.2,30.0,,,4.0
6499,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.00000000000819,24.0,,plate,4,1.0,12.0,28.00539717664884,36.14453535863804,,,0,0.2,30.0,,,4.0
6500,test,True,0,1,tomato,0.09999999999999999,0,0,2,None_cut,3.133333333333325,3,1,0,None_cut,3.3499999999999908,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.50000000000864,24.0,,plate,4,1.0,12.0,28.883773750475342,35.25517907763907,,,0,0.2,30.0,,,4.0
