tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,62a6dfe6daedb3c5_score,player_d25110a3_x,player_d25110a3_y,player_d25110a3_move_target,player_d25110a3_item,player_d25110a3_score,player_d25110a3_cut_speed,player_d25110a3_speed,player_35cac17f_x,player_35cac17f_y,player_35cac17f_move_target,player_35cac17f_item,player_35cac17f_score,player_35cac17f_cut_speed,player_35cac17f_speed
3803,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,49.499999999994884,,,2,1.0,30.0
3804,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,48.2499999999946,,,2,1.0,30.0
3805,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,46.999999999994316,,,2,1.0,30.0
3806,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,45.74999999999403,,,2,1.0,30.0
3807,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,44.49999999999375,,,2,1.0,30.0
3808,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,43.24999999999346,,,2,1.0,30.0
3809,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,41.99999999999318,,,2,1.0,30.0
3810,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.0,40.749999999992895,,,2,1.0,30.0
3811,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,88.49189088134324,39.70196048263347,,,2,1.0,30.0
3812,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,89.37026745517045,38.812604201634024,,,2,1.0,30.0
3813,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,90.24864402899766,37.92324792063456,,,2,1.0,30.0
3814,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,91.12702060282487,37.033891639635094,,,2,1.0,30.0
3815,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,92.00539717665208,36.14453535863563,,,2,1.0,30.0
3816,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,92.88377375047929,35.255179077636164,,,2,1.0,30.0
3817,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,93.7621503243065,34.3658227966367,,,2,1.0,30.0
3818,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,88.0,,,3,1.0,30.0,94.64052689813371,33.476466515637235,,,2,1.0,30.0
3819,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.88388347648305,88.88388347648305,,,3,1.0,30.0,95.51890347196093,32.58711023463777,,,2,1.0,30.0
3820,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,25.7677669529661,89.7677669529661,,,3,1.0,30.0,96.39728004578814,31.697753953638426,,,2,1.0,30.0
3821,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,26.65165042944915,90.65165042944915,,,3,1.0,30.0,97.27565661961488,30.808397672639316,,,2,1.0,30.0
3822,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,27.535533905932198,91.5355339059322,,,3,1.0,30.0,98.15403319344124,29.919041391640206,,,2,1.0,30.0
3823,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,28.419417382415247,92.41941738241525,,,3,1.0,30.0,99.03240976726761,29.029685110641097,,,2,1.0,30.0
3824,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,29.303300858898297,93.3033008588983,,,3,1.0,30.0,99.91078634109397,28.140328829641987,,,2,1.0,30.0
3825,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,30.187184335381346,94.18718433538135,,,3,1.0,30.0,100.78916291492033,27.250972548642878,,,2,1.0,30.0
3826,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,31.071067811864395,95.0710678118644,,,3,1.0,30.0,101.66753948874668,26.361616267643768,,,2,1.0,30.0
3827,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,31.954951288347445,95.95495128834744,,,3,1.0,30.0,102.54591606257304,25.47225998664466,,,2,1.0,30.0
3828,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,32.838834764830494,96.8388347648305,,,3,1.0,30.0,103.4242926363994,24.58290370564555,,,2,1.0,30.0
3829,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,33.722718241313544,97.72271824131354,,,3,1.0,30.0,104.0,24.0,,,2,1.0,30.0
3830,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,34.60660171779659,98.6066017177966,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3831,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,35.49048519427964,99.49048519427964,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3832,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,36.37436867076269,100.37436867076269,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3833,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,37.25825214724574,101.25825214724574,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3834,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,38.14213562372879,102.14213562372879,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3835,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,39.02601910021184,103.02601910021184,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3836,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,39.95382555869017,103.80565318468376,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3837,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,41.203733885133886,103.82079172774075,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3838,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,42.4536422115776,103.83593027079775,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3839,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,43.70355053802132,103.85106881385474,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3840,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,44.953458864465034,103.86620735691173,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3841,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,46.20336719090875,103.88134589996872,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3842,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,47.453275517352466,103.89648444302571,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3843,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,48.70318384379618,103.9116229860827,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3844,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,49.9530921702399,103.9267615291397,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3845,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,51.203000496683615,103.94190007219669,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3846,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,52.45290882312733,103.95703861525368,,,3,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
3847,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,53.70281714957105,103.97217715831083,,,3,1.0,30.0,102.74999999999972,24.0,,plate,2,1.0,30.0
3848,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,54.95272547601476,103.98731570136853,,,3,1.0,30.0,101.49999999999943,24.0,,plate,2,1.0,30.0
3849,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0872550381394,103.71652727089011,,,3,1.0,30.0,100.24999999999915,24.0,,plate,2,1.0,30.0
3850,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.97660472608601,102.83814402164748,,,3,1.0,30.0,98.99999999999886,24.0,,plate,2,1.0,30.0
3851,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.865954414032615,101.95976077240485,,,3,1.0,30.0,97.74999999999858,24.0,,plate,2,1.0,30.0
3852,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.75530410197922,101.08137752316222,,,3,1.0,30.0,96.4999999999983,24.0,,plate,2,1.0,30.0
3853,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.644653789925826,100.20299427391959,,,3,1.0,30.0,95.24999999999801,24.0,,plate,2,1.0,30.0
3854,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.53400347787243,99.32461102467695,,,3,1.0,30.0,93.99999999999773,24.0,,plate,2,1.0,30.0
3855,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.42335316581904,98.44622777543432,,,3,1.0,30.0,92.74999999999744,24.0,,plate,2,1.0,30.0
3856,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.31270285376564,97.56784452619169,,,3,1.0,30.0,91.49999999999716,24.0,,plate,2,1.0,30.0
3857,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.20205254171225,96.68946127694906,,,3,1.0,30.0,90.24999999999687,24.0,,plate,2,1.0,30.0
3858,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.09140222965885,95.81107802770643,,,3,1.0,30.0,88.99999999999659,24.0,,plate,2,1.0,30.0
3859,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.98075191760546,94.9326947784638,,,3,1.0,30.0,87.7499999999963,24.0,,plate,2,1.0,30.0
3860,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.87010160555207,94.05431152922117,,,3,1.0,30.0,86.49999999999602,24.0,,plate,2,1.0,30.0
3861,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.75945129349867,93.17592827997854,,,3,1.0,30.0,85.24999999999574,24.0,,plate,2,1.0,30.0
3862,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.64880098144528,92.2975450307359,,,3,1.0,30.0,83.99999999999545,24.0,,plate,2,1.0,30.0
3863,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.53815066939188,91.41916178149327,,,3,1.0,30.0,82.74999999999517,24.0,,plate,2,1.0,30.0
3864,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.42750035733849,90.54077853225064,,,3,1.0,30.0,81.49999999999488,24.0,,plate,2,1.0,30.0
3865,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.31685004528468,89.66239528300801,,,3,1.0,30.0,80.2499999999946,24.0,,plate,2,1.0,30.0
3866,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.20619973323029,88.78401203376538,,,3,1.0,30.0,78.99999999999432,24.0,,plate,2,1.0,30.0
3867,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.09376754763578,87.90383568743135,,,3,1.0,30.0,77.74999999999403,24.0,,plate,2,1.0,30.0
3868,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.97771761879314,87.02001881063904,,,3,1.0,30.0,76.49999999999375,24.0,,plate,2,1.0,30.0
3869,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.8616676899505,86.13620193384673,,,3,1.0,30.0,75.24999999999346,24.0,,plate,2,1.0,30.0
3870,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.74561776110785,85.25238505705443,,,3,1.0,30.0,73.99999999999318,24.0,,plate,2,1.0,30.0
3871,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.62956783226521,84.36856818026212,,,3,1.0,30.0,72.7499999999929,24.0,,plate,2,1.0,30.0
3872,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.51351790342257,83.4847513034698,,,3,1.0,30.0,71.70196048263347,24.49189088134284,,plate,2,1.0,30.0
3873,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.39746797457992,82.6009344266775,,,3,1.0,30.0,70.81260420163471,25.37026745516934,,plate,2,1.0,30.0
3874,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.28141804573728,81.71711754988519,,,3,1.0,30.0,69.92324792063596,26.24864402899584,,plate,2,1.0,30.0
3875,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,79.16536811689464,80.83330067309288,,,3,1.0,30.0,69.0338916396372,27.12702060282234,,plate,2,1.0,30.0
3876,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,80.049318188052,79.94948379630057,,,3,1.0,30.0,68.14453535863845,28.00539717664884,,plate,2,1.0,30.0
3877,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,80.93326825920936,79.06566691950826,,,3,1.0,30.0,67.2551790776397,28.883773750475342,,plate,2,1.0,30.0
3878,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,81.81721833036671,78.18185004271595,,,3,1.0,30.0,66.36582279664094,29.762150324301842,,plate,2,1.0,30.0
