tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,6e07b15efe68d7b5_score,player_c27eed6b_x,player_c27eed6b_y,player_c27eed6b_move_target,player_c27eed6b_item,player_c27eed6b_score,player_c27eed6b_cut_speed,player_c27eed6b_speed,player_049469d6_x,player_049469d6_y,player_049469d6_move_target,player_049469d6_item,player_049469d6_score,player_049469d6_cut_speed,player_049469d6_speed,3968fed5eb8c4b67_score,a6df5ed073fdf6ca_message,341403a8e454c6e6_score
5338,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5339,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5340,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5341,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5342,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5343,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5344,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5345,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5346,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5347,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5348,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5349,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5350,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5351,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5352,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5353,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5354,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5355,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5356,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5357,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5358,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5359,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5360,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5361,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,tomato_salad,3,1.0,30.0,,,4.0
5362,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.88388347648305,39.11611652351695,,tomato_salad,3,1.0,30.0,,,4.0
5363,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,25.7677669529661,38.2322330470339,,tomato_salad,3,1.0,30.0,,,4.0
5364,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,24.0,,tomato,1,1.0,30.0,26.65165042944915,37.34834957055085,,tomato_salad,3,1.0,30.0,,,4.0
5365,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,24.0,,tomato,1,1.0,30.0,27.535533905932198,36.4644660940678,,tomato_salad,3,1.0,30.0,,,4.0
5366,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,24.0,,tomato,1,1.0,30.0,28.419417382415247,35.58058261758475,,tomato_salad,3,1.0,30.0,,,4.0
5367,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,24.0,,tomato,1,1.0,30.0,29.303300858898297,34.6966991411017,,tomato_salad,3,1.0,30.0,,,4.0
5368,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,24.0,,tomato,1,1.0,30.0,30.187184335381346,33.812815664618654,,tomato_salad,3,1.0,30.0,,,4.0
5369,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,24.0,,tomato,1,1.0,30.0,31.071067811864395,32.928932188135605,,tomato_salad,3,1.0,30.0,,,4.0
5370,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,24.0,,tomato,1,1.0,30.0,31.954951288347445,32.045048711652555,,tomato_salad,3,1.0,30.0,,,4.0
5371,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,24.0,,tomato,1,1.0,30.0,32.838834764830494,31.161165235169506,,tomato_salad,3,1.0,30.0,,,4.0
5372,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,24.0,,tomato,1,1.0,30.0,33.722718241313544,30.277281758686456,,tomato_salad,3,1.0,30.0,,,4.0
5373,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,24.0,,tomato,1,1.0,30.0,34.60660171779659,29.393398282203407,,tomato_salad,3,1.0,30.0,,,4.0
5374,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,24.0,,tomato,1,1.0,30.0,35.49048519427964,28.509514805720357,,tomato_salad,3,1.0,30.0,,,4.0
5375,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,24.0,,tomato,1,1.0,30.0,36.37436867076269,27.625631329237308,,tomato_salad,3,1.0,30.0,,,4.0
5376,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.7499999999963,24.0,,tomato,1,1.0,30.0,37.25825214724574,26.74174785275426,,tomato_salad,3,1.0,30.0,,,4.0
5377,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.49999999999602,24.0,,tomato,1,1.0,30.0,38.14213562372879,25.85786437627121,,tomato_salad,3,1.0,30.0,,,4.0
5378,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.24999999999574,24.0,,tomato,1,1.0,30.0,39.02601910021184,24.97398089978816,,tomato_salad,3,1.0,30.0,,,4.0
5379,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.99999999999545,24.0,,tomato,1,1.0,30.0,39.95382555869017,24.194346815316237,,tomato_salad,3,1.0,30.0,,,4.0
5380,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.74999999999517,24.0,,tomato,1,1.0,30.0,41.203733885133886,24.179208272259245,,tomato_salad,3,1.0,30.0,,,4.0
5381,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.49999999999488,24.0,,tomato,1,1.0,30.0,42.4536422115776,24.164069729202254,,tomato_salad,3,1.0,30.0,,,4.0
5382,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.2499999999946,24.0,,tomato,1,1.0,30.0,43.70355053802132,24.148931186145262,,tomato_salad,3,1.0,30.0,,,4.0
5383,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.999999999994316,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5384,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.74999999999403,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5385,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.49999999999375,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5386,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.24999999999346,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5387,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.99999999999318,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5388,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.749999999992895,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5389,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5390,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5391,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5392,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5393,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5394,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5395,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5396,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
5397,test,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19999999999277,24.0,,tomato,1,1.0,30.0,44.953458864465034,24.13379264308827,,tomato_salad,3,1.0,30.0,,,4.0
