tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4e21469edf330d11_score,player_81f1160d_x,player_81f1160d_y,player_81f1160d_move_target,player_81f1160d_item,player_81f1160d_score,player_81f1160d_cut_speed,player_81f1160d_speed,player_f61b9550_x,player_f61b9550_y,player_f61b9550_move_target,player_f61b9550_item,player_f61b9550_score,player_f61b9550_cut_speed,player_f61b9550_speed
3722,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99327065647314,56.54588832900379,,,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,4,0.2,30.0
3723,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.1030115895577,56.08921341235485,,,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,4,0.2,30.0
3724,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.45443391184847,55.73354172189296,,,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,4,0.2,30.0
3725,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.80585623413924,55.37787003143107,,,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,4,0.2,30.0
3726,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.15727855643001,55.02219834096918,,,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,4,0.2,30.0
3727,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.50870087872079,54.66652665050729,,,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,4,0.2,30.0
3728,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.86012320101156,54.310854960045404,,,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,4,0.2,30.0
3729,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.21154552330233,53.955183269583515,,,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,4,0.2,30.0
3730,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.5629678455931,53.599511579121625,,,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,4,0.2,30.0
3731,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.91439016788388,53.243839888659735,,,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,4,0.2,30.0
3732,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.26581249017465,52.888168198197846,,,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,4,0.2,30.0
3733,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.61723481246543,52.53249650773596,,,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,4,0.2,30.0
3734,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.9686571347562,52.17682481727407,,,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,4,0.2,30.0
3735,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.32007945704697,51.82115312681218,,,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,4,0.2,30.0
3736,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.67150177933775,51.46548143635029,,,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,4,0.2,30.0
3737,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.02292410162852,51.1098097458884,,,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,4,0.2,30.0
3738,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.37434642391929,50.75413805542651,,,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,4,0.2,30.0
3739,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.72576874621006,50.39846636496462,,,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,4,0.2,30.0
3740,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.07719106850084,50.04279467450273,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,4,0.2,30.0
3741,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.42861339079161,49.68712298404084,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,4,0.2,30.0
3742,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.78003571308238,49.33145129357895,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,4,0.2,30.0
3743,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.13145803537316,48.97577960311706,,,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,4,0.2,30.0
3744,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.48288035766393,48.62010791265517,,,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,4,0.2,30.0
3745,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.8343026799547,48.26443622219328,,,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,4,0.2,30.0
3746,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.18572500224548,47.90876453173139,,,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,4,0.2,30.0
3747,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.53714732453625,47.5530928412695,,,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,4,0.2,30.0
3748,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.88856964682702,47.197421150807614,,,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,4,0.2,30.0
3749,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.2399919691178,46.841749460345724,,,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,4,0.2,30.0
3750,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.59141429140857,46.486077769883835,,,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,4,0.2,30.0
3751,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.94283661369904,46.130406079421945,,,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,4,0.2,30.0
3752,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.29425893598878,45.774734388960056,,,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,4,0.2,30.0
3753,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.6456812582785,45.419062698498166,,,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,4,0.2,30.0
3754,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.99710358056824,45.06339100803628,,,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,4,0.2,30.0
3755,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.34852590285796,44.70771931757439,,,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,4,0.2,30.0
3756,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.69994822514768,44.3520476271125,,,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,4,0.2,30.0
3757,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.05137054743741,43.99637593665061,,,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,4,0.2,30.0
3758,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.40279286972714,43.64070424618872,,,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,4,0.2,30.0
3759,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.75421519201687,43.28503255572683,,,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,4,0.2,30.0
3760,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.1056375143066,42.92936086526494,,,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,4,0.2,30.0
3761,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.45705983659633,42.57368917480305,,,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,4,0.2,30.0
3762,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.80848215888605,42.21801748434116,,,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,4,0.2,30.0
3763,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.15990448117577,41.86234579387927,,,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,4,0.2,30.0
3764,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.51132680346551,41.50667410341738,,,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,4,0.2,30.0
3765,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.86274912575523,41.15100241295549,,,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,4,0.2,30.0
3766,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.21417144804497,40.7953307224936,,,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,4,0.2,30.0
3767,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.56559377033469,40.43965903203171,,,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,4,0.2,30.0
3768,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.91768978032371,40.08465694397184,,,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,4,0.2,30.0
3769,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.27121737667375,39.73107776101624,,,0,1.0,12.0,56.0,56.0,,plate,4,0.2,30.0
3770,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.62474497302378,39.37749857806064,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3771,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.97827256937381,39.02391939510504,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3772,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.33180016572385,38.67034021214944,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3773,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.68532776207388,38.31676102919384,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3774,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.03885535842392,37.96318184623824,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3775,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.39238295477395,37.609602663282644,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3776,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.74591055112398,37.256023480327045,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3777,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.09943814747402,36.902444297371446,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3778,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.45296574382405,36.54886511441585,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3779,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.80649334017409,36.19528593146025,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3780,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.16002093652412,35.84170674850465,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3781,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.51354853287415,35.48812756554905,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3782,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.86707612922419,35.13454838259345,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3783,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.22060372557422,34.78096919963785,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3784,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.57413132192426,34.42739001668225,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3785,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.92765891827429,34.073810833726654,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3786,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.28118651462432,33.720231650771055,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3787,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.63471411097431,33.366652467815456,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3788,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.98824170732374,33.01307328485986,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3789,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.34176930367317,32.65949410190426,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3790,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.69529690002261,32.30591491894866,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3791,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.04882449637205,31.95233573599306,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3792,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.40235209272149,31.59875655303746,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3793,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.75587968907092,31.245177370081862,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3794,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.10940728542036,30.891598187126263,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3795,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.46293488176978,30.538019004170664,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
3796,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1999999999999913,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.81646247811922,30.184439821215065,,,0,1.0,12.0,56.0,56.0,,,4,0.2,30.0
