tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,21ff497f2073c182_score,player_bc4a5ead_x,player_bc4a5ead_y,player_bc4a5ead_move_target,player_bc4a5ead_item,player_bc4a5ead_score,player_bc4a5ead_cut_speed,player_bc4a5ead_speed,player_5808f4df_x,player_5808f4df_y,player_5808f4df_move_target,player_5808f4df_item,player_5808f4df_score,player_5808f4df_cut_speed,player_5808f4df_speed
3199,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3200,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3201,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3202,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3203,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3204,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3205,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3206,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3207,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3208,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3209,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3210,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3211,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3212,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3213,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3214,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,2,0.2,30.0
3215,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,2,0.2,30.0
3216,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,2,0.2,30.0
3217,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,2,0.2,30.0
3218,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,2,0.2,30.0
3219,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,2,0.2,30.0
3220,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,2,0.2,30.0
3221,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,2,0.2,30.0
3222,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,2,0.2,30.0
3223,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,2,0.2,30.0
3224,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,2,0.2,30.0
3225,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,2,0.2,30.0
3226,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,2,0.2,30.0
3227,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,2,0.2,30.0
3228,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,2,0.2,30.0
3229,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,2,0.2,30.0
3230,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,2,0.2,30.0
3231,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,88.09009742330511,39.90990257669489,,plate,2,0.2,30.0
3232,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,87.20621394682206,40.79378605317794,,plate,2,0.2,30.0
3233,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,86.32233047033901,41.67766952966099,,plate,2,0.2,30.0
3234,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,85.43844699385596,42.56155300614404,,plate,2,0.2,30.0
3235,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,84.55456351737291,43.44543648262709,,plate,2,0.2,30.0
3236,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,83.67068004088986,44.32931995911014,,plate,2,0.2,30.0
3237,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,82.78679656440681,45.213203435593186,,plate,2,0.2,30.0
3238,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,81.90291308792376,46.097086912076236,,plate,2,0.2,30.0
3239,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,81.01902961144071,46.980970388559285,,plate,2,0.2,30.0
3240,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,80.13514613495767,47.864853865042335,,plate,2,0.2,30.0
3241,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,79.25126265847462,48.748737341525384,,plate,2,0.2,30.0
3242,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,78.36737918199157,49.632620818008434,,plate,2,0.2,30.0
3243,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,77.48349570550852,50.51650429449148,,plate,2,0.2,30.0
3244,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,76.59961222902547,51.40038777097453,,plate,2,0.2,30.0
3245,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,75.71572875254242,52.28427124745758,,plate,2,0.2,30.0
3246,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,74.83184527605937,53.16815472394063,,plate,2,0.2,30.0
3247,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,73.94796179957632,54.05203820042368,,plate,2,0.2,30.0
3248,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,73.06407832309327,54.93592167690673,,plate,2,0.2,30.0
3249,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,72.18019484661022,55.81980515338978,,plate,2,0.2,30.0
3250,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,71.29631137012717,56.70368862987283,,plate,2,0.2,30.0
3251,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,70.41242789364412,57.58757210635588,,plate,2,0.2,30.0
3252,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,69.52854441716107,58.47145558283893,,plate,2,0.2,30.0
3253,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,68.64466094067802,59.35533905932198,,plate,2,0.2,30.0
3254,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,67.76077746419497,60.23922253580503,,plate,2,0.2,30.0
3255,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,66.87689398771192,61.123106012288076,,plate,2,0.2,30.0
3256,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,65.99301051122887,62.006989488771126,,plate,2,0.2,30.0
3257,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,65.10912703474582,62.890872965254175,,plate,2,0.2,30.0
3258,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,64.22524355826278,63.774756441737225,,plate,2,0.2,30.0
3259,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,63.341360081779726,64.65863991822027,,plate,2,0.2,30.0
3260,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,62.45747660529668,65.54252339470332,,plate,2,0.2,30.0
3261,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,61.57359312881363,66.42640687118637,,plate,2,0.2,30.0
3262,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,60.68970965233058,67.31029034766942,,plate,2,0.2,30.0
3263,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,59.80582617584753,68.19417382415247,,plate,2,0.2,30.0
3264,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,58.92194269936448,69.07805730063552,,plate,2,0.2,30.0
3265,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,58.03805922288143,69.96194077711857,,plate,2,0.2,30.0
3266,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,57.15417574639838,70.84582425360162,,plate,2,0.2,30.0
3267,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.27029226991533,71.72970773008467,,plate,2,0.2,30.0
3268,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,plate,2,0.2,30.0
3269,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3270,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3271,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3272,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3273,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3274,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3275,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
3276,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,72.0,,tomato_salad,2,0.2,30.0
