tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d36e8da02821da21_score,player_d06e049d_x,player_d06e049d_y,player_d06e049d_move_target,player_d06e049d_item,player_d06e049d_score,player_d06e049d_cut_speed,player_d06e049d_speed,player_470227e3_x,player_470227e3_y,player_470227e3_move_target,player_470227e3_item,player_470227e3_score,player_470227e3_cut_speed,player_470227e3_speed
3861,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,45.750000000003126,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3862,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,45.125000000002984,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3863,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,44.50000000000284,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3864,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,43.8750000000027,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3865,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,43.25000000000256,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3866,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,42.625000000002416,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3867,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,42.000000000002274,,,2,1.0,15.0,88.0,56.0,,,4,0.5,30.0
3868,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,41.37500000000213,,,2,1.0,15.0,88.0,54.749999999999716,,,4,0.5,30.0
3869,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,40.75000000000199,,,2,1.0,15.0,88.0,53.49999999999943,,,4,0.5,30.0
3870,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,40.12500000000185,,,2,1.0,15.0,88.0,52.24999999999915,,,4,0.5,30.0
3871,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,39.500000000001705,,,2,1.0,15.0,88.0,50.99999999999886,,,4,0.5,30.0
3872,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,38.87500000000156,,,2,1.0,15.0,88.0,49.74999999999858,,,4,0.5,30.0
3873,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,38.25000000000142,,,2,1.0,15.0,88.0,48.499999999998295,,,4,0.5,30.0
3874,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,37.62500000000128,,,2,1.0,15.0,88.0,47.24999999999801,,,4,0.5,30.0
3875,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,37.00000000000114,,,2,1.0,15.0,88.0,45.999999999997726,,,4,0.5,30.0
3876,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,36.375000000000995,,,2,1.0,15.0,88.0,44.74999999999744,,,4,0.5,30.0
3877,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,35.75000000000085,,,2,1.0,15.0,88.0,43.49999999999716,,,4,0.5,30.0
3878,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,35.12500000000071,,,2,1.0,15.0,88.0,42.249999999996874,,,4,0.5,30.0
3879,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,34.50000000000057,,,2,1.0,15.0,88.0,40.99999999999659,,,4,0.5,30.0
3880,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,33.875000000000426,,,2,1.0,15.0,88.3162155665778,39.8798317388366,,,4,0.5,30.0
3881,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,33.250000000000284,,,2,1.0,15.0,89.194592140405,38.990475457837135,,,4,0.5,30.0
3882,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,32.62500000000014,,,2,1.0,15.0,90.07296871423222,38.10111917683767,,,4,0.5,30.0
3883,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,32.0,,,2,1.0,15.0,90.95134528805943,37.211762895838206,,,4,0.5,30.0
3884,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,31.374999999999858,,,2,1.0,15.0,91.82972186188655,36.32240661483874,,,4,0.5,30.0
3885,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,30.749999999999716,,,2,1.0,15.0,92.70809843571327,35.433050333839276,,,4,0.5,30.0
3886,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,30.124999999999574,,,2,1.0,15.0,93.58647500953998,34.54369405283981,,,4,0.5,30.0
3887,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,29.49999999999943,,,2,1.0,15.0,94.4648515833667,33.654337771840346,,,4,0.5,30.0
3888,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,28.87499999999929,,,2,1.0,15.0,95.34322815719341,32.76498149084088,,,4,0.5,30.0
3889,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,28.249999999999147,,,2,1.0,15.0,96.22160473102007,31.875625209841466,,,4,0.5,30.0
3890,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,27.624999999999005,,,2,1.0,15.0,97.09998130484644,30.986268928842357,,,4,0.5,30.0
3891,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,26.999999999998863,,,2,1.0,15.0,97.9783578786728,30.096912647843247,,,4,0.5,30.0
3892,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,26.37499999999872,,,2,1.0,15.0,98.85673445249915,29.207556366844138,,,4,0.5,30.0
3893,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,25.74999999999858,,,2,1.0,15.0,99.73511102632551,28.318200085845028,,,4,0.5,30.0
3894,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,25.124999999998437,,,2,1.0,15.0,100.61348760015187,27.42884380484592,,,4,0.5,30.0
3895,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.499999999998295,,,2,1.0,15.0,101.49186417397823,26.53948752384681,,,4,0.5,30.0
3896,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,,2,1.0,15.0,102.3702407478046,25.6501312428477,,,4,0.5,30.0
3897,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,103.24861732163096,24.76077496184859,,,4,0.5,30.0
3898,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,,4,0.5,30.0
3899,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3900,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3901,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3902,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3903,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3904,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3905,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3906,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3907,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3908,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3909,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3910,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3911,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3912,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3913,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3914,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3915,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3916,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,104.0,24.0,,plate,4,0.5,30.0
3917,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,102.74999999999972,24.0,,plate,4,0.5,30.0
3918,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,101.49999999999943,24.0,,plate,4,0.5,30.0
3919,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,100.24999999999915,24.0,,plate,4,0.5,30.0
3920,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,2,1.0,15.0,98.99999999999886,24.0,,plate,4,0.5,30.0
3921,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.625000000000142,,tomato,2,1.0,15.0,97.74999999999858,24.0,,plate,4,0.5,30.0
3922,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,25.250000000000284,,tomato,2,1.0,15.0,96.4999999999983,24.0,,plate,4,0.5,30.0
3923,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,25.875000000000426,,tomato,2,1.0,15.0,95.24999999999801,24.0,,plate,4,0.5,30.0
3924,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,26.50000000000057,,tomato,2,1.0,15.0,93.99999999999773,24.0,,plate,4,0.5,30.0
3925,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,27.12500000000071,,tomato,2,1.0,15.0,92.74999999999744,24.0,,plate,4,0.5,30.0
3926,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,27.750000000000853,,tomato,2,1.0,15.0,91.49999999999716,24.0,,plate,4,0.5,30.0
3927,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,28.375000000000995,,tomato,2,1.0,15.0,90.24999999999687,24.0,,plate,4,0.5,30.0
3928,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,29.000000000001137,,tomato,2,1.0,15.0,88.99999999999659,24.0,,plate,4,0.5,30.0
3929,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,29.62500000000128,,tomato,2,1.0,15.0,87.87983173883686,24.31621556657754,,plate,4,0.5,30.0
3930,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,30.25000000000142,,tomato,2,1.0,15.0,86.9904754578381,25.19459214040404,,plate,4,0.5,30.0
3931,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,30.875000000001563,,tomato,2,1.0,15.0,86.10111917683935,26.07296871423054,,plate,4,0.5,30.0
3932,0,1,,0,2,,0,3,,1,0,None_cut,3.083333333333338,3,2,0,None_cut,3.9999999999999942,3,3,2,,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,31.500000000001705,,tomato,2,1.0,15.0,85.2117628958406,26.95134528805704,,plate,4,0.5,30.0
