tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,619a467c1e2f62ad_score,player_db0cb1e1_x,player_db0cb1e1_y,player_db0cb1e1_move_target,player_db0cb1e1_item,player_db0cb1e1_score,player_db0cb1e1_cut_speed,player_db0cb1e1_speed,player_e97c8041_x,player_e97c8041_y,player_e97c8041_move_target,player_e97c8041_item,player_e97c8041_score,player_e97c8041_cut_speed,player_e97c8041_speed
3747,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.500000000000256,,tomato_cut,0,1.0,12.0,84.78649044622676,48.94193962789734,,tomato_salad,10,0.2,30.0
3748,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,41.00000000000051,,tomato_cut,0,1.0,12.0,85.20923885393023,47.7655962325469,,tomato_salad,10,0.2,30.0
3749,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,41.50000000000077,,tomato_cut,0,1.0,12.0,85.6319872616337,46.589252837196454,,tomato_salad,10,0.2,30.0
3750,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,42.00000000000102,,tomato_cut,0,1.0,12.0,86.05473566933716,45.41290944184601,,tomato_salad,10,0.2,30.0
3751,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,42.50000000000128,,tomato_cut,0,1.0,12.0,86.47748407704063,44.23656604649557,,tomato_salad,10,0.2,30.0
3752,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,43.000000000001535,,tomato_cut,0,1.0,12.0,86.9002324847441,43.0602226511458,,tomato_salad,10,0.2,30.0
3753,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,43.50000000000179,,tomato_cut,0,1.0,12.0,87.32298089244786,41.88387925579607,,tomato_salad,10,0.2,30.0
3754,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,44.000000000002046,,tomato_cut,0,1.0,12.0,87.74572930015194,40.707535860446335,,tomato_salad,10,0.2,30.0
3755,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,44.5000000000023,,tomato_cut,0,1.0,12.0,87.93468997190881,39.489950988376414,,tomato_salad,10,0.2,30.0
3756,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,45.00000000000256,,tomato_cut,0,1.0,12.0,87.93996027970717,38.23996209888349,,tomato_salad,10,0.2,30.0
3757,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,45.500000000002814,,tomato_cut,0,1.0,12.0,87.94523058750552,36.98997320939056,,tomato_salad,10,0.2,30.0
3758,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,46.00000000000307,,tomato_cut,0,1.0,12.0,87.95050089530388,35.73998431989764,,tomato_salad,10,0.2,30.0
3759,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,46.500000000003325,,tomato_cut,0,1.0,12.0,87.95577120310223,34.48999543040471,,tomato_salad,10,0.2,30.0
3760,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,47.00000000000358,,tomato_cut,0,1.0,12.0,87.96104151090059,33.240006540911786,,tomato_salad,10,0.2,30.0
3761,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,47.50000000000384,,tomato_cut,0,1.0,12.0,87.96631181869894,31.99001765141886,,tomato_salad,10,0.2,30.0
3762,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,48.00000000000409,,tomato_cut,0,1.0,12.0,87.9715821264973,30.740028761925934,,tomato_salad,10,0.2,30.0
3763,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,48.50000000000435,,tomato_cut,0,1.0,12.0,87.97685243429565,29.49003987243301,,tomato_salad,10,0.2,30.0
3764,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,49.000000000004604,,tomato_cut,0,1.0,12.0,87.98212274209344,28.240050982940083,,tomato_salad,10,0.2,30.0
3765,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,49.50000000000486,,tomato_cut,0,1.0,12.0,87.98739304989108,26.990062093447158,,tomato_salad,10,0.2,30.0
3766,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,50.000000000005116,,tomato_cut,0,1.0,12.0,87.99266335768873,25.740073203954232,,tomato_salad,10,0.2,30.0
3767,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,50.50000000000537,,tomato_cut,0,1.0,12.0,87.99793366548637,24.490084314461306,,tomato_salad,10,0.2,30.0
3768,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,51.00000000000563,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato_salad,10,0.2,30.0
3769,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,51.50000000000588,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato,10,0.2,30.0
3770,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,52.00000000000614,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato,10,0.2,30.0
3771,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,52.500000000006395,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato,10,0.2,30.0
3772,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,53.00000000000665,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato,10,0.2,30.0
3773,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,53.50000000000691,,tomato_cut,0,1.0,12.0,88.0,24.0,,tomato,10,0.2,30.0
3774,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,54.00000000000716,,tomato_cut,0,1.0,12.0,88.88388347648305,24.88388347648305,,tomato,10,0.2,30.0
3775,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,54.50000000000742,,tomato_cut,0,1.0,12.0,89.7677669529661,25.7677669529661,,tomato,10,0.2,30.0
3776,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,55.000000000007674,,tomato_cut,0,1.0,12.0,90.65165042944915,26.65165042944915,,tomato,10,0.2,30.0
3777,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,55.50000000000793,,tomato_cut,0,1.0,12.0,91.5355339059322,27.535533905932198,,tomato,10,0.2,30.0
3778,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,tomato_cut,0,1.0,12.0,92.41941738241525,28.419417382415247,,tomato,10,0.2,30.0
3779,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,93.3033008588983,29.303300858898297,,tomato,10,0.2,30.0
3780,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,94.18718433538135,30.187184335381346,,tomato,10,0.2,30.0
3781,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,95.0710678118644,31.071067811864395,,tomato,10,0.2,30.0
3782,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,95.95495128834744,31.954951288347445,,tomato,10,0.2,30.0
3783,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,96.8388347648305,32.838834764830494,,tomato,10,0.2,30.0
3784,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,97.72271824131354,33.722718241313544,,tomato,10,0.2,30.0
3785,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,98.6066017177966,34.60660171779659,,tomato,10,0.2,30.0
3786,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,99.49048519427964,35.49048519427964,,tomato,10,0.2,30.0
3787,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,100.37436867076269,36.37436867076269,,tomato,10,0.2,30.0
3788,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,101.25825214724574,37.25825214724574,,tomato,10,0.2,30.0
3789,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,102.14213562372879,38.14213562372879,,tomato,10,0.2,30.0
3790,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,103.02601910021184,39.02601910021184,,tomato,10,0.2,30.0
3791,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3792,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3793,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3794,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3795,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3796,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3797,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3798,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3799,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3800,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3801,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3802,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3803,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3804,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3805,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3806,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3807,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3808,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3809,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3810,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3811,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3812,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3813,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3814,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3815,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3816,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3817,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3818,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3819,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,104.0,40.0,,tomato,10,0.2,30.0
3820,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,0,1.0,12.0,102.74999999999972,40.0,,tomato,10,0.2,30.0
