tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,48d554423cab3228_score,player_9b23bad9_x,player_9b23bad9_y,player_9b23bad9_move_target,player_9b23bad9_item,player_9b23bad9_score,player_9b23bad9_cut_speed,player_9b23bad9_speed,player_98a02ccd_x,player_98a02ccd_y,player_98a02ccd_move_target,player_98a02ccd_item,player_98a02ccd_score,player_98a02ccd_cut_speed,player_98a02ccd_speed
3073,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6249999999999933,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.09009742330511,71.90990257669489,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3074,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6333333333333266,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.73654403271189,72.26345596728811,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3075,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.64166666666666,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.38299064211867,72.61700935788133,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3076,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6499999999999932,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.02943725152545,72.97056274847455,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3077,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6583333333333266,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.67588386093223,73.32411613906777,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3078,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.66666666666666,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.32233047033901,73.67766952966099,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3079,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.674999999999993,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.96877707974579,74.03122292025421,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3080,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6833333333333265,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.61522368915257,74.38477631084743,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3081,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.6916666666666598,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.26167029855935,74.73832970144065,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3082,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.699999999999993,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.90811690796613,75.09188309203387,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3083,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7083333333333264,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.55456351737291,75.44543648262709,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3084,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7166666666666597,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.20101012677969,75.79898987322031,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3085,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.724999999999993,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.84745673618647,76.15254326381353,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3086,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7333333333333263,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.49390334559325,76.50609665440675,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3087,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7416666666666596,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.14034995500003,76.85965004499997,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3088,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.749999999999993,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.78679656440681,77.21320343559319,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3089,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.758333333333326,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.4332431738136,77.5667568261864,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3090,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7666666666666595,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.07968978322037,77.92031021677963,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3091,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.774999999999993,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.72613639262715,78.27386360737285,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3092,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.783333333333326,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.37258300203393,78.62741699796607,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3093,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7916666666666594,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.01902961144071,78.98097038855929,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3094,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.7999999999999927,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.6654762208475,79.3345237791525,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3095,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.808333333333326,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.31192283025428,79.68807716974572,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3096,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8166666666666593,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.958369439661055,80.04163056033894,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3097,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8249999999999926,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.604816049067836,80.39518395093216,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3098,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.833333333333326,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.251262658474616,80.74873734152538,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3099,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8416666666666592,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.897709267881396,81.1022907321186,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3100,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8499999999999925,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.544155877288176,81.45584412271182,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3101,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.858333333333326,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.19060248669496,81.80939751330504,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3102,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.866666666666659,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.83704909610174,82.16295090389826,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3103,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8749999999999925,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.48349570550852,82.51650429449148,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3104,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8833333333333258,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.1299423149153,82.8700576850847,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3105,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.891666666666659,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.77638892432208,83.22361107567792,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3106,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.8999999999999924,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.42283553372886,83.57716446627114,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3107,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9083333333333257,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.06928214313564,83.93071785686436,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3108,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.916666666666659,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.71572875254242,84.28427124745758,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3109,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9249999999999923,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.3621753619492,84.6378246380508,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3110,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9333333333333256,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.00862197135598,84.99137802864402,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3111,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.941666666666659,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.65506858076276,85.34493141923724,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3112,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.949999999999992,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.30151519016954,85.69848480983046,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3113,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9583333333333255,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.94796179957632,86.05203820042368,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3114,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.966666666666659,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.5944084089831,86.4055915910169,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3115,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.974999999999992,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.24085501838988,86.75914498161012,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3116,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9833333333333254,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.88730162779666,87.11269837220334,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3117,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.9916666666666587,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.53374823720344,87.46625176279656,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3118,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.999999999999992,2,2,2,tomato,2,3,,2,4,tomato,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3119,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0083333333333253,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3120,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0166666666666586,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3121,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.024999999999992,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3122,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.033333333333325,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3123,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0416666666666585,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3124,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.049999999999992,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3125,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.058333333333325,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3126,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0666666666666584,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3127,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0749999999999917,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3128,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.083333333333325,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3129,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0916666666666583,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3130,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.0999999999999917,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3131,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.108333333333325,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3132,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1166666666666583,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3133,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1249999999999916,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3134,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.133333333333325,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3135,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.141666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3136,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1499999999999915,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3137,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1583333333333248,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3138,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.166666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3139,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1749999999999914,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3140,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1833333333333247,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3141,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.191666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3142,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.1999999999999913,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3143,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,88.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3144,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.35355339059322,87.64644660940678,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3145,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.70710678118644,87.29289321881356,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3146,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.06066017177966,86.93933982822034,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3147,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.41421356237288,86.58578643762712,,tomato_salad,2,1.0,12.0,24.0,54.749999999999716,,,0,0.2,30.0
