tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,93bc35c5d26cef21_score,player_8ad82f58_x,player_8ad82f58_y,player_8ad82f58_move_target,player_8ad82f58_item,player_8ad82f58_score,player_8ad82f58_cut_speed,player_8ad82f58_speed,player_a143bd25_x,player_a143bd25_y,player_a143bd25_move_target,player_a143bd25_item,player_a143bd25_score,player_a143bd25_cut_speed,player_a143bd25_speed
3016,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.32233047033594,41.67766952966099,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3017,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.8803887320937,42.11961126790251,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3018,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.43844699385185,42.56155300614404,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3019,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.99650525561046,43.00349474438556,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3020,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.55456351736908,43.44543648262709,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3021,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.11262177912769,43.88737822086861,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3022,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.6706800408863,44.32931995911014,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3023,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.2287383026449,44.77126169735166,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3024,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.78679656440352,45.213203435593186,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3025,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.34485482616213,45.65514517383471,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3026,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.90291308792074,46.097086912076236,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3027,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.46097134967935,46.53902865031776,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3028,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.01902961143796,46.980970388559285,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3029,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.57708787319658,47.42291212680081,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3030,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.13514613495518,47.864853865042335,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3031,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.6932043967138,48.30679560328386,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3032,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.2512626584724,48.748737341525384,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3033,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.80932092023102,49.19067907976691,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3034,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.36737918198962,49.632620818008434,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3035,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.92543744374824,50.07456255624996,,plate,2,1.0,15.0,24.0,56.0,,,0,0.5,30.0
3036,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.48349570550684,50.51650429449148,,plate,2,1.0,15.0,24.88388347648305,56.88388347648305,,,0,0.5,30.0
3037,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.04155396726546,50.95844603273301,,plate,2,1.0,15.0,25.7677669529661,57.7677669529661,,,0,0.5,30.0
3038,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.59961222902406,51.40038777097453,,plate,2,1.0,15.0,26.65165042944915,58.65165042944915,,,0,0.5,30.0
3039,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.15767049078268,51.84232950921606,,plate,2,1.0,15.0,27.535533905932198,59.5355339059322,,,0,0.5,30.0
3040,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.71572875254128,52.28427124745758,,plate,2,1.0,15.0,28.419417382415247,60.41941738241525,,,0,0.5,30.0
3041,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.2737870142999,52.72621298569911,,plate,2,1.0,15.0,29.303300858898297,61.3033008588983,,,0,0.5,30.0
3042,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.8318452760585,53.16815472394063,,plate,2,1.0,15.0,30.187184335381346,62.187184335381346,,,0,0.5,30.0
3043,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.38990353781712,53.610096462182156,,plate,2,1.0,15.0,31.071067811864395,63.071067811864395,,,0,0.5,30.0
3044,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.94796179957572,54.05203820042368,,plate,2,1.0,15.0,31.954951288347445,63.954951288347445,,,0,0.5,30.0
3045,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.50602006133434,54.493979938665206,,plate,2,1.0,15.0,32.838834764830494,64.8388347648305,,,0,0.5,30.0
3046,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.06407832309294,54.93592167690673,,plate,2,1.0,15.0,33.722718241313544,65.72271824131354,,,0,0.5,30.0
3047,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.62213658485156,55.377863415148255,,plate,2,1.0,15.0,34.60660171779659,66.6066017177966,,,0,0.5,30.0
3048,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,plate,2,1.0,15.0,35.49048519427964,67.49048519427964,,,0,0.5,30.0
3049,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,36.37436867076269,68.37436867076269,,,0,0.5,30.0
3050,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,37.25825214724574,69.25825214724574,,,0,0.5,30.0
3051,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,38.14213562372879,70.14213562372879,,,0,0.5,30.0
3052,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.02601910021184,71.02601910021184,,,0,0.5,30.0
3053,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.80565318468376,71.95382555869026,,,0,0.5,30.0
3054,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.820791727740755,73.20373388513468,,,0,0.5,30.0
3055,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.835930270797746,74.45364221157911,,,0,0.5,30.0
3056,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.85106881385474,75.70355053802353,,,0,0.5,30.0
3057,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.86620735691173,76.95345886446796,,,0,0.5,30.0
3058,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.88134589996872,78.20336719091239,,,0,0.5,30.0
3059,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.89648444302571,79.45327551735681,,,0,0.5,30.0
3060,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.911622986082705,80.70318384380124,,,0,0.5,30.0
3061,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.9267615291397,81.95309217024567,,,0,0.5,30.0
3062,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.94190007219687,83.2030004966901,,,0,0.5,30.0
3063,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.95703861525422,84.45290882313452,,,0,0.5,30.0
3064,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.972177158311574,85.70281714957895,,,0,0.5,30.0
3065,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,39.98731570136893,86.95272547602337,,,0,0.5,30.0
3066,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,40.27873505658064,88.08721304983902,,,0,0.5,30.0
3067,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,41.15725113762039,88.97643152431851,,,0,0.5,30.0
3068,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,42.03576721866014,89.865649998798,,,0,0.5,30.0
3069,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.0,,,2,1.0,15.0,42.91428329969989,90.7548684732775,,,0,0.5,30.0
3070,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.37499999999986,,,2,1.0,15.0,43.79279938073964,91.64408694775699,,,0,0.5,30.0
3071,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.749999999999716,,,2,1.0,15.0,44.671315461779386,92.53330542223648,,,0,0.5,30.0
3072,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.124999999999574,,,2,1.0,15.0,45.549831542819135,93.42252389671597,,,0,0.5,30.0
3073,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,53.49999999999943,,,2,1.0,15.0,46.42834762385888,94.31174237119546,,,0,0.5,30.0
3074,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.87499999999929,,,2,1.0,15.0,47.30686370489863,95.20096084567496,,,0,0.5,30.0
3075,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.24999999999915,,,2,1.0,15.0,48.18537978593838,96.09017932015445,,,0,0.5,30.0
3076,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,51.624999999999005,,,2,1.0,15.0,49.06389586697813,96.97939779463394,,,0,0.5,30.0
3077,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.99999999999886,,,2,1.0,15.0,49.94241194801788,97.86861626911343,,,0,0.5,30.0
3078,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.37499999999872,,,2,1.0,15.0,50.82092802905757,98.75783474359292,,,0,0.5,30.0
3079,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.74999999999858,,,2,1.0,15.0,51.69944411009722,99.64705321807241,,,0,0.5,30.0
3080,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.12499999999844,,,2,1.0,15.0,52.57796019113686,100.5362716925519,,,0,0.5,30.0
3081,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,48.499999999998295,,,2,1.0,15.0,53.4564762721765,101.4254901670314,,,0,0.5,30.0
3082,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.87499999999815,,,2,1.0,15.0,54.334992353216144,102.31470864151089,,,0,0.5,30.0
3083,0,1,,0,2,tomato_cut,0,3,tomato_cut,1,0,None_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.24999999999801,,,2,1.0,15.0,55.213508434255786,103.20392711599038,,,0,0.5,30.0
