tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6cd460573c624b6b_score,player_b3228c38_x,player_b3228c38_y,player_b3228c38_move_target,player_b3228c38_item,player_b3228c38_score,player_b3228c38_cut_speed,player_b3228c38_speed,player_43f6ad55_x,player_43f6ad55_y,player_43f6ad55_move_target,player_43f6ad55_item,player_43f6ad55_score,player_43f6ad55_cut_speed,player_43f6ad55_speed
3867,0,1,,0,2,tomato,0.8416666666666661,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.83704909610174,50.16295090389826,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3868,0,1,,0,2,tomato,0.8499999999999994,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.48349570550852,50.51650429449148,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3869,0,1,,0,2,tomato,0.8583333333333327,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.1299423149153,50.8700576850847,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3870,0,1,,0,2,tomato,0.866666666666666,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.77638892432208,51.22361107567792,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3871,0,1,,0,2,tomato,0.8749999999999993,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.42283553372886,51.57716446627114,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3872,0,1,,0,2,tomato,0.8833333333333326,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.06928214313564,51.93071785686436,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3873,0,1,,0,2,tomato,0.8916666666666659,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.71572875254242,52.28427124745758,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3874,0,1,,0,2,tomato,0.8999999999999992,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.3621753619492,52.6378246380508,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3875,0,1,,0,2,tomato,0.9083333333333325,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.00862197135598,52.99137802864402,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3876,0,1,,0,2,tomato,0.9166666666666659,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.65506858076276,53.34493141923724,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3877,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.30151519016954,53.69848480983046,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3878,0,1,,0,2,tomato,0.9333333333333325,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.94796179957632,54.05203820042368,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3879,0,1,,0,2,tomato,0.9416666666666658,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.5944084089831,54.4055915910169,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3880,0,1,,0,2,tomato,0.9499999999999991,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.24085501838988,54.75914498161012,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3881,0,1,,0,2,tomato,0.9583333333333324,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.88730162779666,55.11269837220334,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3882,0,1,,0,2,tomato,0.9666666666666657,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.53374823720344,55.46625176279656,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3883,0,1,,0,2,tomato,0.974999999999999,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.18019484661022,55.81980515338978,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3884,0,1,,0,2,tomato,0.9833333333333323,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.826641456017,56.173358543983,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3885,0,1,,0,2,tomato,0.9916666666666656,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.47308806542378,56.52691193457622,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3886,0,1,,0,2,tomato,0.9999999999999989,0,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.11953467483056,56.88046532516944,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3887,0,1,,0,2,tomato,1.0083333333333322,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.76598128423734,57.23401871576266,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3888,0,1,,0,2,tomato,1.0166666666666655,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.41242789364412,57.58757210635588,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3889,0,1,,0,2,tomato,1.0249999999999988,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.0588745030509,57.9411254969491,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3890,0,1,,0,2,tomato,1.033333333333332,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.70532111245768,58.29467888754232,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3891,0,1,,0,2,tomato,1.0416666666666654,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.35176772186446,58.64823227813554,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3892,0,1,,0,2,tomato,1.0499999999999987,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.99821433127124,59.00178566872876,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3893,0,1,,0,2,tomato,1.058333333333332,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.64466094067802,59.35533905932198,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3894,0,1,,0,2,tomato,1.0666666666666653,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.2911075500848,59.7088924499152,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3895,0,1,,0,2,tomato,1.0749999999999986,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.93755415949158,60.06244584050842,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3896,0,1,,0,2,tomato,1.083333333333332,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.58400076889836,60.41599923110164,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3897,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.23044737830514,60.76955262169486,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3898,0,1,,0,2,tomato,1.0999999999999985,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.87689398771192,61.123106012288076,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3899,0,1,,0,2,tomato,1.1083333333333318,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.5233405971187,61.476659402881296,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3900,0,1,,0,2,tomato,1.1166666666666651,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.16978720652548,61.830212793474516,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3901,0,1,,0,2,tomato,1.1249999999999984,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.81623381593226,62.183766184067736,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3902,0,1,,0,2,tomato,1.1333333333333317,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.46268042533904,62.537319574660955,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3903,0,1,,0,2,tomato,1.141666666666665,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.10912703474582,62.890872965254175,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3904,0,1,,0,2,tomato,1.1499999999999984,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.7555736441526,63.244426355847395,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3905,0,1,,0,2,tomato,1.1583333333333317,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.40202025355939,63.597979746440615,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3906,0,1,,0,2,tomato,1.166666666666665,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.04846686296617,63.951533137033834,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3907,0,1,,0,2,tomato,1.1749999999999983,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.694913472372946,64.30508652762705,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3908,0,1,,0,2,tomato,1.1833333333333316,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.341360081779726,64.65863991822027,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3909,0,1,,0,2,tomato,1.1916666666666649,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.987806691186506,65.0121933088135,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3910,0,1,,0,2,tomato,1.1999999999999982,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.634253300593286,65.36574669940671,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3911,0,1,,0,2,tomato,1.2083333333333315,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.28069991000007,65.71930008999993,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3912,0,1,,0,2,tomato,1.2166666666666648,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.92714651940685,66.07285348059315,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3913,0,1,,0,2,tomato,1.224999999999998,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.57359312881363,66.42640687118637,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3914,0,1,,0,2,tomato,1.2333333333333314,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.22003973822041,66.77996026177959,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3915,0,1,,0,2,tomato,1.2416666666666647,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.86648634762719,67.13351365237281,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3916,0,1,,0,2,tomato,1.249999999999998,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.51293295703397,67.48706704296603,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3917,0,1,,0,2,tomato,1.2583333333333313,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.15937956644075,67.84062043355925,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3918,0,1,,0,2,tomato,1.2666666666666646,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.80582617584753,68.19417382415247,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3919,0,1,,0,2,tomato,1.274999999999998,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.45227278525431,68.54772721474569,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3920,0,1,,0,2,tomato,1.2833333333333312,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.09871939466109,68.90128060533891,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3921,0,1,,0,2,tomato,1.2916666666666645,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.74516600406787,69.25483399593213,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3922,0,1,,0,2,tomato,1.2999999999999978,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.39161261347465,69.60838738652535,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3923,0,1,,0,2,tomato,1.3083333333333311,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.03805922288143,69.96194077711857,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3924,0,1,,0,2,tomato,1.3166666666666644,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.68450583228821,70.31549416771179,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3925,0,1,,0,2,tomato,1.3249999999999977,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.33095244169499,70.66904755830501,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3926,0,1,,0,2,tomato,1.333333333333331,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.97739905110177,71.02260094889823,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3927,0,1,,0,2,tomato,1.3416666666666643,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.62384566050855,71.37615433949145,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3928,0,1,,0,2,tomato,1.3499999999999976,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.27029226991533,71.72970773008467,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3929,0,1,,0,2,tomato,1.358333333333331,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,plate,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3930,0,1,,0,2,tomato,1.3666666666666643,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3931,0,1,,0,2,tomato,1.3749999999999976,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3932,0,1,,0,2,tomato,1.3833333333333309,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3933,0,1,,0,2,tomato,1.3916666666666642,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3934,0,1,,0,2,tomato,1.3999999999999975,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3935,0,1,,0,2,tomato,1.4083333333333308,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3936,0,1,,0,2,tomato,1.416666666666664,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3937,0,1,,0,2,tomato,1.4249999999999974,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3938,0,1,,0,2,tomato,1.4333333333333307,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3939,0,1,,0,2,tomato,1.441666666666664,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3940,0,1,,0,2,tomato,1.4499999999999973,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3941,0,1,,0,2,tomato,1.4583333333333306,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3942,0,1,,0,2,tomato,1.466666666666664,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3943,0,1,,0,2,tomato,1.4749999999999972,1,0,3,None_cut,3.1749999999999914,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
