tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1e0820810043726d_score,player_ee722195_x,player_ee722195_y,player_ee722195_move_target,player_ee722195_item,player_ee722195_score,player_ee722195_cut_speed,player_ee722195_speed,player_b9d95bf8_x,player_b9d95bf8_y,player_b9d95bf8_move_target,player_b9d95bf8_item,player_b9d95bf8_score,player_b9d95bf8_cut_speed,player_b9d95bf8_speed
3563,0,1,,0,2,tomato,1.4916666666666638,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.50000000001228,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3564,0,1,,0,2,tomato,1.4999999999999971,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.00000000001273,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3565,0,1,,0,2,tomato,1.5083333333333304,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.50000000001319,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3566,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.00000000001364,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3567,0,1,,0,2,tomato,1.524999999999997,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.5000000000141,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3568,0,1,,0,2,tomato,1.5333333333333303,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.00000000001455,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3569,0,1,,0,2,tomato,1.5416666666666636,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.500000000015,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3570,0,1,,0,2,tomato,1.549999999999997,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.00000000001546,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3571,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.50000000001592,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3572,0,1,,0,2,tomato,1.5666666666666635,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.00000000001637,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3573,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.50000000001683,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3574,0,1,,0,2,tomato,1.5833333333333302,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.00000000001728,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3575,0,1,,0,2,tomato,1.5916666666666635,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.50000000001774,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3576,0,1,,0,2,tomato,1.5999999999999968,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.00000000001819,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3577,0,1,,0,2,tomato,1.60833333333333,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.50000000001864,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3578,0,1,,0,2,tomato,1.6166666666666634,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.0000000000191,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3579,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.50000000001955,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3580,0,1,,0,2,tomato,1.63333333333333,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.00000000002001,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3581,0,1,,0,2,tomato,1.6416666666666633,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.50000000002046,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3582,0,1,,0,2,tomato,1.6499999999999966,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.00000000002092,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3583,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.50000000002137,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3584,0,1,,0,2,tomato,1.6666666666666632,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.00000000002183,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3585,0,1,,0,2,tomato,1.6749999999999965,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.50000000002228,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3586,0,1,,0,2,tomato,1.6833333333333298,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.00000000002274,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3587,0,1,,0,2,tomato,1.691666666666663,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.50000000002319,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3588,0,1,,0,2,tomato,1.6999999999999964,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.00000000002365,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3589,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.5000000000241,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3590,0,1,,0,2,tomato,1.716666666666663,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.00000000002456,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3591,0,1,,0,2,tomato,1.7249999999999963,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.50000000002501,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3592,0,1,,0,2,tomato,1.7333333333333296,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.00000000002547,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3593,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.50000000002592,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3594,0,1,,0,2,tomato,1.7499999999999962,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.00000000002638,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3595,0,1,,0,2,tomato,1.7583333333333295,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.50000000002683,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3596,0,1,,0,2,tomato,1.7666666666666628,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.00000000002728,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3597,0,1,,0,2,tomato,1.7749999999999961,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.50000000002774,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3598,0,1,,0,2,tomato,1.7833333333333294,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.0000000000282,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3599,0,1,,0,2,tomato,1.7916666666666627,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.50000000002865,24.0,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3600,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.05628156962024,24.137048156007157,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3601,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.70059328652104,24.488453684230638,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3602,0,1,,0,2,tomato,1.8166666666666627,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.34490500342184,24.83985921245412,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3603,0,1,,0,2,tomato,1.824999999999996,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.98921672032264,25.1912647406776,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3604,0,1,,0,2,tomato,1.8333333333333293,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.63352843722345,25.54267026890108,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3605,0,1,,0,2,tomato,1.8416666666666626,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.27784015412425,25.89407579712456,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3606,0,1,,0,2,tomato,1.8499999999999959,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.92215187102505,26.24548132534804,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3607,0,1,,0,2,tomato,1.8583333333333292,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.56646358792585,26.596886853571522,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3608,0,1,,0,2,tomato,1.8666666666666625,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.21077530482665,26.948292381795003,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3609,0,1,,0,2,tomato,1.8749999999999958,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.85508702172746,27.299697910018484,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3610,0,1,,0,2,tomato,1.883333333333329,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.49939873862826,27.651103438241964,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3611,0,1,,0,2,tomato,1.8916666666666624,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.14371045552906,28.002508966465445,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3612,0,1,,0,2,tomato,1.8999999999999957,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.78802217242986,28.353914494688926,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3613,0,1,,0,2,tomato,1.908333333333329,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.43233388933066,28.705320022912407,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3614,0,1,,0,2,tomato,1.9166666666666623,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.07664560623147,29.056725551135887,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3615,0,1,,0,2,tomato,1.9249999999999956,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.72095732313227,29.408131079359368,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3616,0,1,,0,2,tomato,1.933333333333329,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.36526904003307,29.75953660758285,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3617,0,1,,0,2,tomato,1.9416666666666622,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.00958075693387,30.11094213580633,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3618,0,1,,0,2,tomato,1.9499999999999955,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.65389247383467,30.46234766402981,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3619,0,1,,0,2,tomato,1.9583333333333288,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.29820419073548,30.813753192253238,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3620,0,1,,0,2,tomato,1.9666666666666621,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.94251590763628,31.165158720476477,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3621,0,1,,0,2,tomato,1.9749999999999954,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.58682762453708,31.516564248699716,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3622,0,1,,0,2,tomato,1.9833333333333287,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.23113934143788,31.867969776922955,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3623,0,1,,0,2,tomato,1.991666666666662,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.87545105833868,32.21937530514612,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3624,0,1,,0,2,tomato,1.9999999999999953,1,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.519762775239485,32.57078083336925,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3625,0,1,,0,2,tomato,2.008333333333329,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.16407449214029,32.922186361592374,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3626,0,1,,0,2,tomato,2.016666666666662,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.80838620904109,33.2735918898155,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3627,0,1,,0,2,tomato,2.0249999999999955,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.45269792594189,33.624997418038625,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3628,0,1,,0,2,tomato,2.0333333333333288,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.09700964284269,33.97640294626175,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3629,0,1,,0,2,tomato,2.041666666666662,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.741321359743495,34.327808474484875,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3630,0,1,,0,2,tomato,2.0499999999999954,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.3856330766443,34.679214002708,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3631,0,1,,0,2,tomato,2.0583333333333287,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.0299447935451,35.030619530931126,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3632,0,1,,0,2,tomato,2.066666666666662,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.6742565104459,35.38202505915425,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3633,0,1,,0,2,tomato,2.0749999999999953,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.3185682273467,35.73343058737738,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3634,0,1,,0,2,tomato,2.0833333333333286,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.962879944247504,36.0848361156005,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3635,0,1,,0,2,tomato,2.091666666666662,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.607191661148306,36.43624164382363,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3636,0,1,,0,2,tomato,2.099999999999995,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.25150337804911,36.78764717204675,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3637,0,1,,0,2,tomato,2.1083333333333285,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.89581509494991,37.13905270026988,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3638,0,1,,0,2,tomato,2.116666666666662,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.54012681185071,37.490458228493004,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3639,0,1,,0,2,tomato,2.124999999999995,2,0,3,None_cut,3.6166666666666565,3,2,2,,2,3,plate,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.184438528751514,37.84186375671613,,plate,3,1.0,12.0,24.0,40.0,,,1,0.2,30.0
