tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d6ce564be7313bda_score,player_54c8d17c_x,player_54c8d17c_y,player_54c8d17c_move_target,player_54c8d17c_item,player_54c8d17c_score,player_54c8d17c_cut_speed,player_54c8d17c_speed,player_2b65cc1d_x,player_2b65cc1d_y,player_2b65cc1d_move_target,player_2b65cc1d_item,player_2b65cc1d_score,player_2b65cc1d_cut_speed,player_2b65cc1d_speed
3558,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,56.0,,,1,1.0,30.0,93.58647500953998,34.54369405283981,,,9,1.0,30.0
3559,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,54.749999999999716,,,1,1.0,30.0,94.4648515833667,33.654337771840346,,,9,1.0,30.0
3560,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,53.49999999999943,,,1,1.0,30.0,95.34322815719341,32.76498149084088,,,9,1.0,30.0
3561,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,52.24999999999915,,,1,1.0,30.0,96.22160473102007,31.875625209841466,,,9,1.0,30.0
3562,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,50.99999999999886,,,1,1.0,30.0,97.09998130484644,30.986268928842357,,,9,1.0,30.0
3563,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,49.74999999999858,,,1,1.0,30.0,97.9783578786728,30.096912647843247,,,9,1.0,30.0
3564,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,48.499999999998295,,,1,1.0,30.0,98.85673445249915,29.207556366844138,,,9,1.0,30.0
3565,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,47.24999999999801,,,1,1.0,30.0,99.73511102632551,28.318200085845028,,,9,1.0,30.0
3566,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,45.999999999997726,,,1,1.0,30.0,100.61348760015187,27.42884380484592,,,9,1.0,30.0
3567,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,44.74999999999744,,,1,1.0,30.0,101.49186417397823,26.53948752384681,,,9,1.0,30.0
3568,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,43.49999999999716,,,1,1.0,30.0,102.3702407478046,25.6501312428477,,,9,1.0,30.0
3569,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,42.249999999996874,,,1,1.0,30.0,103.24861732163096,24.76077496184859,,,9,1.0,30.0
3570,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.99999999999659,,,1,1.0,30.0,104.0,24.0,,,9,1.0,30.0
3571,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3572,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3573,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3574,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3575,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3576,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3577,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3578,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3579,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3580,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3581,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3582,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3583,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3584,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3585,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3586,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3587,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3588,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3589,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3590,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3591,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3592,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3593,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3594,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3595,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3596,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3597,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3598,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3599,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3600,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3601,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,104.0,24.0,,plate,9,1.0,30.0
3602,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,103.11611652351695,24.88388347648305,,plate,9,1.0,30.0
3603,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,102.2322330470339,25.7677669529661,,plate,9,1.0,30.0
3604,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,101.34834957055085,26.65165042944915,,plate,9,1.0,30.0
3605,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,100.4644660940678,27.535533905932198,,plate,9,1.0,30.0
3606,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,99.58058261758475,28.419417382415247,,plate,9,1.0,30.0
3607,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,98.6966991411017,29.303300858898297,,plate,9,1.0,30.0
3608,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,97.81281566461865,30.187184335381346,,plate,9,1.0,30.0
3609,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,96.9289321881356,31.071067811864395,,plate,9,1.0,30.0
3610,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,96.04504871165256,31.954951288347445,,plate,9,1.0,30.0
3611,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,95.1611652351695,32.838834764830494,,plate,9,1.0,30.0
3612,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,94.27728175868646,33.722718241313544,,plate,9,1.0,30.0
3613,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,93.3933982822034,34.60660171779659,,plate,9,1.0,30.0
3614,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,92.50951480572036,35.49048519427964,,plate,9,1.0,30.0
3615,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,91.62563132923731,36.37436867076269,,plate,9,1.0,30.0
3616,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,90.74174785275426,37.25825214724574,,plate,9,1.0,30.0
3617,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,89.85786437627121,38.14213562372879,,plate,9,1.0,30.0
3618,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,88.97398089978816,39.02601910021184,,plate,9,1.0,30.0
3619,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,88.04617444130974,39.80565318468376,,plate,9,1.0,30.0
3620,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,86.79626611486532,39.820791727740755,,plate,9,1.0,30.0
3621,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,85.54635778842089,39.835930270797746,,plate,9,1.0,30.0
3622,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,84.29644946197647,39.85106881385474,,plate,9,1.0,30.0
3623,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,83.04654113553204,39.86620735691173,,plate,9,1.0,30.0
3624,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,81.79663280908761,39.88134589996872,,plate,9,1.0,30.0
3625,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,80.54672448264319,39.89648444302571,,plate,9,1.0,30.0
3626,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,79.29681615619876,39.911622986082705,,plate,9,1.0,30.0
3627,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,78.04690782975433,39.9267615291397,,plate,9,1.0,30.0
3628,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,76.7969995033099,39.94190007219687,,plate,9,1.0,30.0
3629,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,75.54709117686548,39.95703861525422,,plate,9,1.0,30.0
3630,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,74.29718285042105,39.972177158311574,,plate,9,1.0,30.0
3631,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,73.04727452397663,39.98731570136893,,plate,9,1.0,30.0
3632,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,71.91278695016098,40.27873505658064,,plate,9,1.0,30.0
3633,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,71.02356847568149,41.15725113762039,,plate,9,1.0,30.0
3634,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,70.134350001202,42.03576721866014,,plate,9,1.0,30.0
3635,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,24.0,40.0,,,1,1.0,30.0,69.2451315267225,42.91428329969989,,plate,9,1.0,30.0
