tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe91304808d4b13e_score,player_33813f04_x,player_33813f04_y,player_33813f04_move_target,player_33813f04_item,player_33813f04_score,player_33813f04_cut_speed,player_33813f04_speed,player_893a980b_x,player_893a980b_y,player_893a980b_move_target,player_893a980b_item,player_893a980b_score,player_893a980b_cut_speed,player_893a980b_speed,8100ec429f0080c6_score,d8563a256e29ba24_message,c2875acddb397d2c_score
6221,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6222,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6223,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6224,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6225,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6226,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.041666666666666664,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6227,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.08333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6228,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.125,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6229,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.16666666666666666,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6230,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.20833333333333331,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6231,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.24999999999999997,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6232,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.29166666666666663,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6233,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.3333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6234,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.375,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6235,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.4166666666666667,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6236,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.45833333333333337,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6237,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.5,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6238,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.5416666666666666,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6239,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.5833333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6240,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.6249999999999999,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6241,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.6666666666666665,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6242,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.7083333333333331,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6243,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.7499999999999998,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6244,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.7916666666666664,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6245,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.833333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6246,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.8749999999999997,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6247,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.9166666666666663,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6248,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.9583333333333329,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6249,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,0.9999999999999996,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6250,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6251,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.083333333333333,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6252,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.1249999999999998,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6253,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.1666666666666665,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6254,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.2083333333333333,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6255,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,134.75000000000114,24.0,,plate,3,1.0,30.0,,,5.0
6256,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.2916666666666667,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,133.50000000000227,24.0,,plate,3,1.0,30.0,,,5.0
6257,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.3333333333333335,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,132.2500000000034,24.0,,plate,3,1.0,30.0,,,5.0
6258,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.3750000000000002,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,131.00000000000455,24.0,,plate,3,1.0,30.0,,,5.0
6259,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.416666666666667,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,129.75000000000568,24.0,,plate,3,1.0,30.0,,,5.0
6260,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.4583333333333337,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,128.50000000000682,24.0,,plate,3,1.0,30.0,,,5.0
6261,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.5000000000000004,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,127.2500000000071,24.0,,plate,3,1.0,30.0,,,5.0
6262,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.5416666666666672,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,126.00000000000682,24.0,,plate,3,1.0,30.0,,,5.0
6263,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.583333333333334,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,124.75000000000654,24.0,,plate,3,1.0,30.0,,,5.0
6264,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.6250000000000007,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,123.50000000000625,24.0,,plate,3,1.0,30.0,,,5.0
6265,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.6666666666666674,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,122.25000000000597,24.0,,plate,3,1.0,30.0,,,5.0
6266,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.7083333333333341,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,121.00000000000568,24.0,,plate,3,1.0,30.0,,,5.0
6267,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.7500000000000009,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,119.7500000000054,24.0,,plate,3,1.0,30.0,,,5.0
6268,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.7916666666666676,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,118.50000000000512,24.0,,plate,3,1.0,30.0,,,5.0
6269,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.8333333333333344,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,117.25000000000483,24.0,,plate,3,1.0,30.0,,,5.0
6270,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.875000000000001,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,116.00000000000455,24.0,,plate,3,1.0,30.0,,,5.0
6271,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,114.75000000000426,24.0,,plate,3,1.0,30.0,,,5.0
6272,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.9583333333333346,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,113.50000000000398,24.0,,plate,3,1.0,30.0,,,5.0
6273,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.0000000000000013,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,112.2500000000037,24.0,,plate,3,1.0,30.0,,,5.0
6274,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,111.00000000000341,24.0,,plate,3,1.0,30.0,,,5.0
6275,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.0833333333333344,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,109.75000000000313,24.0,,plate,3,1.0,30.0,,,5.0
6276,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,108.50000000000284,24.0,,plate,3,1.0,30.0,,,5.0
6277,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.1666666666666674,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,107.25000000000256,24.0,,plate,3,1.0,30.0,,,5.0
6278,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,106.00000000000227,24.0,,plate,3,1.0,30.0,,,5.0
6279,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.2500000000000004,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,104.75000000000199,24.0,,plate,3,1.0,30.0,,,5.0
6280,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.291666666666667,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,103.5000000000017,24.0,,plate,3,1.0,30.0,,,5.0
6281,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.3333333333333335,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,102.25000000000142,24.0,,plate,3,1.0,30.0,,,5.0
6282,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.375,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,101.00000000000114,24.0,,plate,3,1.0,30.0,,,5.0
6283,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.4166666666666665,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,99.75000000000085,24.0,,plate,3,1.0,30.0,,,5.0
6284,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,2.458333333333333,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,2,1.0,30.0,98.50000000000057,24.0,,plate,3,1.0,30.0,,,5.0
