tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,76de0e8c134808cd_score,player_dc41b1e2_x,player_dc41b1e2_y,player_dc41b1e2_move_target,player_dc41b1e2_item,player_dc41b1e2_score,player_dc41b1e2_cut_speed,player_dc41b1e2_speed,player_d6a5beb9_x,player_d6a5beb9_y,player_d6a5beb9_move_target,player_d6a5beb9_item,player_d6a5beb9_score,player_d6a5beb9_cut_speed,player_d6a5beb9_speed
3639,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,72.0,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3640,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,72.0,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3641,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,72.0,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3642,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,72.0,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3643,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,71.37500000000057,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3644,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,70.75000000000114,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3645,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,70.1250000000017,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3646,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,69.50000000000227,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3647,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,68.87500000000284,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3648,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,68.25000000000341,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3649,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,67.62500000000398,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3650,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,67.00000000000455,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3651,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,66.37500000000512,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3652,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,65.75000000000568,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3653,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,65.12500000000625,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3654,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,64.50000000000682,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3655,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,63.87500000000725,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3656,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,63.250000000007105,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3657,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,62.62500000000696,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3658,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,62.00000000000682,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3659,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,61.37500000000668,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3660,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,60.75000000000654,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3661,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,60.125000000006395,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3662,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,59.50000000000625,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3663,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,58.87500000000611,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3664,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,58.25000000000597,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3665,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,57.62500000000583,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3666,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,57.000000000005684,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3667,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.37500000000554,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3668,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,55.7500000000054,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3669,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,55.12500000000526,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3670,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,54.500000000005116,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3671,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,53.875000000004974,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3672,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,53.25000000000483,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3673,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,52.62500000000469,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3674,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,52.00000000000455,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3675,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,51.375000000004405,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3676,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,50.75000000000426,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3677,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,50.12500000000412,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3678,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,49.50000000000398,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3679,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,48.87500000000384,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3680,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,48.250000000003695,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3681,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,47.62500000000355,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3682,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,47.00000000000341,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3683,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,46.37500000000327,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3684,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.750000000003126,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3685,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.125000000002984,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3686,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,44.50000000000284,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3687,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,43.8750000000027,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3688,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,43.25000000000256,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3689,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.625000000002416,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3690,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.000000000002274,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3691,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,41.37500000000213,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3692,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.75000000000199,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3693,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.951679852537936,40.14484472575414,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3694,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.51240578470099,39.700251323502115,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3695,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.07313171686404,39.25565792125009,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3696,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.63385764902709,38.811064518998066,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3697,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.194583581190145,38.36647111674604,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3698,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.7553095133532,37.921877714494016,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3699,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.31603544551625,37.47728431224199,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3700,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.8767613776793,37.03269090998997,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3701,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.43748730984235,36.58809750773794,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3702,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.998213242005406,36.14350410548592,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3703,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.55893917416846,35.69891070323389,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3704,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.11966510633151,35.25431730098187,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3705,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.68039103849456,34.80972389872984,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3706,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.241116970657615,34.36513049647782,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3707,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.80184290282067,33.92053709422579,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3708,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.36256883498372,33.47594369197377,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3709,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.92329476714677,33.03135028972174,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3710,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.48402069930982,32.58675688746972,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
3711,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.044746631472876,32.142163485217694,,,2,1.0,15.0,88.0,72.0,,tomato,0,0.5,30.0
