tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c491135a605b2e20_score,player_46c5916f_x,player_46c5916f_y,player_46c5916f_move_target,player_46c5916f_item,player_46c5916f_score,player_46c5916f_cut_speed,player_46c5916f_speed,player_8158af8c_x,player_8158af8c_y,player_8158af8c_move_target,player_8158af8c_item,player_8158af8c_score,player_8158af8c_cut_speed,player_8158af8c_speed,9b014be8cab0c1c7_score,ae1cf4633400025e_message,eea443cfb65cfbb7_score
6564,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.34834957055085,42.65165042944915,,tomato,1,1.0,30.0,112.25965790005405,24.000012660690516,,,4,1.0,30.0,,,5.0
6565,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.4644660940678,43.5355339059322,,tomato,1,1.0,30.0,113.50965790005291,24.000010616095622,,,4,1.0,30.0,,,5.0
6566,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.58058261758475,44.41941738241525,,tomato,1,1.0,30.0,114.75965790005178,24.00000857150073,,,4,1.0,30.0,,,5.0
6567,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.6966991411017,45.3033008588983,,tomato,1,1.0,30.0,116.00965790005064,24.000006526905896,,,4,1.0,30.0,,,5.0
6568,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.81281566461865,46.187184335381346,,tomato,1,1.0,30.0,117.2596579000495,24.00000448231118,,,4,1.0,30.0,,,5.0
6569,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.9289321881356,47.071067811864395,,tomato,1,1.0,30.0,118.50965790004837,24.000002437716464,,,4,1.0,30.0,,,5.0
6570,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.04504871165256,47.954951288347445,,tomato,1,1.0,30.0,119.75965790004723,24.00000039312175,,,4,1.0,30.0,,,5.0
6571,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.161165235169506,48.838834764830494,,tomato,1,1.0,30.0,121.00965790004746,24.000000288262147,,,4,1.0,30.0,,,5.0
6572,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.277281758686456,49.722718241313544,,tomato,1,1.0,30.0,122.25965790004774,24.00000026422484,,,4,1.0,30.0,,,5.0
6573,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.39339828220341,50.60660171779659,,tomato,1,1.0,30.0,123.50965790004803,24.000000240187536,,,4,1.0,30.0,,,5.0
6574,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.50951480572036,51.49048519427964,,tomato,1,1.0,30.0,124.75965790004831,24.00000021615023,,,4,1.0,30.0,,,5.0
6575,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.62563132923731,52.37436867076269,,tomato,1,1.0,30.0,126.0096579000486,24.000000192112925,,,4,1.0,30.0,,,5.0
6576,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.74174785275426,53.25825214724574,,tomato,1,1.0,30.0,127.25965790004888,24.00000016807562,,,4,1.0,30.0,,,5.0
6577,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.85786437627121,54.14213562372879,,tomato,1,1.0,30.0,128.50965790004858,24.000000144038314,,,4,1.0,30.0,,,5.0
6578,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.97398089978816,55.02601910021184,,tomato,1,1.0,30.0,129.75965790004744,24.00000012000101,,,4,1.0,30.0,,,5.0
6579,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.19434681531624,55.95382555869017,,tomato,1,1.0,30.0,131.0096579000463,24.000000095963703,,,4,1.0,30.0,,,5.0
6580,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.179208272259245,57.203733885133886,,tomato,1,1.0,30.0,132.25965790004517,24.000000071926397,,,4,1.0,30.0,,,5.0
6581,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.164069729202254,58.4536422115776,,tomato,1,1.0,30.0,133.50965790004403,24.000000047889092,,,4,1.0,30.0,,,5.0
6582,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.14893118614526,59.70355053802132,,tomato,1,1.0,30.0,134.7596579000429,24.00000002385176,,,4,1.0,30.0,,,5.0
6583,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.13379264308827,60.953458864465034,,tomato,1,1.0,30.0,136.0,24.0,,,4,1.0,30.0,,,5.0
6584,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.11865410003128,62.20336719090875,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6585,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.10351555697429,63.453275517352466,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6586,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.088377013917295,64.70318384379658,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6587,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0732384708603,65.953092170241,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6588,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.058099927803184,67.20300049668543,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6589,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.04296138474584,68.45290882312986,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6590,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.02782284168848,69.70281714957429,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6591,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.01268429863113,70.95272547601871,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6592,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6593,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6594,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6595,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6596,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6597,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6598,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6599,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6600,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6601,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6602,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6603,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6604,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6605,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6606,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6607,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6608,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6609,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6610,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6611,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6612,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6613,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6614,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6615,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6616,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6617,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6618,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6619,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6620,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6621,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6622,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6623,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6624,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
6625,test,True,0,1,None_cut,3.249999999999997,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,1,1.0,30.0,136.0,24.0,,plate,4,1.0,30.0,,,5.0
