tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0c4c0c6d60baa47c_score,player_3cda7b26_x,player_3cda7b26_y,player_3cda7b26_move_target,player_3cda7b26_item,player_3cda7b26_score,player_3cda7b26_cut_speed,player_3cda7b26_speed,player_30efbcc2_x,player_30efbcc2_y,player_30efbcc2_move_target,player_30efbcc2_item,player_30efbcc2_score,player_30efbcc2_cut_speed,player_30efbcc2_speed
3837,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,51.222548710516264,92.66507438608718,,,0,0.2,30.0
3838,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,52.116888082117924,91.79177198233225,,,0,0.2,30.0
3839,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,53.011227453719584,90.91846957857733,,,0,0.2,30.0
3840,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.500000000000256,,,1,1.0,12.0,53.905566825321245,90.04516717482241,,,0,0.2,30.0
3841,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.00000000000051,,,1,1.0,12.0,54.799906196922905,89.17186477106749,,,0,0.2,30.0
3842,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.50000000000077,,,1,1.0,12.0,55.694245568524565,88.29856236731256,,,0,0.2,30.0
3843,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.00000000000102,,,1,1.0,12.0,56.57949582572894,87.41606070901427,,,0,0.2,30.0
3844,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.50000000000128,,,1,1.0,12.0,57.46350665824278,86.53230460691462,,,0,0.2,30.0
3845,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.000000000001535,,,1,1.0,12.0,58.347517490756616,85.64854850481497,,,0,0.2,30.0
3846,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.50000000000179,,,1,1.0,12.0,59.23152832327045,84.76479240271532,,,0,0.2,30.0
3847,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.000000000002046,,,1,1.0,12.0,60.11553915578429,83.88103630061566,,,0,0.2,30.0
3848,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.5000000000023,,,1,1.0,12.0,60.99954998829813,82.99728019851601,,,0,0.2,30.0
3849,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.00000000000256,,,1,1.0,12.0,61.883560820811965,82.11352409641636,,,0,0.2,30.0
3850,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.500000000002814,,,1,1.0,12.0,62.7675716533258,81.2297679943167,,,0,0.2,30.0
3851,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.00000000000307,,,1,1.0,12.0,63.65158248583964,80.34601189221705,,,0,0.2,30.0
3852,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.500000000003325,,,1,1.0,12.0,64.5355933183539,79.4622557901174,,,0,0.2,30.0
3853,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.00000000000358,,,1,1.0,12.0,65.41960415086845,78.57849968801774,,,0,0.2,30.0
3854,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.50000000000384,,,1,1.0,12.0,66.303614983383,77.69474358591809,,,0,0.2,30.0
3855,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.00000000000409,,,1,1.0,12.0,67.18762581589755,76.81098748381844,,,0,0.2,30.0
3856,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.50000000000364,,,1,1.0,12.0,68.0716366484121,75.92723138171878,,,0,0.2,30.0
3857,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.00000000000318,,,1,1.0,12.0,68.95564748092664,75.04347527961913,,,0,0.2,30.0
3858,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.50000000000273,,,1,1.0,12.0,69.83965831344119,74.15971917751948,,,0,0.2,30.0
3859,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.00000000000227,,,1,1.0,12.0,70.72366914595574,73.27596307541982,,,0,0.2,30.0
3860,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.50000000000182,,,1,1.0,12.0,71.60767997847029,72.39220697332017,,,0,0.2,30.0
3861,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.00000000000136,,,1,1.0,12.0,72.49159268648845,71.50835273241076,,,0,0.2,30.0
3862,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.50000000000091,,,1,1.0,12.0,73.37547771836651,70.62447081132423,,,0,0.2,30.0
3863,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.00000000000045,,,1,1.0,12.0,74.25936275024428,69.7405888902377,,,0,0.2,30.0
3864,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.5,,,1,1.0,12.0,75.14324778212206,68.85670696915118,,,0,0.2,30.0
3865,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.99999999999955,,,1,1.0,12.0,76.02713281399984,67.97282504806465,,,0,0.2,30.0
3866,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.49999999999909,,,1,1.0,12.0,76.91101784587761,67.08894312697812,,,0,0.2,30.0
3867,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.99999999999864,,,1,1.0,12.0,77.79490287775539,66.2050612058916,,,0,0.2,30.0
3868,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,70.49999999999818,,,1,1.0,12.0,78.67878790963317,65.32117928480507,,,0,0.2,30.0
3869,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,70.99999999999773,,,1,1.0,12.0,79.56267294151094,64.43729736371854,,,0,0.2,30.0
3870,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.49999999999727,,,1,1.0,12.0,80.44655797338872,63.553415442632016,,,0,0.2,30.0
3871,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.99999999999682,,,1,1.0,12.0,81.33044300526649,62.66953352154549,,,0,0.2,30.0
3872,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.49999999999636,,,1,1.0,12.0,82.21432803714427,61.78565160045896,,,0,0.2,30.0
3873,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.99999999999591,,,1,1.0,12.0,83.09821306902205,60.901769679372435,,,0,0.2,30.0
3874,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.49999999999545,,,1,1.0,12.0,83.98209810089982,60.01788775828591,,,0,0.2,30.0
3875,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.999999999995,,,1,1.0,12.0,84.8659831327776,59.13400583719938,,,0,0.2,30.0
3876,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.49999999999454,,,1,1.0,12.0,85.74986816465537,58.250123916112855,,,0,0.2,30.0
3877,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.99999999999409,,,1,1.0,12.0,86.63375319653315,57.36624199502633,,,0,0.2,30.0
3878,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.49999999999363,,,1,1.0,12.0,87.51763822841093,56.4823600739398,,,0,0.2,30.0
3879,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.99999999999318,,,1,1.0,12.0,87.81094952274462,55.34958232092202,,,0,0.2,30.0
3880,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.49999999999272,,,1,1.0,12.0,87.82634376411706,54.09967711758363,,,0,0.2,30.0
3881,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.99999999999227,,,1,1.0,12.0,87.84173800548955,52.849771914245245,,,0,0.2,30.0
3882,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.49999999999181,,,1,1.0,12.0,87.85713224686204,51.59986671090686,,,0,0.2,30.0
3883,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.99999999999136,,,1,1.0,12.0,87.87252648823453,50.34996150756847,,,0,0.2,30.0
3884,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.4999999999909,,,1,1.0,12.0,87.88792072960702,49.10005630423009,,,0,0.2,30.0
3885,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.99999999999045,,,1,1.0,12.0,87.90331497097951,47.8501511008917,,,0,0.2,30.0
3886,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.49999999999,,,1,1.0,12.0,87.918709212352,46.600245897553314,,,0,0.2,30.0
3887,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.99999999998954,,,1,1.0,12.0,87.93410345372448,45.35034069421493,,,0,0.2,30.0
3888,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.49999999998909,,,1,1.0,12.0,87.94949769509697,44.10043549087654,,,0,0.2,30.0
3889,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.99999999998863,,,1,1.0,12.0,87.96489193646946,42.850530287538156,,,0,0.2,30.0
3890,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.49999999998818,,,1,1.0,12.0,87.98028617784195,41.60062508419977,,,0,0.2,30.0
3891,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.99999999998772,,,1,1.0,12.0,87.99568041921444,40.350719880861384,,,0,0.2,30.0
3892,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.49999999998727,,,1,1.0,12.0,88.76220637195516,39.41482530569477,,,0,0.2,30.0
3893,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.99999999998681,,,1,1.0,12.0,89.64097039650952,38.52585185887566,,,0,0.2,30.0
3894,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.49999999998636,,,1,1.0,12.0,90.51973442106387,37.63687841205669,,,0,0.2,30.0
3895,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.9999999999859,,,1,1.0,12.0,91.39849844561823,36.74790496523805,,,0,0.2,30.0
3896,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.49999999998545,,,1,1.0,12.0,92.27726247017259,35.858931518419425,,,0,0.2,30.0
3897,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.999999999985,,,1,1.0,12.0,93.15602649472694,34.9699580716008,,,0,0.2,30.0
3898,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.49999999998454,,,1,1.0,12.0,94.0347905192813,34.080984624782175,,,0,0.2,30.0
3899,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.99999999998408,,,1,1.0,12.0,94.91355454383566,33.19201117796354,,,0,0.2,30.0
3900,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.49999999998363,,,1,1.0,12.0,95.79231856839002,32.30303773114491,,,0,0.2,30.0
3901,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.99999999998317,,,1,1.0,12.0,96.67108259294437,31.4140642843262,,,0,0.2,30.0
3902,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.49999999998272,,,1,1.0,12.0,97.54984661749873,30.52509083750745,,,0,0.2,30.0
3903,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.137048156007157,87.94371843039113,,,1,1.0,12.0,98.42861064205309,29.636117390688696,,,0,0.2,30.0
3904,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.488453684230638,88.29940671349033,,,1,1.0,12.0,99.30737466660744,28.747143943869943,,,0,0.2,30.0
3905,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.83985921245412,88.65509499658953,,,1,1.0,12.0,100.1861386911618,27.85817049705119,,,0,0.2,30.0
3906,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.1912647406776,89.01078327968872,,,1,1.0,12.0,101.06490271571616,26.969197050232438,,,0,0.2,30.0
3907,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.54267026890108,89.36647156278792,,,1,1.0,12.0,101.94366674027052,26.080223603413685,,,0,0.2,30.0
3908,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.89407579712456,89.72215984588712,,,1,1.0,12.0,102.82243076482487,25.191250156595277,,,0,0.2,30.0
3909,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.24548132534804,90.07784812898632,,,1,1.0,12.0,103.70119478937923,24.302276709776883,,,0,0.2,30.0
3910,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.596886853571522,90.43353641208552,,,1,1.0,12.0,104.0,24.0,,,0,0.2,30.0
3911,0,1,,0,2,None_cut,3.6416666666666564,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.948292381795003,90.78922469518471,,,1,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
