tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2b3135bf58414cb7_score,player_1b1a764a_x,player_1b1a764a_y,player_1b1a764a_move_target,player_1b1a764a_item,player_1b1a764a_score,player_1b1a764a_cut_speed,player_1b1a764a_speed,player_75861fb8_x,player_75861fb8_y,player_75861fb8_move_target,player_75861fb8_item,player_75861fb8_score,player_75861fb8_cut_speed,player_75861fb8_speed
4105,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,50.27348254223711,93.60437825848834,,tomato,3,0.2,30.0
4106,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.33333333333333,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,49.394837507540366,94.49346931288109,,tomato,3,0.2,30.0
4107,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.3749999999999964,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,48.51619247284362,95.38256036727401,,tomato,3,0.2,30.0
4108,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.416666666666663,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,47.637547438146875,96.27165142166695,,tomato,3,0.2,30.0
4109,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,46.75890240345013,97.16074247605987,,tomato,3,0.2,30.0
4110,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.499999999999996,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,45.880257368753384,98.04983353045279,,tomato,3,0.2,30.0
4111,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.5416666666666625,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,45.00161233405664,98.93892458484572,,tomato,3,0.2,30.0
4112,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.583333333333329,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,44.12296729935989,99.82801563923864,,tomato,3,0.2,30.0
4113,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,43.24432226466315,100.71710669363158,,tomato,3,0.2,30.0
4114,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.666666666666662,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,42.3656772299664,101.6061977480245,,tomato,3,0.2,30.0
4115,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,41.487032195269656,102.49528880241742,,tomato,3,0.2,30.0
4116,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,40.60838716057291,103.38437985681036,,tomato,3,0.2,30.0
4117,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,39.721245367686436,103.3395855149044,,tomato,3,0.2,30.0
4118,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,38.82656871376395,102.4666286517521,,tomato,3,0.2,30.0
4119,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,37.93189205984146,101.59367178859931,,tomato,3,0.2,30.0
4120,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,37.03721540591897,100.72071492544637,,tomato,3,0.2,30.0
4121,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,36.14253875199648,99.84775806229342,,tomato,3,0.2,30.0
4122,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,35.247862098073995,98.97480119914049,,tomato,3,0.2,30.0
4123,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,34.35318544415151,98.10184433598755,,tomato,3,0.2,30.0
4124,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,33.45850879022902,97.22888747283461,,tomato,3,0.2,30.0
4125,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,32.56383213630653,96.35593060968168,,tomato,3,0.2,30.0
4126,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,31.669155482384042,95.48297374652873,,tomato,3,0.2,30.0
4127,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,30.774478828461554,94.61001688337579,,tomato,3,0.2,30.0
4128,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,29.879802174539066,93.73706002022286,,tomato,3,0.2,30.0
4129,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,28.985125520616577,92.8641031570699,,tomato,3,0.2,30.0
4130,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,28.09044886669409,91.99114629391697,,tomato,3,0.2,30.0
4131,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,2,1.0,12.0,27.1957722127716,91.11818943076403,,tomato,3,0.2,30.0
4132,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.500000000000256,,,2,1.0,12.0,26.301095558849113,90.24523256761108,,tomato,3,0.2,30.0
4133,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,57.00000000000051,,,2,1.0,12.0,25.406418904926625,89.37227570445815,,tomato,3,0.2,30.0
4134,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,57.50000000000077,,,2,1.0,12.0,24.511742251004137,88.49931884130521,,tomato,3,0.2,30.0
4135,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,58.00000000000102,,,2,1.0,12.0,24.18864142782259,87.38134503761131,,tomato,3,0.2,30.0
4136,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,58.50000000000128,,,2,1.0,12.0,24.17331220580924,86.13143903516459,,tomato,3,0.2,30.0
4137,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,59.000000000001535,,,2,1.0,12.0,24.15798298379589,84.88153303271787,,tomato,3,0.2,30.0
4138,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,59.50000000000179,,,2,1.0,12.0,24.14265376178254,83.63162703027115,,tomato,3,0.2,30.0
4139,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,60.000000000002046,,,2,1.0,12.0,24.12732453976919,82.38172102782443,,tomato,3,0.2,30.0
4140,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,60.5000000000023,,,2,1.0,12.0,24.11199531775584,81.1318150253777,,tomato,3,0.2,30.0
4141,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,61.00000000000256,,,2,1.0,12.0,24.096666095742492,79.88190902293098,,tomato,3,0.2,30.0
4142,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,61.500000000002814,,,2,1.0,12.0,24.081336873729143,78.63200302048426,,tomato,3,0.2,30.0
4143,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,62.00000000000307,,,2,1.0,12.0,24.066007651715793,77.38209701803754,,tomato,3,0.2,30.0
4144,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,62.500000000003325,,,2,1.0,12.0,24.050678429702444,76.13219101559082,,tomato,3,0.2,30.0
4145,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,63.00000000000358,,,2,1.0,12.0,24.035349207689094,74.8822850131441,,tomato,3,0.2,30.0
4146,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,63.50000000000384,,,2,1.0,12.0,24.020019985675745,73.63237901069738,,tomato,3,0.2,30.0
4147,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,64.00000000000409,,,2,1.0,12.0,24.00469076366237,72.38247300825066,,tomato,3,0.2,30.0
4148,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,64.50000000000364,,,2,1.0,12.0,24.00223448973814,71.13248711946738,,tomato,3,0.2,30.0
4149,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,65.00000000000318,,,2,1.0,12.0,24.00204991253555,69.88248713309531,,tomato,3,0.2,30.0
4150,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,65.50000000000273,,,2,1.0,12.0,24.001865335332962,68.63248714672324,,tomato,3,0.2,30.0
4151,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,66.00000000000227,,,2,1.0,12.0,24.001680758130373,67.38248716035116,,tomato,3,0.2,30.0
4152,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,66.50000000000182,,,2,1.0,12.0,24.001496180927784,66.13248717397909,,tomato,3,0.2,30.0
4153,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,67.00000000000136,,,2,1.0,12.0,24.001311603725195,64.88248718760701,,tomato,3,0.2,30.0
4154,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,67.50000000000091,,,2,1.0,12.0,24.00112702652249,63.632487201234724,,tomato,3,0.2,30.0
4155,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.00000000000045,,,2,1.0,12.0,24.000942449319723,62.38248721486194,,tomato,3,0.2,30.0
4156,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.5,,,2,1.0,12.0,24.000757872116957,61.132487228489154,,tomato,3,0.2,30.0
4157,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.99999999999955,,,2,1.0,12.0,24.00057329491419,59.88248724211637,,tomato,3,0.2,30.0
4158,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,69.49999999999909,,,2,1.0,12.0,24.000388717711424,58.632487255743584,,tomato,3,0.2,30.0
4159,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,69.99999999999864,,,2,1.0,12.0,24.000204140508657,57.3824872693708,,tomato,3,0.2,30.0
4160,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,70.49999999999818,,,2,1.0,12.0,24.000028681050754,56.132487282316745,,tomato,3,0.2,30.0
4161,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,70.99999999999773,,,2,1.0,12.0,24.000026458745214,54.88248728231859,,tomato,3,0.2,30.0
4162,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,71.49999999999727,,,2,1.0,12.0,24.000024236439675,53.63248728232044,,tomato,3,0.2,30.0
4163,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,71.99999999999682,,,2,1.0,12.0,24.000022014134306,52.38248728232229,,tomato,3,0.2,30.0
4164,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,72.49999999999636,,,2,1.0,12.0,24.000019791828944,51.132487282324135,,tomato,3,0.2,30.0
4165,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,72.99999999999591,,,2,1.0,12.0,24.000017569523582,49.88248728232598,,tomato,3,0.2,30.0
4166,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,73.49999999999545,,,2,1.0,12.0,24.00001534721822,48.63248728232783,,tomato,3,0.2,30.0
4167,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,73.999999999995,,,2,1.0,12.0,24.000013124912858,47.38248728232968,,tomato,3,0.2,30.0
4168,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,74.49999999999454,,,2,1.0,12.0,24.000010902607496,46.132487282331525,,tomato,3,0.2,30.0
4169,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,74.99999999999409,,,2,1.0,12.0,24.000008680302134,44.88248728233337,,tomato,3,0.2,30.0
4170,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,75.49999999999363,,,2,1.0,12.0,24.000006457996772,43.63248728233522,,tomato,3,0.2,30.0
4171,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,75.99999999999318,,,2,1.0,12.0,24.00000423569141,42.38248728233707,,tomato,3,0.2,30.0
4172,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,76.49999999999272,,,2,1.0,12.0,24.000002013386048,41.132487282338914,,tomato,3,0.2,30.0
4173,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,76.99999999999227,,,2,1.0,12.0,24.0,40.0,,tomato,3,0.2,30.0
4174,0,1,,0,2,tomato,0.0,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,77.49999999999181,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4175,0,1,,0,2,tomato,0.008333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,77.99999999999136,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4176,0,1,,0,2,tomato,0.016666666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,78.4999999999909,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4177,0,1,,0,2,tomato,0.025,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,78.99999999999045,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4178,0,1,,0,2,tomato,0.03333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,79.49999999999,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4179,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,79.99999999998954,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4180,0,1,,0,2,tomato,0.049999999999999996,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,80.49999999998909,,,2,1.0,12.0,24.0,40.0,,,3,0.2,30.0
