tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a321d74b26a7b8cc_score,player_8b96d76e_x,player_8b96d76e_y,player_8b96d76e_move_target,player_8b96d76e_item,player_8b96d76e_score,player_8b96d76e_cut_speed,player_8b96d76e_speed,player_5718437c_x,player_5718437c_y,player_5718437c_move_target,player_5718437c_item,player_5718437c_score,player_5718437c_cut_speed,player_5718437c_speed
3999,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.00361614064174,46.49413651180369,,,5,1.0,30.0
4000,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.00314062618868,47.74413642135828,,,5,1.0,30.0
4001,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.002665111735624,48.994136330912866,,,5,1.0,30.0
4002,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.002189597282786,50.244136240467455,,,5,1.0,30.0
4003,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.001714082830084,51.494136150022044,,,5,1.0,30.0
4004,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.00123856837738,52.74413605957663,,,5,1.0,30.0
4005,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.00076305392468,53.99413596913122,,,5,1.0,30.0
4006,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.00028753947198,55.24413587868581,,,5,1.0,30.0
4007,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,5,1.0,30.0
4008,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4009,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4010,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4011,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4012,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4013,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4014,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4015,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4016,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4017,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4018,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4019,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4020,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4021,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4022,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4023,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4024,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4025,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4026,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4027,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4028,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4029,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4030,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4031,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4032,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4033,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,5,1.0,30.0
4034,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,54.749999999999716,,plate,5,1.0,30.0
4035,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,53.49999999999943,,plate,5,1.0,30.0
4036,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,52.24999999999915,,plate,5,1.0,30.0
4037,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,50.99999999999886,,plate,5,1.0,30.0
4038,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,49.74999999999858,,plate,5,1.0,30.0
4039,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,48.499999999998295,,plate,5,1.0,30.0
4040,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,47.24999999999801,,plate,5,1.0,30.0
4041,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,45.999999999997726,,plate,5,1.0,30.0
4042,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,44.74999999999744,,plate,5,1.0,30.0
4043,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,43.49999999999716,,plate,5,1.0,30.0
4044,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,42.249999999996874,,plate,5,1.0,30.0
4045,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.99999999999659,,plate,5,1.0,30.0
4046,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,plate,5,1.0,30.0
4047,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4048,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4049,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4050,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4051,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4052,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4053,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4054,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4055,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4056,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4057,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4058,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4059,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4060,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4061,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4062,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4063,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4064,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4065,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4066,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4067,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4068,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4069,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4070,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4071,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4072,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4073,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4074,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4075,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4076,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4077,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4078,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
4079,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,54.749999999999716,,tomato_cut,1,1.0,30.0,56.0,40.0,,,5,1.0,30.0
