tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e478e72b3bb853c0_score,player_7a1d24fb_x,player_7a1d24fb_y,player_7a1d24fb_move_target,player_7a1d24fb_item,player_7a1d24fb_score,player_7a1d24fb_cut_speed,player_7a1d24fb_speed,player_46820551_x,player_46820551_y,player_46820551_move_target,player_46820551_item,player_46820551_score,player_46820551_cut_speed,player_46820551_speed,3284caf7de673929_score,e22dfb645001a75e_message,e0eec521a53e3f6c_score
6295,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.20088479355053,39.99835011418613,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6296,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.70088479897527,39.9984237639835,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6297,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.2008848044,39.998497413780875,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6298,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.70088480982474,39.99857106357825,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6299,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.20088481524948,39.99864471337562,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6300,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.70088482067422,39.99871836317299,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6301,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.20088482609896,39.99879201297036,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6302,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7008848315237,39.998865662767734,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6303,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.20088483694843,39.998939312565106,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6304,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.70088484237317,39.999012962362826,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6305,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.20088484779791,39.99908661216055,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6306,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.70088485322265,39.99916026195828,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6307,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.20088485864738,39.99923391175601,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6308,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.70088486407212,39.999307561553735,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6309,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.20088486949686,39.99938121135146,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6310,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.7008848749216,39.99945486114919,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6311,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.20088488034634,39.99952851094692,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6312,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.70088488577107,39.999602160744644,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6313,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.20088489119581,39.99967581054237,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6314,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.70088489662055,39.9997494603401,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6315,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.20088490204529,39.999823110137825,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6316,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.70088490747003,39.99989675993555,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6317,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.20088491289476,39.99997040973328,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6318,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.84374432283794,40.347853317081785,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6319,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.48804675706917,40.69924944925404,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6320,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.1323491913004,41.050645581426295,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6321,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.77665162553164,41.40204171359855,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6322,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.42095405976288,41.753437845770804,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6323,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.06525649399411,42.10483397794306,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6324,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.70955892822535,42.456230110115314,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6325,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.35386136245658,42.80762624228757,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6326,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.99816379668782,43.15902237445982,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6327,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.64246623091906,43.51041850663208,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6328,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.28676866515029,43.86181463880433,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6329,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.93107109938153,44.21321077097659,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6330,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.57537353361276,44.56460690314884,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6331,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.219675967844,44.9160030353211,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6332,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.86397840207523,45.26739916749335,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6333,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.50828083630647,45.61879529966561,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6334,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.1525832705377,45.97019143183786,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6335,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.79688570476894,46.321587564010116,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6336,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.44118813900018,46.67298369618237,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6337,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.08549057323141,47.024379828354625,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6338,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.72979300746265,47.37577596052688,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6339,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.37409544169388,47.727172092699135,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6340,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.01839787592512,48.07856822487139,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6341,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.66270031015568,48.429964357043644,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6342,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.3070027443862,48.7813604892159,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6343,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.95130517861673,49.132756621388154,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6344,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.59560761284725,49.48415275356041,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6345,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.23991004707778,49.83554888573266,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6346,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.8842124813083,50.18694501790539,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6347,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.52851491553883,50.538341150078274,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6348,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.17281734976935,50.88973728225116,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6349,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.81711978399988,51.241133414424056,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6350,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.4614222182304,51.59252954659694,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6351,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.10572465246093,51.94392567876983,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6352,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75002708669145,52.29532181094272,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6353,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.39432952092198,52.646717943115604,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6354,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.0386319551525,52.99811407528849,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6355,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.68293438938303,53.349510207461385,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6356,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.32723682361355,53.70090633963427,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6357,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.97153925784408,54.05230247180716,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
6358,test,True,0,1,None_cut,3.224999999999991,3,0,2,,0.0,0,1,0,None_cut,3.324999999999991,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.6158416920746,54.40369860398005,,plate,1,1.0,12.0,136.0,24.0,,plate,3,0.2,30.0,,,4.0
