tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7ddde4b0e533b50_score,player_c151fb93_x,player_c151fb93_y,player_c151fb93_move_target,player_c151fb93_item,player_c151fb93_score,player_c151fb93_cut_speed,player_c151fb93_speed,player_9fe73dda_x,player_9fe73dda_y,player_9fe73dda_move_target,player_9fe73dda_item,player_9fe73dda_score,player_9fe73dda_cut_speed,player_9fe73dda_speed
4020,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,71.87983173883686,24.31621556657754,,tomato,7,1.0,30.0,24.0,42.50000000000057,,tomato_cut,2,1.0,30.0
4021,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,70.9904754578381,25.19459214040404,,tomato,7,1.0,30.0,24.0,43.75000000000085,,tomato_cut,2,1.0,30.0
4022,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,70.10111917683935,26.07296871423054,,tomato,7,1.0,30.0,24.0,45.00000000000114,,tomato_cut,2,1.0,30.0
4023,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,69.2117628958406,26.95134528805704,,tomato,7,1.0,30.0,24.0,46.25000000000142,,tomato_cut,2,1.0,30.0
4024,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,68.32240661484184,27.82972186188354,,tomato,7,1.0,30.0,24.0,47.500000000001705,,tomato_cut,2,1.0,30.0
4025,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,67.43305033384308,28.708098435710042,,tomato,7,1.0,30.0,24.0,48.75000000000199,,tomato_cut,2,1.0,30.0
4026,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,66.54369405284433,29.586475009536542,,tomato,7,1.0,30.0,24.0,50.000000000002274,,tomato_cut,2,1.0,30.0
4027,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,65.65433777184558,30.464851583363043,,tomato,7,1.0,30.0,24.0,51.25000000000256,,tomato_cut,2,1.0,30.0
4028,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,64.76498149084682,31.343228157189543,,tomato,7,1.0,30.0,24.0,52.50000000000284,,tomato_cut,2,1.0,30.0
4029,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,63.87562520984797,32.22160473101604,,tomato,7,1.0,30.0,24.0,53.750000000003126,,tomato_cut,2,1.0,30.0
4030,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,62.9862689288485,33.099981304842544,,tomato,7,1.0,30.0,24.0,55.00000000000341,,tomato_cut,2,1.0,30.0
4031,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,62.09691264784904,33.978357878669044,,tomato,7,1.0,30.0,24.0,56.250000000003695,,tomato_cut,2,1.0,30.0
4032,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,61.20755636684957,34.856734452495544,,tomato,7,1.0,30.0,24.0,57.50000000000398,,tomato_cut,2,1.0,30.0
4033,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,60.31820008585011,35.735111026322045,,tomato,7,1.0,30.0,24.0,58.75000000000426,,tomato_cut,2,1.0,30.0
4034,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,59.42884380485064,36.613487600148545,,tomato,7,1.0,30.0,24.0,60.00000000000455,,tomato_cut,2,1.0,30.0
4035,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,58.53948752385118,37.491864173975046,,tomato,7,1.0,30.0,24.0,61.25000000000483,,tomato_cut,2,1.0,30.0
4036,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,57.650131242851714,38.370240747801546,,tomato,7,1.0,30.0,24.0,62.500000000005116,,tomato_cut,2,1.0,30.0
4037,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.76077496185225,39.24861732162794,,tomato,7,1.0,30.0,24.0,63.7500000000054,,tomato_cut,2,1.0,30.0
4038,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,tomato,7,1.0,30.0,24.0,65.00000000000568,,tomato_cut,2,1.0,30.0
4039,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,66.25000000000597,,tomato_cut,2,1.0,30.0
4040,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,67.50000000000625,,tomato_cut,2,1.0,30.0
4041,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,68.75000000000654,,tomato_cut,2,1.0,30.0
4042,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,70.00000000000682,,tomato_cut,2,1.0,30.0
4043,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,71.2500000000071,,tomato_cut,2,1.0,30.0
4044,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,72.50000000000739,,tomato_cut,2,1.0,30.0
4045,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,73.75000000000767,,tomato_cut,2,1.0,30.0
4046,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,75.00000000000796,,tomato_cut,2,1.0,30.0
4047,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,76.25000000000824,,tomato_cut,2,1.0,30.0
4048,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,77.50000000000853,,tomato_cut,2,1.0,30.0
4049,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,78.75000000000881,,tomato_cut,2,1.0,30.0
4050,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,80.0000000000091,,tomato_cut,2,1.0,30.0
4051,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,81.25000000000938,,tomato_cut,2,1.0,30.0
4052,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,82.50000000000966,,tomato_cut,2,1.0,30.0
4053,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,83.75000000000995,,tomato_cut,2,1.0,30.0
4054,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,85.00000000001023,,tomato_cut,2,1.0,30.0
4055,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,86.25000000001052,,tomato_cut,2,1.0,30.0
4056,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,87.5000000000108,,tomato_cut,2,1.0,30.0
4057,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,tomato_cut,2,1.0,30.0
4058,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4059,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4060,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4061,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4062,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4063,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4064,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4065,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4066,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4067,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,40.0,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4068,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,41.250000000000284,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4069,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,42.50000000000057,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4070,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,43.75000000000085,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4071,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,45.00000000000114,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4072,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,46.25000000000142,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4073,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,47.500000000001705,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4074,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,48.75000000000199,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4075,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,50.000000000002274,,,7,1.0,30.0,24.0,88.0,,,2,1.0,30.0
4076,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,51.25000000000256,,,7,1.0,30.0,24.0,86.74999999999972,,,2,1.0,30.0
4077,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,52.50000000000284,,,7,1.0,30.0,24.0,85.49999999999943,,,2,1.0,30.0
4078,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,53.750000000003126,,,7,1.0,30.0,24.0,84.24999999999915,,,2,1.0,30.0
4079,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,55.00000000000341,,,7,1.0,30.0,24.0,82.99999999999886,,,2,1.0,30.0
4080,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,56.250000000003695,,,7,1.0,30.0,24.0,81.74999999999858,,,2,1.0,30.0
4081,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,57.50000000000398,,,7,1.0,30.0,24.0,80.4999999999983,,,2,1.0,30.0
4082,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,58.75000000000426,,,7,1.0,30.0,24.0,79.24999999999801,,,2,1.0,30.0
4083,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,60.00000000000455,,,7,1.0,30.0,24.0,77.99999999999773,,,2,1.0,30.0
4084,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,61.25000000000483,,,7,1.0,30.0,24.0,76.74999999999744,,,2,1.0,30.0
4085,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,62.500000000005116,,,7,1.0,30.0,24.0,75.49999999999716,,,2,1.0,30.0
4086,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,63.7500000000054,,,7,1.0,30.0,24.0,74.24999999999687,,,2,1.0,30.0
4087,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,65.00000000000568,,,7,1.0,30.0,24.0,72.99999999999659,,,2,1.0,30.0
4088,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,66.25000000000597,,,7,1.0,30.0,24.0,71.7499999999963,,,2,1.0,30.0
4089,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,67.50000000000625,,,7,1.0,30.0,24.0,70.49999999999602,,,2,1.0,30.0
4090,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,68.75000000000654,,,7,1.0,30.0,24.0,69.24999999999574,,,2,1.0,30.0
4091,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,70.00000000000682,,,7,1.0,30.0,24.0,67.99999999999545,,,2,1.0,30.0
4092,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,71.2500000000071,,,7,1.0,30.0,24.0,66.74999999999517,,,2,1.0,30.0
4093,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,72.50000000000739,,,7,1.0,30.0,24.0,65.49999999999488,,,2,1.0,30.0
4094,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.9999999999999942,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,56.0,73.75000000000767,,,7,1.0,30.0,24.0,64.2499999999946,,,2,1.0,30.0
