tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa58fbb5e538276c_score,player_12178d43_x,player_12178d43_y,player_12178d43_move_target,player_12178d43_item,player_12178d43_score,player_12178d43_cut_speed,player_12178d43_speed,player_21d3b850_x,player_21d3b850_y,player_21d3b850_move_target,player_21d3b850_item,player_21d3b850_score,player_21d3b850_cut_speed,player_21d3b850_speed
3881,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3882,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3883,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3884,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3885,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3886,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3887,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3888,0,1,,0,2,tomato,0.0,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3889,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3890,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3891,0,1,,0,2,tomato,0.125,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3892,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3893,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3894,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3895,0,1,,0,2,tomato,0.29166666666666663,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3896,0,1,,0,2,tomato,0.3333333333333333,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3897,0,1,,0,2,tomato,0.375,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3898,0,1,,0,2,tomato,0.4166666666666667,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3899,0,1,,0,2,tomato,0.45833333333333337,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
3900,0,1,,0,2,tomato,0.5,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,102.74999999999972,24.0,,plate,6,1.0,30.0
3901,0,1,,0,2,tomato,0.5416666666666666,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,101.49999999999943,24.0,,plate,6,1.0,30.0
3902,0,1,,0,2,tomato,0.5833333333333333,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,100.24999999999915,24.0,,plate,6,1.0,30.0
3903,0,1,,0,2,tomato,0.6249999999999999,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,98.99999999999886,24.0,,plate,6,1.0,30.0
3904,0,1,,0,2,tomato,0.6666666666666665,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,97.74999999999858,24.0,,plate,6,1.0,30.0
3905,0,1,,0,2,tomato,0.7083333333333331,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,96.4999999999983,24.0,,plate,6,1.0,30.0
3906,0,1,,0,2,tomato,0.7499999999999998,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,95.24999999999801,24.0,,plate,6,1.0,30.0
3907,0,1,,0,2,tomato,0.7916666666666664,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,93.99999999999773,24.0,,plate,6,1.0,30.0
3908,0,1,,0,2,tomato,0.833333333333333,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,92.74999999999744,24.0,,plate,6,1.0,30.0
3909,0,1,,0,2,tomato,0.8749999999999997,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,91.49999999999716,24.0,,plate,6,1.0,30.0
3910,0,1,,0,2,tomato,0.9166666666666663,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,90.24999999999687,24.0,,plate,6,1.0,30.0
3911,0,1,,0,2,tomato,0.9583333333333329,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,88.99999999999659,24.0,,plate,6,1.0,30.0
3912,0,1,,0,2,tomato,0.9999999999999996,0,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,87.7499999999963,24.0,,plate,6,1.0,30.0
3913,0,1,,0,2,tomato,1.0416666666666663,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,86.49999999999602,24.0,,plate,6,1.0,30.0
3914,0,1,,0,2,tomato,1.083333333333333,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,85.24999999999574,24.0,,plate,6,1.0,30.0
3915,0,1,,0,2,tomato,1.1249999999999998,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,83.99999999999545,24.0,,plate,6,1.0,30.0
3916,0,1,,0,2,tomato,1.1666666666666665,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,82.74999999999517,24.0,,plate,6,1.0,30.0
3917,0,1,,0,2,tomato,1.2083333333333333,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,81.49999999999488,24.0,,plate,6,1.0,30.0
3918,0,1,,0,2,tomato,1.25,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,80.2499999999946,24.0,,plate,6,1.0,30.0
3919,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,78.99999999999432,24.0,,plate,6,1.0,30.0
3920,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,77.74999999999403,24.0,,plate,6,1.0,30.0
3921,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,76.49999999999375,24.0,,plate,6,1.0,30.0
3922,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,75.24999999999346,24.0,,plate,6,1.0,30.0
3923,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,73.99999999999318,24.0,,plate,6,1.0,30.0
3924,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,72.7499999999929,24.0,,plate,6,1.0,30.0
3925,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,71.70196048263347,24.49189088134284,,plate,6,1.0,30.0
3926,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,70.81260420163471,25.37026745516934,,plate,6,1.0,30.0
3927,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,69.92324792063596,26.24864402899584,,plate,6,1.0,30.0
3928,0,1,,0,2,tomato,1.6666666666666674,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,69.0338916396372,27.12702060282234,,plate,6,1.0,30.0
3929,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,68.14453535863845,28.00539717664884,,plate,6,1.0,30.0
3930,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,67.2551790776397,28.883773750475342,,plate,6,1.0,30.0
3931,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,66.36582279664094,29.762150324301842,,plate,6,1.0,30.0
3932,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,65.47646651564219,30.640526898128343,,plate,6,1.0,30.0
3933,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,64.58711023464343,31.518903471954843,,plate,6,1.0,30.0
3934,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,63.69775395364444,32.39728004578134,,plate,6,1.0,30.0
3935,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,62.80839767264497,33.275656619607844,,plate,6,1.0,30.0
3936,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,61.91904139164551,34.154033193434344,,plate,6,1.0,30.0
3937,0,1,,0,2,tomato,2.041666666666668,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,61.02968511064632,35.032409767260845,,plate,6,1.0,30.0
3938,0,1,,0,2,tomato,2.0833333333333344,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,60.14032882964735,35.910786341087345,,plate,6,1.0,30.0
3939,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,59.25097254864839,36.789162914913845,,plate,6,1.0,30.0
3940,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,58.361616267649424,37.667539488740346,,plate,6,1.0,30.0
3941,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,57.47225998665046,38.545916062566846,,plate,6,1.0,30.0
3942,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.582903705651496,39.424292636393346,,plate,6,1.0,30.0
3943,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,plate,6,1.0,30.0
3944,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3945,0,1,,0,2,tomato,2.375,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3946,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3947,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3948,0,1,,0,2,tomato,2.4999999999999996,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3949,0,1,,0,2,tomato,2.541666666666666,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3950,0,1,,0,2,tomato,2.5833333333333326,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3951,0,1,,0,2,tomato,2.624999999999999,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3952,0,1,,0,2,tomato,2.6666666666666656,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3953,0,1,,0,2,tomato,2.708333333333332,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3954,0,1,,0,2,tomato,2.7499999999999987,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3955,0,1,,0,2,tomato,2.791666666666665,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3956,0,1,,0,2,tomato,2.8333333333333317,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3957,0,1,,0,2,tomato,2.8749999999999982,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3958,0,1,,0,2,tomato,2.9166666666666647,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3959,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
3960,0,1,,0,2,tomato,2.999999999999998,2,0,3,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,6,1.0,30.0
