tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8b90388d2891ba80_score,player_9bbbbad2_x,player_9bbbbad2_y,player_9bbbbad2_move_target,player_9bbbbad2_item,player_9bbbbad2_score,player_9bbbbad2_cut_speed,player_9bbbbad2_speed,player_cfeae09b_x,player_cfeae09b_y,player_cfeae09b_move_target,player_cfeae09b_item,player_cfeae09b_score,player_cfeae09b_cut_speed,player_cfeae09b_speed,c94bfa61358d2a87_score,acc9f81c8792391f_message,d4a0e16604d314e9_score
5990,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.046970208826984,135.65366328482355,,,1,1.0,12.0,78.50000000000512,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5991,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.68905785886289,135.30452327029707,,,1,1.0,12.0,79.7500000000054,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5992,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.33114550889879,134.95538325577058,,,1,1.0,12.0,81.00000000000568,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5993,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.9732331589347,134.6062432412441,,,1,1.0,12.0,82.25000000000597,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5994,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.6153208089706,134.25710322671762,,,1,1.0,12.0,83.50000000000625,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5995,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.257408459006506,133.90796321219113,,,1,1.0,12.0,84.75000000000654,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5996,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.89949610904241,133.55882319766465,,,1,1.0,12.0,86.00000000000682,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5997,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.541583759078314,133.20968318313817,,,1,1.0,12.0,87.2500000000071,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5998,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.18367140911422,132.86054316861168,,,1,1.0,12.0,88.0,40.0,,tomato_salad,1,0.2,30.0,,,2.0
5999,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.82575905915012,132.5114031540852,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6000,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.46784670918603,132.16226313955872,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6001,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.10993435922193,131.81312312503223,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6002,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.752022009257836,131.46398311050575,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6003,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.39410965929374,131.11484309597927,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6004,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.03619730932981,130.76570308145278,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6005,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.67828495936589,130.4165630669263,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6006,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.32037260940198,130.06742305239982,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6007,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.96246025943806,129.71828303787333,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6008,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.60454790947414,129.36914302334685,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6009,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.246635559510224,129.02000300882037,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6010,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.888723209546306,128.67086299429388,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6011,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.530810859582395,128.3217229797674,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6012,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.17289850961848,127.97258296524092,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6013,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.81498615965465,127.62344295071443,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6014,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.45707380969091,127.27430293618795,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6015,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.09916145972717,126.92516292166147,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6016,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.74124910976343,126.57602290713498,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6017,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.38333675979969,126.2268828926085,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6018,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.02542440983595,125.87774287808202,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6019,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.66751205987221,125.52860286355553,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6020,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.30959970990847,125.17946284902905,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6021,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.951687359944728,124.83032283450257,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6022,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.593775009980988,124.48118281997608,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6023,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.235862660017247,124.1320428054496,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6024,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.877950310053507,123.78290279092312,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6025,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.520037960089766,123.43376277639663,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6026,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.162125610126026,123.08462276187015,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6027,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.804213260162285,122.73548274734367,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6028,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.44630091019838,122.38634273281718,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6029,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.088388560234286,122.0372027182907,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6030,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.73047621027019,121.68806270376422,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6031,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.372563860306094,121.33892268923773,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6032,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.014651510342,120.98978267471125,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6033,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.656739160377903,120.64064266018477,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6034,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.298826810413807,120.29150264565887,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6035,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.194196393639636,119.83377051463893,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6036,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.188064506439325,119.33380811609342,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6037,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.181932619239014,118.83384571754792,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6038,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.175800732038702,118.33388331900241,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6039,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.16966884483839,117.8339209204569,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6040,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.16353695763808,117.3339585219114,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6041,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.15740507043777,116.83399612336589,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6042,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.151273183237457,116.33403372482039,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6043,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.145141296037146,115.83407132627488,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6044,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.139009408836834,115.33410892772937,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6045,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.132877521636523,114.83414652918387,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6046,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.12674563443621,114.33418413063836,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6047,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.1206137472359,113.83422173209286,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6048,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.11448186003559,113.33425933354735,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6049,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.108349972835263,112.83429693500184,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6050,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.102218085634775,112.33433453645634,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6051,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.096086198434286,111.83437213791083,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6052,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.089954311233797,111.33440973936533,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6053,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.083822424033308,110.83444734081982,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
6054,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,None_cut,3.4249999999999905,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.077690536832815,110.33448494227432,,,1,1.0,12.0,88.0,40.0,,,2,0.2,30.0,,,3.0
