tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aec32225e7c6947c_score,player_064638ed_x,player_064638ed_y,player_064638ed_move_target,player_064638ed_item,player_064638ed_score,player_064638ed_cut_speed,player_064638ed_speed,player_ac9a300e_x,player_ac9a300e_y,player_ac9a300e_move_target,player_ac9a300e_item,player_ac9a300e_score,player_ac9a300e_cut_speed,player_ac9a300e_speed
3612,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.996375936657145,52.05137054742306,,plate,2,1.0,12.0,86.74999999999972,24.0,,tomato,4,0.2,30.0
3613,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.640704246195256,52.402792869713494,,plate,2,1.0,12.0,85.49999999999943,24.0,,tomato,4,0.2,30.0
3614,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.285032555733366,52.75421519200392,,plate,2,1.0,12.0,84.24999999999915,24.0,,tomato,4,0.2,30.0
3615,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.92936086527148,53.10563751429435,,plate,2,1.0,12.0,82.99999999999886,24.0,,tomato,4,0.2,30.0
3616,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.57368917480959,53.45705983658478,,plate,2,1.0,12.0,81.74999999999858,24.0,,tomato,4,0.2,30.0
3617,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.2180174843477,53.80848215887521,,plate,2,1.0,12.0,80.4999999999983,24.0,,tomato,4,0.2,30.0
3618,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.86234579388581,54.15990448116564,,plate,2,1.0,12.0,79.24999999999801,24.0,,tomato,4,0.2,30.0
3619,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.50667410342392,54.51132680345607,,plate,2,1.0,12.0,77.99999999999773,24.0,,tomato,4,0.2,30.0
3620,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.15100241296203,54.8627491257465,,plate,2,1.0,12.0,76.74999999999744,24.0,,tomato,4,0.2,30.0
3621,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.79533072250014,55.21417144803693,,plate,2,1.0,12.0,75.49999999999716,24.0,,tomato,4,0.2,30.0
3622,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.43965903203825,55.56559377032736,,plate,2,1.0,12.0,74.24999999999687,24.0,,tomato,4,0.2,30.0
3623,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,plate,2,1.0,12.0,72.99999999999659,24.0,,tomato,4,0.2,30.0
3624,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,71.7499999999963,24.0,,tomato,4,0.2,30.0
3625,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,70.49999999999602,24.0,,tomato,4,0.2,30.0
3626,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,69.24999999999574,24.0,,tomato,4,0.2,30.0
3627,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,67.99999999999545,24.0,,tomato,4,0.2,30.0
3628,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,66.74999999999517,24.0,,tomato,4,0.2,30.0
3629,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,65.49999999999488,24.0,,tomato,4,0.2,30.0
3630,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,64.2499999999946,24.0,,tomato,4,0.2,30.0
3631,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,62.999999999994316,24.0,,tomato,4,0.2,30.0
3632,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,61.74999999999403,24.0,,tomato,4,0.2,30.0
3633,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,60.49999999999375,24.0,,tomato,4,0.2,30.0
3634,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,59.24999999999346,24.0,,tomato,4,0.2,30.0
3635,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,57.99999999999318,24.0,,tomato,4,0.2,30.0
3636,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,56.749999999992895,24.0,,tomato,4,0.2,30.0
3637,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,55.49999999999261,24.0,,tomato,4,0.2,30.0
3638,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,54.249999999992326,24.0,,tomato,4,0.2,30.0
3639,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,52.99999999999204,24.0,,tomato,4,0.2,30.0
3640,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,51.74999999999176,24.0,,tomato,4,0.2,30.0
3641,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,50.49999999999147,24.0,,tomato,4,0.2,30.0
3642,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,49.24999999999119,24.0,,tomato,4,0.2,30.0
3643,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,47.999999999990905,24.0,,tomato,4,0.2,30.0
3644,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,46.74999999999062,24.0,,tomato,4,0.2,30.0
3645,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,45.49999999999034,24.0,,tomato,4,0.2,30.0
3646,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,44.24999999999005,24.0,,tomato,4,0.2,30.0
3647,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,42.99999999998977,24.0,,tomato,4,0.2,30.0
3648,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,41.749999999989484,24.0,,tomato,4,0.2,30.0
3649,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,40.4999999999892,24.0,,tomato,4,0.2,30.0
3650,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,39.52408922643008,24.66756619610841,,tomato,4,0.2,30.0
3651,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,38.634732945431324,25.545942769935266,,tomato,4,0.2,30.0
3652,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,37.74537666443257,26.42431934376212,,tomato,4,0.2,30.0
3653,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,36.856020383433815,27.302695917588977,,tomato,4,0.2,30.0
3654,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,35.96666410243506,28.181072491415833,,tomato,4,0.2,30.0
3655,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.0,56.0,,,2,1.0,12.0,35.07730782143631,29.05944906524269,,tomato,4,0.2,30.0
3656,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.35355339059322,55.64644660940678,,,2,1.0,12.0,34.18795154043755,29.937825639069217,,tomato,4,0.2,30.0
3657,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.70710678118644,55.29289321881356,,,2,1.0,12.0,33.2985952594388,30.816202212895718,,tomato,4,0.2,30.0
3658,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.06066017177966,54.93933982822034,,,2,1.0,12.0,32.409238978440044,31.694578786722218,,tomato,4,0.2,30.0
3659,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.41421356237288,54.58578643762712,,,2,1.0,12.0,31.519882697441098,32.57295536054872,,tomato,4,0.2,30.0
3660,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,57.7677669529661,54.2322330470339,,,2,1.0,12.0,30.630526416441988,33.45133193437522,,tomato,4,0.2,30.0
3661,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.12132034355932,53.87867965644068,,,2,1.0,12.0,29.74117013544288,34.32970850820172,,tomato,4,0.2,30.0
3662,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.47487373415254,53.52512626584746,,,2,1.0,12.0,28.85181385444377,35.20808508202822,,tomato,4,0.2,30.0
3663,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.82842712474576,53.17157287525424,,,2,1.0,12.0,27.96245757344466,36.08646165585472,,tomato,4,0.2,30.0
3664,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.18198051533898,52.81801948466102,,,2,1.0,12.0,27.07310129244555,36.96483822968122,,tomato,4,0.2,30.0
3665,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.5355339059322,52.4644660940678,,,2,1.0,12.0,26.183745011446586,37.84321480350772,,tomato,4,0.2,30.0
3666,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.88908729652542,52.11091270347458,,,2,1.0,12.0,25.29438873044783,38.72159137733434,,tomato,4,0.2,30.0
3667,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,60.24264068711864,51.75735931288136,,,2,1.0,12.0,24.405032449449077,39.59996795116105,,tomato,4,0.2,30.0
3668,0,1,,0,2,None_cut,3.1249999999999916,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,60.59619407771186,51.40380592228814,,,2,1.0,12.0,24.0,40.0,,tomato,4,0.2,30.0
3669,0,1,,0,2,tomato,0.0,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,60.94974746830508,51.05025253169492,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3670,0,1,,0,2,tomato,0.008333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,61.3033008588983,50.6966991411017,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3671,0,1,,0,2,tomato,0.016666666666666666,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,61.656854249491516,50.343145750508484,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3672,0,1,,0,2,tomato,0.025,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,62.010407640084736,49.989592359915264,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3673,0,1,,0,2,tomato,0.03333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,62.363961030677956,49.636038969322044,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3674,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,62.717514421271176,49.282485578728824,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3675,0,1,,0,2,tomato,0.049999999999999996,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,63.071067811864395,48.928932188135605,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3676,0,1,,0,2,tomato,0.05833333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,63.424621202457615,48.575378797542385,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3677,0,1,,0,2,tomato,0.06666666666666667,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,63.778174593050835,48.221825406949165,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3678,0,1,,0,2,tomato,0.075,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,64.13172798364405,47.868272016355945,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3679,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,64.48528137423727,47.514718625762725,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3680,0,1,,0,2,tomato,0.09166666666666666,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,64.8388347648305,47.161165235169506,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3681,0,1,,0,2,tomato,0.09999999999999999,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,65.19238815542371,46.807611844576286,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3682,0,1,,0,2,tomato,0.10833333333333332,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,65.54594154601693,46.454058453983066,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3683,0,1,,0,2,tomato,0.11666666666666665,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,65.89949493661015,46.100505063389846,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3684,0,1,,0,2,tomato,0.12499999999999999,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,66.25304832720337,45.74695167279663,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3685,0,1,,0,2,tomato,0.13333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,66.6066017177966,45.39339828220341,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3686,0,1,,0,2,tomato,0.14166666666666666,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,66.96015510838981,45.03984489161019,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3687,0,1,,0,2,tomato,0.15,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,67.31370849898303,44.68629150101697,,,2,1.0,12.0,24.0,40.0,,,4,0.2,30.0
