tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74d21527e48348bc_score,player_e107d331_x,player_e107d331_y,player_e107d331_move_target,player_e107d331_item,player_e107d331_score,player_e107d331_cut_speed,player_e107d331_speed,player_b2b40133_x,player_b2b40133_y,player_b2b40133_move_target,player_b2b40133_item,player_b2b40133_score,player_b2b40133_cut_speed,player_b2b40133_speed
3787,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.88585600878248,65.34211187531216,,,2,1.0,15.0,40.00000645799626,43.632487282333415,,plate,2,0.5,30.0
3788,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.89349182722118,64.71715852163189,,,2,1.0,15.0,40.00000423569107,42.38248728233526,,plate,2,0.5,30.0
3789,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.90112764565988,64.09220516795162,,,2,1.0,15.0,40.00000201338589,41.13248728233711,,plate,2,0.5,30.0
3790,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.90876346409858,63.46725181427074,,,2,1.0,15.0,39.7803718018292,39.97268219400973,,plate,2,0.5,30.0
3791,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.91639928253728,62.84229846058976,,,2,1.0,15.0,38.901857622518,39.08346184069466,,plate,2,0.5,30.0
3792,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.92403510097598,62.21734510690878,,,2,1.0,15.0,38.023343443206805,38.19424148737959,,plate,2,0.5,30.0
3793,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.93167091941469,61.5923917532278,,,2,1.0,15.0,37.14482926389561,37.305021134064525,,plate,2,0.5,30.0
3794,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.93930673785339,60.96743839954682,,,2,1.0,15.0,36.26631508458441,36.41580078074946,,plate,2,0.5,30.0
3795,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.94694255629209,60.34248504586584,,,2,1.0,15.0,35.38780090527322,35.52658042743439,,plate,2,0.5,30.0
3796,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.95457837473079,59.71753169218486,,,2,1.0,15.0,34.50928672596202,34.63736007411932,,plate,2,0.5,30.0
3797,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.96221419316949,59.092578338503884,,,2,1.0,15.0,33.630772546650824,33.748139720804254,,plate,2,0.5,30.0
3798,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.96985001160819,58.467624984822905,,,2,1.0,15.0,32.75225836733968,32.858919367489186,,plate,2,0.5,30.0
3799,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.97748583004689,57.842671631141926,,,2,1.0,15.0,31.873744188028848,31.969699014174118,,plate,2,0.5,30.0
3800,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.98512164848559,57.217718277460946,,,2,1.0,15.0,30.995230008718007,31.08047866085905,,plate,2,0.5,30.0
3801,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99275746692429,56.59276492377997,,,2,1.0,15.0,30.116715829407166,30.191258307543983,,plate,2,0.5,30.0
3802,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99760275017348,55.96779431356703,,,2,1.0,15.0,29.238201650096325,29.302037954228915,,plate,2,0.5,30.0
3803,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99769658161352,55.3427943206105,,,2,1.0,15.0,28.359687470785484,28.412817600913847,,plate,2,0.5,30.0
3804,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99779041305356,54.71779432765397,,,2,1.0,15.0,27.481173291474644,27.52359724759878,,plate,2,0.5,30.0
3805,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99788424449359,54.09279433469744,,,2,1.0,15.0,26.602659112163803,26.63437689428371,,plate,2,0.5,30.0
3806,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99797807593292,53.467794341740905,,,2,1.0,15.0,25.724144932852962,25.745156540968644,,plate,2,0.5,30.0
3807,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99807190737225,52.84279434878437,,,2,1.0,15.0,24.84563075354212,24.855936187653576,,plate,2,0.5,30.0
3808,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99816573881158,52.21779435582784,,,2,1.0,15.0,24.0,24.0,,plate,2,0.5,30.0
3809,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99825957025091,51.59279436287131,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3810,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99835340169024,50.96779436991478,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3811,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99844723312957,50.342794376958246,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3812,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.9985410645689,49.717794384001714,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3813,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99863489600823,49.09279439104518,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3814,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99872872744756,48.46779439808865,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3815,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99882255888689,47.84279440513212,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3816,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99891639032622,47.217794412175586,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3817,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99901022176554,46.592794419219054,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3818,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99910405320487,45.96779442626252,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3819,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.9991978846442,45.34279443330599,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3820,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99929171608353,44.71779444034946,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3821,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99938554752286,44.092794447392926,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3822,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99947937896219,43.467794454436394,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3823,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99957321040152,42.84279446147986,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3824,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99966704184085,42.21779446852333,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3825,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99976087328018,41.5927944755668,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3826,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99985470471951,40.967794482610266,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3827,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99994853615884,40.342794489653734,,,2,1.0,15.0,24.0,24.0,,,2,0.5,30.0
3828,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.33815551518609,39.856652611671535,,,2,1.0,15.0,25.24999999999993,24.0,,,2,0.5,30.0
3829,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.77735733050582,39.411987832967384,,,2,1.0,15.0,26.499999999999858,24.0,,,2,0.5,30.0
3830,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.21655914582556,38.96732305426323,,,2,1.0,15.0,27.749999999999787,24.0,,,2,0.5,30.0
3831,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.65576096114529,38.52265827555908,,,2,1.0,15.0,28.999999999999716,24.0,,,2,0.5,30.0
3832,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.09496277646502,38.07799349685493,,,2,1.0,15.0,30.249999999999645,24.0,,,2,0.5,30.0
3833,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.53416459178476,37.63332871815078,,,2,1.0,15.0,31.499999999999574,24.0,,,2,0.5,30.0
3834,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.97336640710449,37.18866393944663,,,2,1.0,15.0,32.749999999999716,24.0,,,2,0.5,30.0
3835,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.41256822242423,36.743999160742476,,,2,1.0,15.0,34.0,24.0,,,2,0.5,30.0
3836,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.85177003774396,36.299334382038325,,,2,1.0,15.0,35.250000000000284,24.0,,,2,0.5,30.0
3837,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.2909718530637,35.85466960333417,,,2,1.0,15.0,36.50000000000057,24.0,,,2,0.5,30.0
3838,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.73017366838343,35.41000482463002,,,2,1.0,15.0,37.75000000000085,24.0,,,2,0.5,30.0
3839,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.16937548370316,34.96534004592587,,,2,1.0,15.0,39.00000000000114,24.0,,,2,0.5,30.0
3840,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.6085772990229,34.52067526722172,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3841,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.04777911434263,34.07601048851757,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3842,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7708333333333341,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.48698092966237,33.63134570981342,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3843,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.7916666666666674,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.9261827449821,33.186680931109265,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3844,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.8125000000000007,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.36538456030183,32.742016152405114,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3845,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.833333333333334,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.80458637562157,32.29735137370096,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3846,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.8541666666666672,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.2437881909413,31.85268659499681,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3847,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.8750000000000004,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.68299000626104,31.40802181629266,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3848,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.8958333333333337,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.12219182158077,30.96335703758851,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3849,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.916666666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.5613936369005,30.518692258884357,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3850,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.9375000000000002,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.00059545222024,30.074027480180206,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3851,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.9583333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.43979726753997,29.629362701476055,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3852,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.9791666666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.8789990828597,29.184697922771903,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3853,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.0,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.31820089817944,28.740033144067752,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3854,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.0208333333333335,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.75740271349918,28.2953683653636,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3855,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.041666666666667,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.19660452881891,27.85070358665945,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3856,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.0625000000000004,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.63580634413864,27.406038807955163,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3857,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.083333333333334,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.07500815945838,26.961374029250656,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3858,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.1041666666666674,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.51420997477811,26.51670925054615,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3859,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.125000000000001,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.95341179009785,26.072044471841643,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
3860,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.1458333333333344,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.39261360541758,25.627379693137136,,,2,1.0,15.0,40.0,24.0,,,2,0.5,30.0
