tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3ca26eb00a8710d7_score,player_88d0e9ea_x,player_88d0e9ea_y,player_88d0e9ea_move_target,player_88d0e9ea_item,player_88d0e9ea_score,player_88d0e9ea_cut_speed,player_88d0e9ea_speed,player_877fb03b_x,player_877fb03b_y,player_877fb03b_move_target,player_877fb03b_item,player_877fb03b_score,player_877fb03b_cut_speed,player_877fb03b_speed
3961,0,1,,0,2,tomato,2.64166666666666,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.3856330766443,34.679214002708,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3962,0,1,,0,2,tomato,2.6499999999999932,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.0299447935451,35.030619530931126,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3963,0,1,,0,2,tomato,2.6583333333333266,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.6742565104459,35.38202505915425,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3964,0,1,,0,2,tomato,2.66666666666666,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.3185682273467,35.73343058737738,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3965,0,1,,0,2,tomato,2.674999999999993,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.962879944247504,36.0848361156005,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3966,0,1,,0,2,tomato,2.6833333333333265,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.607191661148306,36.43624164382363,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3967,0,1,,0,2,tomato,2.6916666666666598,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.25150337804911,36.78764717204675,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3968,0,1,,0,2,tomato,2.699999999999993,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.89581509494991,37.13905270026988,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3969,0,1,,0,2,tomato,2.7083333333333264,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.54012681185071,37.490458228493004,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3970,0,1,,0,2,tomato,2.7166666666666597,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.184438528751514,37.84186375671613,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3971,0,1,,0,2,tomato,2.724999999999993,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.828750245652316,38.193269284939454,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3972,0,1,,0,2,tomato,2.7333333333333263,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.47306196255312,38.54467481316304,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3973,0,1,,0,2,tomato,2.7416666666666596,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.11737367945392,38.896080341386636,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3974,0,1,,0,2,tomato,2.749999999999993,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.76168539635472,39.24748586961022,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3975,0,1,,0,2,tomato,2.758333333333326,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.40599711325552,39.59889139783381,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3976,0,1,,0,2,tomato,2.7666666666666595,2,0,3,None_cut,3.166666666666658,3,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,plate,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3977,0,1,,0,2,tomato,2.774999999999993,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3978,0,1,,0,2,tomato,2.783333333333326,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3979,0,1,,0,2,tomato,2.7916666666666594,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3980,0,1,,0,2,tomato,2.7999999999999927,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3981,0,1,,0,2,tomato,2.808333333333326,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3982,0,1,,0,2,tomato,2.8166666666666593,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3983,0,1,,0,2,tomato,2.8249999999999926,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3984,0,1,,0,2,tomato,2.833333333333326,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3985,0,1,,0,2,tomato,2.8416666666666592,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3986,0,1,,0,2,tomato,2.8499999999999925,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3987,0,1,,0,2,tomato,2.858333333333326,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3988,0,1,,0,2,tomato,2.866666666666659,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3989,0,1,,0,2,tomato,2.8749999999999925,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3990,0,1,,0,2,tomato,2.8833333333333258,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3991,0,1,,0,2,tomato,2.891666666666659,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3992,0,1,,0,2,tomato,2.8999999999999924,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3993,0,1,,0,2,tomato,2.9083333333333257,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3994,0,1,,0,2,tomato,2.916666666666659,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3995,0,1,,0,2,tomato,2.9249999999999923,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3996,0,1,,0,2,tomato,2.9333333333333256,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3997,0,1,,0,2,tomato,2.941666666666659,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3998,0,1,,0,2,tomato,2.949999999999992,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3999,0,1,,0,2,tomato,2.9583333333333255,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4000,0,1,,0,2,tomato,2.966666666666659,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4001,0,1,,0,2,tomato,2.974999999999992,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4002,0,1,,0,2,tomato,2.9833333333333254,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4003,0,1,,0,2,tomato,2.9916666666666587,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4004,0,1,,0,2,tomato,2.999999999999992,2,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4005,0,1,,0,2,tomato_cut,3.0083333333333253,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4006,0,1,,0,2,tomato_cut,3.0166666666666586,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4007,0,1,,0,2,tomato_cut,3.024999999999992,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4008,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4009,0,1,,0,2,tomato_cut,3.0416666666666585,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,40.0,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4010,0,1,,0,2,tomato_cut,3.049999999999992,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.35355339059322,39.64644660940678,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4011,0,1,,0,2,tomato_cut,3.058333333333325,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.70710678118644,39.29289321881356,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4012,0,1,,0,2,tomato_cut,3.0666666666666584,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.06066017177966,38.93933982822034,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4013,0,1,,0,2,tomato_cut,3.0749999999999917,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.41421356237288,38.58578643762712,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4014,0,1,,0,2,tomato_cut,3.083333333333325,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.7677669529661,38.2322330470339,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4015,0,1,,0,2,tomato_cut,3.0916666666666583,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.12132034355932,37.87867965644068,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4016,0,1,,0,2,tomato_cut,3.0999999999999917,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.47487373415254,37.52512626584746,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4017,0,1,,0,2,tomato_cut,3.108333333333325,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.82842712474576,37.17157287525424,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4018,0,1,,0,2,tomato_cut,3.1166666666666583,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.18198051533898,36.81801948466102,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4019,0,1,,0,2,tomato_cut,3.1249999999999916,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.5355339059322,36.4644660940678,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4020,0,1,,0,2,tomato_cut,3.133333333333325,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.88908729652542,36.11091270347458,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4021,0,1,,0,2,tomato_cut,3.141666666666658,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.24264068711864,35.75735931288136,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4022,0,1,,0,2,tomato_cut,3.1499999999999915,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.59619407771186,35.40380592228814,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4023,0,1,,0,2,tomato_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.94974746830508,35.05025253169492,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4024,0,1,,0,2,tomato_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.3033008588983,34.6966991411017,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4025,0,1,,0,2,tomato_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.656854249491516,34.343145750508484,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4026,0,1,,0,2,tomato_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.010407640084736,33.989592359915264,,,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4027,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.363961030677956,33.636038969322044,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4028,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.717514421271176,33.282485578728824,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4029,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.071067811864395,32.928932188135605,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4030,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.424621202457615,32.575378797542385,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4031,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.778174593050835,32.221825406949165,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4032,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.13172798364405,31.868272016355945,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4033,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.48528137423727,31.514718625762725,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4034,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.8388347648305,31.161165235169506,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4035,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.19238815542371,30.807611844576286,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
4036,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,None_cut,3.166666666666658,3,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.54594154601693,30.454058453983066,,,1,1.0,12.0,24.0,40.0,,tomato_cut,3,0.2,30.0
