tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d695caff657b08d1_score,player_3dc25d5e_x,player_3dc25d5e_y,player_3dc25d5e_move_target,player_3dc25d5e_item,player_3dc25d5e_score,player_3dc25d5e_cut_speed,player_3dc25d5e_speed,player_8e0f7d92_x,player_8e0f7d92_y,player_8e0f7d92_move_target,player_8e0f7d92_item,player_8e0f7d92_score,player_8e0f7d92_cut_speed,player_8e0f7d92_speed,64d953e6405a43eb_score,16f5debf317c3c6c_message,b22d52751c9f2da3_score
6656,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6657,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.666666666666662,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6658,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6659,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6660,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6661,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6662,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.88388347648305,55.11611652351695,,tomato_salad,7,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,8.0
6663,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.7677669529661,54.2322330470339,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6664,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.65165042944915,53.34834957055085,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6665,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.5355339059322,52.4644660940678,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6666,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.41941738241525,51.58058261758475,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6667,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.3033008588983,50.6966991411017,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6668,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.187184335381346,49.812815664618654,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6669,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.071067811864395,48.928932188135605,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6670,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.954951288347445,48.045048711652555,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6671,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.8388347648305,47.161165235169506,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6672,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.72271824131354,46.277281758686456,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6673,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.6066017177966,45.39339828220341,,tomato_salad,7,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6674,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.49048519427964,44.50951480572036,,tomato_salad,7,1.0,30.0,25.24999999999993,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6675,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.37436867076269,43.62563132923731,,tomato_salad,7,1.0,30.0,26.499999999999858,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6676,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.25825214724574,42.74174785275426,,tomato_salad,7,1.0,30.0,27.749999999999787,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6677,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.14213562372879,41.85786437627121,,tomato_salad,7,1.0,30.0,28.999999999999716,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6678,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.02601910021184,40.97398089978816,,tomato_salad,7,1.0,30.0,30.249999999999645,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6679,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.95382555869026,40.19434681531624,,tomato_salad,7,1.0,30.0,31.499999999999574,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6680,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.20373388513468,40.179208272259245,,tomato_salad,7,1.0,30.0,32.749999999999716,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6681,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.45364221157911,40.164069729202254,,tomato_salad,7,1.0,30.0,34.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6682,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.70355053802353,40.14893118614526,,tomato_salad,7,1.0,30.0,35.250000000000284,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6683,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.95345886446796,40.13379264308827,,tomato_salad,7,1.0,30.0,36.50000000000057,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6684,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.20336719091239,40.11865410003128,,tomato_salad,7,1.0,30.0,37.75000000000085,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6685,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.45327551735681,40.10351555697429,,tomato_salad,7,1.0,30.0,39.00000000000114,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6686,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.70318384380124,40.088377013917295,,tomato_salad,7,1.0,30.0,40.0,24.0,,tomato_cut,1,1.0,30.0,,,8.0
6687,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.95309217024567,40.0732384708603,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6688,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.2030004966901,40.05809992780313,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6689,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.45290882313452,40.04296138474578,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6690,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.70281714957895,40.027822841688426,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6691,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.95272547602337,40.01268429863107,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6692,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.20266313365056,40.00233106509771,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6693,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.45266312004111,40.0021466143028,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6694,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.70266310643166,40.0019621635079,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6695,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.9526630928222,40.00177771271299,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6696,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.20266307921275,40.00159326191809,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6697,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.4526630656033,40.001408811123184,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6698,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.70266305199385,40.00122436032828,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6699,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.9526630383844,40.001039909533375,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6700,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.20266302477495,40.00085545873847,,tomato_salad,7,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,8.0
6701,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.4526630111655,40.00067100794384,,tomato_salad,7,1.0,30.0,41.250000000000284,24.0,,,1,1.0,30.0,,,8.0
6702,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.70266299755605,40.000486557149294,,tomato_salad,7,1.0,30.0,42.50000000000057,24.0,,,1,1.0,30.0,,,8.0
6703,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.9526629839466,40.000302106354745,,tomato_salad,7,1.0,30.0,43.75000000000085,24.0,,,1,1.0,30.0,,,8.0
6704,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.20266297033714,40.000117655560196,,tomato_salad,7,1.0,30.0,45.00000000000114,24.0,,,1,1.0,30.0,,,8.0
6705,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,tomato_salad,7,1.0,30.0,46.25000000000142,24.0,,,1,1.0,30.0,,,8.0
6706,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,47.500000000001705,24.0,,,1,1.0,30.0,,,9.0
6707,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,48.75000000000199,24.0,,,1,1.0,30.0,,,9.0
6708,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,50.000000000002274,24.0,,,1,1.0,30.0,,,9.0
6709,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,51.25000000000256,24.0,,,1,1.0,30.0,,,9.0
6710,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,52.50000000000284,24.0,,,1,1.0,30.0,,,9.0
6711,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,53.750000000003126,24.0,,,1,1.0,30.0,,,9.0
6712,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,55.00000000000341,24.0,,,1,1.0,30.0,,,9.0
6713,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,56.250000000003695,24.0,,,1,1.0,30.0,,,9.0
6714,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.7916666666666616,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,8,1.0,30.0,57.50000000000398,24.0,,,1,1.0,30.0,,,9.0
