tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,261a5eee84d5378d_score,player_481e8dc7_x,player_481e8dc7_y,player_481e8dc7_move_target,player_481e8dc7_item,player_481e8dc7_score,player_481e8dc7_cut_speed,player_481e8dc7_speed,player_0c3a4ff1_x,player_0c3a4ff1_y,player_0c3a4ff1_move_target,player_0c3a4ff1_item,player_0c3a4ff1_score,player_0c3a4ff1_cut_speed,player_0c3a4ff1_speed,4f0473f807b3f6f1_score,55d425817e7691a7_message,c0a22da13632282c_score
5842,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.38500623443231,120.42919505375775,,tomato,0,1.0,30.0,83.58058261758475,28.419417382415247,,tomato,3,1.0,30.0,,,3.0
5843,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.506443706627905,121.31836763809568,,tomato,0,1.0,30.0,82.6966991411017,29.303300858898297,,tomato,3,1.0,30.0,,,3.0
5844,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.6278811788235,122.20754022243324,,tomato,0,1.0,30.0,81.81281566461865,30.187184335381346,,tomato,3,1.0,30.0,,,3.0
5845,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.749318651019095,123.0967128067708,,tomato,0,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,3,1.0,30.0,,,3.0
5846,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.87075612321469,123.98588539110835,,tomato,0,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,3,1.0,30.0,,,3.0
5847,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.992193595410285,124.87505797544591,,tomato,0,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,3,1.0,30.0,,,3.0
5848,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.11363106760588,125.76423055978347,,tomato,0,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,3,1.0,30.0,,,3.0
5849,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.235068539801475,126.65340314412101,,tomato,0,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,3,1.0,30.0,,,3.0
5850,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.35650601199707,127.54257572845857,,tomato,0,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,3,1.0,30.0,,,3.0
5851,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.477943484192664,128.43174831279583,,tomato,0,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,3,1.0,30.0,,,3.0
5852,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.59938095638826,129.3209208971328,,tomato,0,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,3,1.0,30.0,,,3.0
5853,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.720818428583854,130.21009348146976,,tomato,0,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,3,1.0,30.0,,,3.0
5854,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.84225590077945,131.09926606580672,,tomato,0,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,3,1.0,30.0,,,3.0
5855,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.963693372975044,131.98843865014368,,tomato,0,1.0,30.0,72.09009742330511,39.90990257669489,,tomato,3,1.0,30.0,,,3.0
5856,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.08513084517064,132.87761123448064,,tomato,0,1.0,30.0,71.20621394682206,40.79378605317794,,tomato,3,1.0,30.0,,,3.0
5857,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.20656831736693,133.7667838188176,,tomato,0,1.0,30.0,70.32233047033901,41.67766952966099,,tomato,3,1.0,30.0,,,3.0
5858,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.328005789563235,134.65595640315544,,tomato,0,1.0,30.0,69.43844699385596,42.56155300614404,,tomato,3,1.0,30.0,,,3.0
5859,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.44944326175954,135.5451289874937,,tomato,0,1.0,30.0,68.55456351737291,43.44543648262709,,tomato,3,1.0,30.0,,,3.0
5860,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.55946875427472,135.18315989286467,,tomato,0,1.0,30.0,67.67068004088986,44.32931995911014,,tomato,3,1.0,30.0,,,3.0
5861,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.66483301565253,134.31016109837574,,tomato,0,1.0,30.0,66.78679656440681,45.213203435593186,,tomato,3,1.0,30.0,,,3.0
5862,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.77019727703035,133.43716230388682,,tomato,0,1.0,30.0,65.90291308792376,46.097086912076236,,tomato,3,1.0,30.0,,,3.0
5863,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.875561538408164,132.5641635093979,,tomato,0,1.0,30.0,65.01902961144071,46.980970388559285,,tomato,3,1.0,30.0,,,3.0
5864,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.98092579978598,131.69116471490898,,tomato,0,1.0,30.0,64.13514613495767,47.864853865042335,,tomato,3,1.0,30.0,,,3.0
5865,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.086290061163794,130.81816592042006,,tomato,0,1.0,30.0,63.251262658474616,48.748737341525384,,tomato,3,1.0,30.0,,,3.0
5866,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.19165432254161,129.94516712593114,,tomato,0,1.0,30.0,62.367379181991566,49.632620818008434,,tomato,3,1.0,30.0,,,3.0
5867,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.297018583919424,129.0721683314422,,tomato,0,1.0,30.0,61.48349570550852,50.51650429449148,,tomato,3,1.0,30.0,,,3.0
5868,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.40238284529724,128.1991695369533,,tomato,0,1.0,30.0,60.59961222902547,51.40038777097453,,tomato,3,1.0,30.0,,,3.0
5869,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.507747106675055,127.32617074246437,,tomato,0,1.0,30.0,59.71572875254242,52.28427124745758,,tomato,3,1.0,30.0,,,3.0
5870,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.61311136805287,126.45317194797545,,tomato,0,1.0,30.0,58.83184527605937,53.16815472394063,,tomato,3,1.0,30.0,,,3.0
5871,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.718475629430685,125.58017315348653,,tomato,0,1.0,30.0,57.94796179957632,54.05203820042368,,tomato,3,1.0,30.0,,,3.0
5872,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.8238398908085,124.7071743589976,,tomato,0,1.0,30.0,57.06407832309327,54.93592167690673,,tomato,3,1.0,30.0,,,3.0
5873,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.929204152186315,123.83417556450868,,tomato,0,1.0,30.0,56.0,56.0,,tomato,3,1.0,30.0,,,3.0
5874,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.03456841356413,122.96117677001976,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5875,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.139932674941974,122.08817797553084,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5876,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.245296936320145,121.21517918104153,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5877,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.350661197698315,120.34218038655203,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5878,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.185851926300618,119.15634858421436,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5879,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.17052518433437,117.90644255135356,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5880,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.15519844236812,116.65653651849277,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5881,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.139871700401873,115.40663048563198,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5882,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.124544958435624,114.15672445277119,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5883,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.109218216469376,112.9068184199104,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5884,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.093891474503128,111.6569123870496,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5885,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.07856473253688,110.40700635418881,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5886,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.063237990570446,109.15710032132802,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5887,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.047911248604017,107.90719428846722,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5888,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.032584506637583,106.65728825560643,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5889,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.017257764671154,105.40738222274564,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5890,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00238528892898,104.1574733712793,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5891,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002200754437826,102.90747338490011,,tomato,0,1.0,30.0,56.0,56.0,,,3,1.0,30.0,,,3.0
5892,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002016219946672,101.65747339852093,,tomato,0,1.0,30.0,56.88388347648305,55.11611652351695,,,3,1.0,30.0,,,3.0
5893,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001831685455517,100.40747341214175,,tomato,0,1.0,30.0,57.7677669529661,54.2322330470339,,,3,1.0,30.0,,,3.0
5894,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001647150964363,99.15747342576257,,tomato,0,1.0,30.0,58.65165042944915,53.34834957055085,,,3,1.0,30.0,,,3.0
5895,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001462616473155,97.9074734393834,,tomato,0,1.0,30.0,59.5355339059322,52.4644660940678,,,3,1.0,30.0,,,3.0
5896,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001278081981823,96.65747345300422,,tomato,0,1.0,30.0,60.41941738241525,51.58058261758475,,,3,1.0,30.0,,,3.0
5897,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00109354749049,95.40747346662504,,tomato,0,1.0,30.0,61.3033008588983,50.6966991411017,,,3,1.0,30.0,,,3.0
5898,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00090901299916,94.15747348024586,,tomato,0,1.0,30.0,62.187184335381346,49.812815664618654,,,3,1.0,30.0,,,3.0
5899,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000724478507827,92.90747349386668,,tomato,0,1.0,30.0,63.071067811864395,48.928932188135605,,,3,1.0,30.0,,,3.0
5900,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000539944016495,91.6574735074875,,tomato,0,1.0,30.0,63.954951288347445,48.045048711652555,,,3,1.0,30.0,,,3.0
5901,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000355409525163,90.40747352110832,,tomato,0,1.0,30.0,64.8388347648305,47.161165235169506,,,3,1.0,30.0,,,3.0
5902,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00017087503383,89.15747353472914,,tomato,0,1.0,30.0,65.72271824131354,46.277281758686456,,,3,1.0,30.0,,,3.0
5903,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000028272499097,87.90747354521775,,tomato,0,1.0,30.0,66.6066017177966,45.39339828220341,,,3,1.0,30.0,,,3.0
5904,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000026050862534,86.65747354522031,,tomato,0,1.0,30.0,67.49048519427964,44.50951480572036,,,3,1.0,30.0,,,3.0
