tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,649d22291af2f4f6_score,player_c7e5316c_x,player_c7e5316c_y,player_c7e5316c_move_target,player_c7e5316c_item,player_c7e5316c_score,player_c7e5316c_cut_speed,player_c7e5316c_speed,player_699a5e30_x,player_699a5e30_y,player_699a5e30_move_target,player_699a5e30_item,player_699a5e30_score,player_699a5e30_cut_speed,player_699a5e30_speed,19b2cdc44e817e0f_score,40f7348b403924d3_message,bc0968f46c048d59_score
6348,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.954951288347445,79.95495128834744,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6349,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.8388347648305,80.8388347648305,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6350,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.72271824131354,81.72271824131354,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6351,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.6066017177966,82.6066017177966,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6352,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.49048519427964,83.49048519427964,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6353,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.37436867076269,84.37436867076269,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6354,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.25825214724574,85.25825214724574,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6355,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.14213562372879,86.14213562372879,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6356,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.02601910021184,87.02601910021184,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6357,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80565318468376,87.95382555869026,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6358,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.82079172774075,89.20373388513468,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6359,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.83593027079775,90.45364221157911,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6360,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.85106881385474,91.70355053802353,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6361,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.86620735691173,92.95345886446796,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6362,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.88134589996872,94.20336719091239,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6363,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.89648444302571,95.45327551735681,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6364,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.9116229860827,96.70318384380124,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6365,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.9267615291397,97.95309217024567,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6366,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.94190007219669,99.2030004966901,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6367,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.95703861525368,100.45290882313452,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6368,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.97217715831093,101.70281714957895,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6369,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.98731570136863,102.95272547602337,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6370,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.71652727089023,104.0872550381485,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6371,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.8381440216476,104.9766047260951,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6372,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.95976077240496,105.86595441404171,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6373,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.08137752316233,106.75530410198832,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6374,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.2029942739197,107.64465378993492,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6375,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.32461102467707,108.53400347788153,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6376,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.44622777543444,109.42335316582813,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6377,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.5678445261918,110.31270285377408,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6378,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.68946127694917,111.2020525417197,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6379,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.81107802770654,112.0914022296653,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6380,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.93269477846391,112.98075191761092,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6381,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.05431152922128,113.87010160555653,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6382,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.17592827997865,114.75945129350214,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6383,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.29754503073602,115.64880098144775,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6384,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.419161781493386,116.53815066939336,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6385,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.540778532250755,117.42750035733897,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6386,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.662395283008124,118.31685004528457,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6387,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.78401203376549,119.20619973323018,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6388,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9038356874317,120.09376754763566,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6389,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.0200188106401,120.97771761879302,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6390,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.136201933848504,121.86166768995038,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6391,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.252385057056905,122.74561776110774,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6392,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.36856818026531,123.6295678322651,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6393,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.48475130347371,124.51351790342245,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6394,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.60093442668211,125.39746797457981,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6395,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.71711754989051,126.28141804573639,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6396,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.83330067309891,127.16536811689275,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6397,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.94948379630731,128.04931818804909,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6398,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.065666919515714,128.93326825920502,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6399,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.181850042724115,129.81721833036096,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6400,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.298033165932516,130.7011684015169,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6401,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.41421628914092,131.58511847267283,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6402,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.53039941234932,132.46906854382877,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6403,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.64658253555772,133.3530186149847,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6404,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.76276565876631,134.23696868614064,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6405,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.878948781975424,135.12091875729772,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6406,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.99261126007332,135.60080370228982,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6407,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.097835056711915,134.72794887707758,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6408,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.20305885335051,133.85509405186534,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6409,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.30828264998911,132.9822392266531,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6410,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.41350644662771,132.10938440143985,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6411,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.518730243266305,131.23652957622585,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6412,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.6239540399049,130.36367475101184,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
6413,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.7291778365435,129.49081992579784,,tomato,2,1.0,30.0,56.0,88.0,,,0,1.0,30.0,,,2.0
