tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,49c9d9e85ec093c9_score,player_6c6d026c_x,player_6c6d026c_y,player_6c6d026c_move_target,player_6c6d026c_item,player_6c6d026c_score,player_6c6d026c_cut_speed,player_6c6d026c_speed,player_d1cd465b_x,player_d1cd465b_y,player_d1cd465b_move_target,player_d1cd465b_item,player_d1cd465b_score,player_d1cd465b_cut_speed,player_d1cd465b_speed
3989,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3990,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3991,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3992,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3993,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3994,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3995,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3996,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3997,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3998,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
3999,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4000,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4001,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4002,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4003,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4004,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4005,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4006,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4007,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4008,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4009,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4010,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4011,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4012,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4013,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4014,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4015,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4016,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4017,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4018,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4019,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4020,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4021,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4022,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4023,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4024,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4025,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4026,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4027,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4028,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4029,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4030,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4031,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4032,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4033,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4034,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4035,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4036,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4037,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4038,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4039,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4040,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4041,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4042,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4043,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4044,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4045,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4046,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4047,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4048,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4049,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4050,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4051,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4052,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4053,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4054,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4055,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4056,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4057,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4058,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4059,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4060,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4061,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4062,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4063,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4064,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4065,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4066,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
4067,0,1,,0,2,None_cut,3.5416666666666625,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,9,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,9,1.0,30.0
