tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,635d5db9c74d4a12_score,player_00019c5a_x,player_00019c5a_y,player_00019c5a_move_target,player_00019c5a_item,player_00019c5a_score,player_00019c5a_cut_speed,player_00019c5a_speed,player_37af36eb_x,player_37af36eb_y,player_37af36eb_move_target,player_37af36eb_item,player_37af36eb_score,player_37af36eb_cut_speed,player_37af36eb_speed,c4b7d3d7b9cb11ef_score,1dfd5700d589033a_message,40051cfb14e09f95_score
5426,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.99999999999886,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5427,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.74999999999858,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5428,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.4999999999983,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5429,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.24999999999801,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5430,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.99999999999773,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5431,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.74999999999744,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5432,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.49999999999716,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5433,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.24999999999687,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5434,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.99999999999659,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5435,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7499999999963,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5436,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.49999999999602,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5437,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.24999999999574,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5438,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.99999999999545,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5439,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74999999999517,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5440,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.49999999999488,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5441,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2499999999946,24.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5442,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.34621797023578,24.84324151087344,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5443,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.45686168923703,25.72161808469994,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5444,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.56750540823828,26.59999465852644,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5445,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.67814912723952,27.47837123235294,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5446,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.78879284624077,28.356747806179442,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5447,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.89943656524201,29.235124380005942,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5448,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.01008028424326,30.113500953832443,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5449,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.1207240032445,30.991877527658943,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5450,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.23136772224575,31.870254101485443,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5451,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.34201144124647,32.748630675311944,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5452,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.452655160247005,33.627007249138444,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5453,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.56329887924754,34.505383822964944,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5454,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.673942598248075,35.383760396791445,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5455,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.78458631724861,36.262136970617945,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5456,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.895230036249146,37.140513544444445,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5457,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.00587375524984,38.018890118270946,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5458,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.11651747425088,38.897266692097446,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5459,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.22716119325191,39.77564326592395,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5460,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,plate,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5461,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5462,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5463,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5464,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5465,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5466,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5467,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5468,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5469,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5470,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5471,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5472,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5473,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5474,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5475,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5476,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5477,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5478,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5479,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5480,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5481,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5482,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5483,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5484,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5485,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5486,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.50000000000284,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5487,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75000000000313,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5488,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5489,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2500000000037,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5490,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50000000000398,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5491,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5492,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5493,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
5494,test,False,0,1,None_cut,3.8749999999999947,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,,4,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,4.0
