tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,06d20821cd4a44b7_score,player_24a458af_x,player_24a458af_y,player_24a458af_move_target,player_24a458af_item,player_24a458af_score,player_24a458af_cut_speed,player_24a458af_speed,player_bda21d11_x,player_bda21d11_y,player_bda21d11_move_target,player_bda21d11_item,player_bda21d11_score,player_bda21d11_cut_speed,player_bda21d11_speed
3865,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3866,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3867,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3868,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3869,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3870,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3871,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3872,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3873,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3874,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3875,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3876,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3877,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3878,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3879,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3880,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3881,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3882,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3883,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3884,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3885,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3886,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3887,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3888,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,24.0,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3889,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,25.24999999999993,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3890,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,26.499999999999858,,tomato,5,1.0,30.0,72.0,40.0,,,0,1.0,30.0
3891,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,27.749999999999787,,tomato,5,1.0,30.0,72.0,38.749999999999716,,,0,1.0,30.0
3892,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,28.999999999999716,,tomato,5,1.0,30.0,72.0,37.49999999999943,,,0,1.0,30.0
3893,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,30.249999999999645,,tomato,5,1.0,30.0,72.0,36.24999999999915,,,0,1.0,30.0
3894,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,31.499999999999574,,tomato,5,1.0,30.0,72.0,34.99999999999886,,,0,1.0,30.0
3895,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,32.749999999999716,,tomato,5,1.0,30.0,72.0,33.74999999999858,,,0,1.0,30.0
3896,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,34.0,,tomato,5,1.0,30.0,72.0,32.499999999998295,,,0,1.0,30.0
3897,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,35.250000000000284,,tomato,5,1.0,30.0,72.0,31.249999999998227,,,0,1.0,30.0
3898,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,36.50000000000057,,tomato,5,1.0,30.0,72.0,29.9999999999983,,,0,1.0,30.0
3899,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,37.75000000000085,,tomato,5,1.0,30.0,72.0,28.74999999999837,,,0,1.0,30.0
3900,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,39.00000000000114,,tomato,5,1.0,30.0,72.0,27.49999999999844,,,0,1.0,30.0
3901,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.25000000000142,,tomato,5,1.0,30.0,72.0,26.24999999999851,,,0,1.0,30.0
3902,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,41.500000000001705,,tomato,5,1.0,30.0,72.0,24.999999999998582,,,0,1.0,30.0
3903,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,42.75000000000199,,tomato,5,1.0,30.0,72.0,24.0,,,0,1.0,30.0
3904,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,44.000000000002274,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3905,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,45.25000000000256,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3906,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,46.50000000000284,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3907,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,47.750000000003126,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3908,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,49.00000000000341,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3909,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,50.250000000003695,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3910,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,51.50000000000398,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3911,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,52.75000000000426,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3912,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,54.00000000000455,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3913,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,55.25000000000483,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3914,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,87.50810911865676,56.29803951736466,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3915,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,86.62973254482955,57.18739579836412,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3916,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,85.75135597100234,58.07675207936359,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3917,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,84.87297939717513,58.96610836036305,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3918,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,83.99460282334792,59.855464641362516,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3919,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,83.11622624952071,60.74482092236198,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3920,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,82.2378496756935,61.634177203361446,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3921,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,81.35947310186661,62.52353348436091,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3922,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,80.4810965280399,63.412889765360376,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3923,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,79.60271995421343,64.3022460463596,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3924,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.72434338038741,65.19160232735835,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3925,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.8459668065614,66.08095860835711,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3926,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.9675902327354,66.97031488935586,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3927,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.08921365890939,67.85967117035462,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3928,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.21083708508338,68.74902745135337,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3929,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.33246051125737,69.63838373235212,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3930,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.45408393743136,70.52774001335088,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3931,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.57570736360535,71.41709629434963,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3932,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,72.0,,tomato,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3933,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3934,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3935,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
3936,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato_salad,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,72.0,,,5,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
