tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,ed75a78a747a4816_score,player_e8521d04_x,player_e8521d04_y,player_e8521d04_move_target,player_e8521d04_item,player_e8521d04_score,player_e8521d04_cut_speed,player_e8521d04_speed,player_bea759d7_x,player_bea759d7_y,player_bea759d7_move_target,player_bea759d7_item,player_bea759d7_score,player_bea759d7_cut_speed,player_bea759d7_speed,ed9fe14b8a111079_score,aa5087460927f6b4_message,658dfed52bd94555_score
5952,test,True,0,1,tomato,1.7500000000000009,1,0,2,None_cut,3.583333333333329,3,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,8.0
5953,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,8.0
5954,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,8.0
5955,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,8.0
5956,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,8.0
5957,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5958,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5959,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5960,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5961,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5962,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5963,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5964,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5965,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5966,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5967,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5968,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5969,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5970,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5971,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5972,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5973,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5974,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5975,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5976,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5977,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5978,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5979,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.50000000000284,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5980,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75000000000313,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5981,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5982,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2500000000037,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5983,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50000000000398,40.0,,tomato_salad,8,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,8.0
5984,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,tomato_salad,8,1.0,30.0,24.0,25.24999999999993,,tomato_cut,0,1.0,30.0,,,8.0
5985,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,tomato_salad,8,1.0,30.0,24.0,26.499999999999858,,tomato_cut,0,1.0,30.0,,,8.0
5986,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,tomato_salad,8,1.0,30.0,24.0,27.749999999999787,,tomato_cut,0,1.0,30.0,,,8.0
5987,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,tomato_salad,8,1.0,30.0,24.0,28.999999999999716,,tomato_cut,0,1.0,30.0,,,8.0
5988,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7500000000054,40.0,,tomato_salad,8,1.0,30.0,24.0,30.249999999999645,,tomato_cut,0,1.0,30.0,,,8.0
5989,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00000000000568,40.0,,tomato_salad,8,1.0,30.0,24.0,31.499999999999574,,tomato_cut,0,1.0,30.0,,,8.0
5990,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25000000000597,40.0,,tomato_salad,8,1.0,30.0,24.0,32.749999999999716,,tomato_cut,0,1.0,30.0,,,8.0
5991,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.50000000000625,40.0,,tomato_salad,8,1.0,30.0,24.0,34.0,,tomato_cut,0,1.0,30.0,,,8.0
5992,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75000000000654,40.0,,tomato_salad,8,1.0,30.0,24.0,35.250000000000284,,tomato_cut,0,1.0,30.0,,,8.0
5993,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00000000000682,40.0,,tomato_salad,8,1.0,30.0,24.0,36.50000000000057,,tomato_cut,0,1.0,30.0,,,8.0
5994,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2500000000071,40.0,,tomato_salad,8,1.0,30.0,24.0,37.75000000000085,,tomato_cut,0,1.0,30.0,,,8.0
5995,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,8,1.0,30.0,24.0,39.00000000000114,,tomato_cut,0,1.0,30.0,,,8.0
5996,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,40.25000000000142,,tomato_cut,0,1.0,30.0,,,9.0
5997,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,41.500000000001705,,tomato_cut,0,1.0,30.0,,,9.0
5998,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,42.75000000000199,,tomato_cut,0,1.0,30.0,,,9.0
5999,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,44.000000000002274,,tomato_cut,0,1.0,30.0,,,9.0
6000,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,45.25000000000256,,tomato_cut,0,1.0,30.0,,,9.0
6001,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,46.50000000000284,,tomato_cut,0,1.0,30.0,,,9.0
6002,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,47.750000000003126,,tomato_cut,0,1.0,30.0,,,9.0
6003,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,49.00000000000341,,tomato_cut,0,1.0,30.0,,,9.0
6004,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,50.250000000003695,,tomato_cut,0,1.0,30.0,,,9.0
6005,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,51.50000000000398,,tomato_cut,0,1.0,30.0,,,9.0
6006,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,52.75000000000426,,tomato_cut,0,1.0,30.0,,,9.0
6007,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,54.00000000000455,,tomato_cut,0,1.0,30.0,,,9.0
6008,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,55.25000000000483,,tomato_cut,0,1.0,30.0,,,9.0
6009,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0,,,9.0
6010,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,9.0
6011,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,9.0
6012,test,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,9,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,9.0
