tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,03777429c0e43c71_score,player_97ca58e6_x,player_97ca58e6_y,player_97ca58e6_move_target,player_97ca58e6_item,player_97ca58e6_score,player_97ca58e6_cut_speed,player_97ca58e6_speed,player_d7ebe5a4_x,player_d7ebe5a4_y,player_d7ebe5a4_move_target,player_d7ebe5a4_item,player_d7ebe5a4_score,player_d7ebe5a4_cut_speed,player_d7ebe5a4_speed,636d5505769ae6a2_score,a268e301d7e5ebd6_message,8070462c9f45f0c6_score
5782,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.2500000000000004,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,67.49048519427964,44.50951480572036,,,8,1.0,30.0,,,8.0
5783,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.291666666666667,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,68.37436867076269,43.62563132923731,,,8,1.0,30.0,,,8.0
5784,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.3333333333333335,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,69.25825214724574,42.74174785275426,,,8,1.0,30.0,,,8.0
5785,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.375,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,70.14213562372879,41.85786437627121,,,8,1.0,30.0,,,8.0
5786,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.4166666666666665,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,71.02601910021184,40.97398089978816,,,8,1.0,30.0,,,8.0
5787,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.458333333333333,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,71.90990257669489,40.09009742330511,,,8,1.0,30.0,,,8.0
5788,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,72.79378605317794,39.20621394682206,,,8,1.0,30.0,,,8.0
5789,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.541666666666666,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,73.67766952966099,38.32233047033901,,,8,1.0,30.0,,,8.0
5790,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.5833333333333326,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,74.56155300614404,37.43844699385596,,,8,1.0,30.0,,,8.0
5791,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.624999999999999,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,75.44543648262709,36.55456351737291,,,8,1.0,30.0,,,8.0
5792,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.6666666666666656,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,76.32931995911014,35.67068004088986,,,8,1.0,30.0,,,8.0
5793,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.708333333333332,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,77.21320343559319,34.786796564406814,,,8,1.0,30.0,,,8.0
5794,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.7499999999999987,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,78.09708691207624,33.902913087923764,,,8,1.0,30.0,,,8.0
5795,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.791666666666665,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,78.98097038855929,33.019029611440715,,,8,1.0,30.0,,,8.0
5796,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.8333333333333317,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,79.86485386504233,32.135146134957665,,,8,1.0,30.0,,,8.0
5797,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.8749999999999982,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,80.74873734152538,31.251262658474616,,,8,1.0,30.0,,,8.0
5798,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.9166666666666647,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,81.63262081800843,30.367379181991566,,,8,1.0,30.0,,,8.0
5799,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.9583333333333313,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,82.51650429449148,29.483495705508517,,,8,1.0,30.0,,,8.0
5800,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato,2.999999999999998,2,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,83.40038777097453,28.599612229025468,,,8,1.0,30.0,,,8.0
5801,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.28427124745758,27.715728752542418,,,8,1.0,30.0,,,8.0
5802,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.083333333333331,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,85.16815472394063,26.83184527605937,,,8,1.0,30.0,,,8.0
5803,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.05203820042368,25.94796179957632,,,8,1.0,30.0,,,8.0
5804,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.166666666666664,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.93592167690673,25.06407832309327,,,8,1.0,30.0,,,8.0
5805,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,,8,1.0,30.0,,,8.0
5806,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5807,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5808,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5809,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5810,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5811,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5812,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5813,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5814,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5815,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5816,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5817,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5818,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5819,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5820,test,True,0,1,tomato,0.375,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5821,test,True,0,1,tomato,0.4166666666666667,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5822,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5823,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5824,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5825,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5826,test,True,0,1,tomato,0.5,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5827,test,True,0,1,tomato,0.5416666666666666,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5828,test,True,0,1,tomato,0.5833333333333333,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5829,test,True,0,1,tomato,0.6249999999999999,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5830,test,True,0,1,tomato,0.6666666666666665,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5831,test,True,0,1,tomato,0.7083333333333331,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5832,test,True,0,1,tomato,0.7499999999999998,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5833,test,True,0,1,tomato,0.7916666666666664,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5834,test,True,0,1,tomato,0.833333333333333,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5835,test,True,0,1,tomato,0.8749999999999997,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5836,test,True,0,1,tomato,0.9166666666666663,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5837,test,True,0,1,tomato,0.9583333333333329,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5838,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5839,test,True,0,1,tomato,1.0416666666666663,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5840,test,True,0,1,tomato,1.083333333333333,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5841,test,True,0,1,tomato,1.1249999999999998,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5842,test,True,0,1,tomato,1.1666666666666665,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5843,test,True,0,1,tomato,1.2083333333333333,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5844,test,True,0,1,tomato,1.25,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5845,test,True,0,1,tomato,1.2916666666666667,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5846,test,True,0,1,tomato,1.3333333333333335,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
5847,test,True,0,1,tomato,1.3750000000000002,1,0,2,,0,0,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.0,24.0,,tomato,8,1.0,30.0,,,8.0
