tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,2c412805ea4772d0_score,player_4e6a465c_x,player_4e6a465c_y,player_4e6a465c_move_target,player_4e6a465c_item,player_4e6a465c_score,player_4e6a465c_cut_speed,player_4e6a465c_speed,player_16ee464c_x,player_16ee464c_y,player_16ee464c_move_target,player_16ee464c_item,player_16ee464c_score,player_16ee464c_cut_speed,player_16ee464c_speed,5acc9c1eec33d189_score,195204d0d3405aa4_message,0fdcc0a4829ef8cb_score
5747,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5748,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5749,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5750,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5751,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5752,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5753,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5754,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5755,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5756,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5757,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5758,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5759,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5760,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5761,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5762,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5763,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5764,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5765,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5766,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5767,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5768,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5769,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5770,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5771,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5772,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5773,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5774,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5775,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5776,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5777,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5778,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5779,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5780,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5781,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5782,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5783,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5784,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5785,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5786,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5787,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5788,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5789,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5790,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5791,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5792,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5793,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5794,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5795,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5796,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5797,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5798,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5799,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5800,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5801,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5802,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5803,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5804,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5805,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5806,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5807,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5808,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5809,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5810,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5811,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5812,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5813,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
5814,test,0,1,None_cut,3.833333333333328,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.25000000000028,40.0,,plate,0,1.0,30.0,88.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
